Rk,Player,Nation,Pos,Squad,Age,Apps,Starts,Subs,Min,Mn/Ap,Gls,Ast,PK,PKatt,Fls,CrdY,CrdR,SoT,Gls,G+A,G-PK,G+A-PK,SoT,Fls,Crd
11,Ezra Hendrickson\Ezra-Hendrickson,vc VIN,DF,Chivas USA,33,31,31,0,2745,89,3,2,0,0,44,4,0,10,0.10,0.16,0.10,0.16,0.33,1.44,0.13
12,Nat Borchers\Nat-Borchers,us USA,DF,Colorado Rapids,23,31,31,0,2721,88,0,0,0,0,32,7,1,2,0.00,0.00,0.00,0.00,0.07,1.06,0.26
13,Nick Rimando\Nick-Rimando,us USA,GK,D.C. United,25,30,30,0,2700,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14,Eric Denton\Eric-Denton,us USA,DF,Colorado Rapids,26,31,30,1,2693,87,1,4,0,0,41,5,0,4,0.03,0.17,0.03,0.17,0.13,1.37,0.17
15,Nick Garcia\Nick-Garcia,us USA,DF,Kansas City Wizards,25,30,30,0,2678,89,0,0,0,0,28,3,0,3,0.00,0.00,0.00,0.00,0.10,0.94,0.10
16,José Burciaga Jr.\Jose-Burciaga-Jr,us USA,DF,Kansas City Wizards,23,31,31,0,2667,86,2,4,0,0,26,9,0,10,0.07,0.20,0.07,0.20,0.34,0.88,0.30
17,Wade Barrett\Wade-Barrett,us USA,DF,San Jose Earthquakes,28,30,30,0,2664,89,1,0,0,0,28,2,0,2,0.03,0.03,0.03,0.03,0.07,0.95,0.07
18,Sasha Victorine\Sasha-Victorine,us USA,FWMF,Kansas City Wizards,26,30,30,0,2658,89,7,5,0,0,30,0,0,15,0.24,0.41,0.24,0.41,0.51,1.02,0.00
19,Chad Marshall\Chad-Marshall,us USA,DF,Columbus Crew,20,30,30,0,2655,89,1,2,0,0,29,1,0,10,0.03,0.10,0.03,0.10,0.34,0.98,0.03
20,Michael Bradley\Michael-Bradley,us USA,MF,MetroStars,17,30,30,0,2628,88,1,2,0,0,49,9,0,5,0.03,0.10,0.03,0.10,0.17,1.68,0.31
21,Robin Fraser\Robin-Fraser,us USA,DF,Columbus Crew,38,29,29,0,2607,90,0,0,0,0,31,7,0,0,0.00,0.00,0.00,0.00,0.00,1.07,0.24
22,Ramón Ramírez\Ramon-Ramirez,mx MEX,MF,Chivas USA,35,31,31,0,2573,83,2,4,0,0,36,7,0,8,0.07,0.21,0.07,0.21,0.28,1.26,0.24
23,Brian Carroll\Brian-Carroll,us USA,MF,D.C. United,23,32,30,2,2567,80,1,2,0,0,39,4,0,4,0.04,0.11,0.04,0.11,0.14,1.37,0.14
24,Joshua Gros\Joshua-Gros,us USA,MF,D.C. United,22,30,29,1,2563,85,4,4,0,0,51,6,1,12,0.14,0.28,0.14,0.28,0.42,1.79,0.25
25,Davy Arnaud\Davy-Arnaud,us USA,FWMF,Kansas City Wizards,24,31,28,3,2527,82,5,5,0,0,53,6,0,25,0.18,0.36,0.18,0.36,0.89,1.89,0.21
26,Ronnie O'Brien\Ronnie-OBrien,ie IRL,MF,FC Dallas,26,28,28,0,2512,90,6,8,0,0,58,8,0,37,0.21,0.50,0.21,0.50,1.33,2.08,0.29
27,Ricardo Clark\Ricardo-Clark,us USA,MF,San Jose Earthquakes,21,30,28,2,2492,83,3,1,0,0,58,6,0,6,0.11,0.14,0.11,0.14,0.22,2.09,0.22
28,Clarence Goodson\Clarence-Goodson,us USA,DF,FC Dallas,22,29,28,1,2488,86,2,0,0,0,40,9,0,9,0.07,0.07,0.07,0.07,0.33,1.45,0.33
29,Peter Vagenas\Peter-Vagenas,us USA,MF,LA Galaxy,26,29,28,1,2478,85,5,2,0,0,34,3,0,12,0.18,0.25,0.18,0.25,0.44,1.23,0.11
30,Simo Valakari\Simo-Valakari,fi FIN,MF,FC Dallas,31,28,28,0,2471,88,0,1,0,0,78,8,0,1,0.00,0.04,0.00,0.04,0.04,2.84,0.29
31,Scott Garlick\Scott-Garlick,us USA,GK,FC Dallas,32,28,27,1,2457,88,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32,Brandon Prideaux\Brandon-Prideaux,us USA,DF,D.C. United,28,29,28,1,2455,85,0,1,0,0,48,4,0,2,0.00,0.04,0.00,0.04,0.07,1.76,0.15
33,Eddie Robinson\Eddie-Robinson,us USA,DF,San Jose Earthquakes,26,29,29,0,2450,85,1,1,0,0,68,6,2,2,0.04,0.07,0.04,0.07,0.07,2.50,0.29
34,Jaime Moreno\Jaime-Moreno,bo BOL,FW,D.C. United,31,29,28,1,2445,84,16,3,9,9,43,2,2,46,0.59,0.70,0.26,0.37,1.69,1.58,0.15
35,Bobby Rhine\Bobby-Rhine,us USA,MFFW,FC Dallas,28,28,27,1,2438,87,2,5,0,0,32,4,0,9,0.07,0.26,0.07,0.26,0.33,1.18,0.15
36,D. J. Countess\D-J-Countess,us USA,GK,Real Salt Lake,23,27,27,0,2422,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37,Kerry Zavagnin\Kerry-Zavagnin,us USA,MF,Kansas City Wizards,30,28,27,1,2421,87,0,3,0,0,37,5,0,4,0.00,0.11,0.00,0.11,0.15,1.38,0.19
38,Christian Gómez\Christian-Gomez,ar ARG,MF,D.C. United,30,31,30,1,2419,78,11,7,0,0,22,6,0,37,0.41,0.67,0.41,0.67,1.38,0.82,0.22
39,Joe Cannon\Joe-Cannon,us USA,GK,Colorado Rapids,30,27,27,0,2399,89,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40,Cobi Jones\Cobi-Jones,us USA,FWMF,LA Galaxy,34,31,27,4,2397,77,3,5,0,0,16,3,0,15,0.11,0.30,0.11,0.30,0.56,0.60,0.11
41,Dwayne De Rosario\Dwayne-De-Rosario,ca CAN,MFFW,San Jose Earthquakes,26,28,26,2,2375,85,9,7,1,1,36,4,0,34,0.34,0.61,0.30,0.57,1.29,1.36,0.15
42,Justin Mapp\Justin-Mapp,us USA,MF,Chicago Fire,20,29,28,1,2356,81,3,3,0,0,28,3,0,19,0.11,0.23,0.11,0.23,0.73,1.07,0.11
43,Chris Leitch\Chris-Leitch,us USA,DF,MetroStars,25,28,26,2,2344,84,0,0,0,0,22,7,0,2,0.00,0.00,0.00,0.00,0.08,0.84,0.27
44,Bobby Boswell\Bobby-Boswell,us USA,DF,D.C. United,21,27,26,1,2344,87,3,1,0,0,32,6,0,6,0.12,0.15,0.12,0.15,0.23,1.23,0.23
45,Kyle Beckerman\Kyle-Beckerman,us USA,MF,Colorado Rapids,22,30,25,5,2343,78,1,1,0,0,60,5,0,8,0.04,0.08,0.04,0.08,0.31,2.30,0.19
46,Clint Dempsey\Clint-Dempsey,us USA,FWMF,New England Revolution,21,26,26,0,2319,89,10,5,0,0,46,7,0,27,0.39,0.58,0.39,0.58,1.05,1.79,0.27
47,Iván Guerrero\Ivan-Guerrero,hn HON,DF,Chicago Fire,27,26,26,0,2314,89,2,4,1,1,16,1,0,3,0.08,0.23,0.04,0.19,0.12,0.62,0.04
48,Zach Thornton\Zach-Thornton,us USA,GK,Chicago Fire,31,27,26,1,2310,86,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
49,Ronald Cerritos\Ronald-Cerritos,sv SLV,FW,San Jose Earthquakes,30,30,28,2,2308,77,6,7,1,1,21,0,0,29,0.23,0.51,0.19,0.47,1.13,0.82,0.00
50,Amado Guevara\Amado-Guevara,hn HON,MF,MetroStars,28,26,26,0,2284,88,11,7,4,5,43,9,1,31,0.43,0.71,0.28,0.55,1.22,1.69,0.39
51,Ritchie Kotschau\Ritchie-Kotschau,us USA,DF,Colorado Rapids,29,28,25,3,2272,81,0,2,0,0,37,2,0,1,0.00,0.08,0.00,0.08,0.04,1.47,0.08
52,Eddie Gaven\Eddie-Gaven,us USA,MFGK,MetroStars,18,28,26,2,2257,81,8,3,0,0,31,0,0,19,0.32,0.44,0.32,0.44,0.76,1.24,0.00
53,Kyle Martino\Kyle-Martino,us USA,MF,Columbus Crew,23,27,27,0,2248,83,0,5,0,1,32,6,1,9,0.00,0.20,0.00,0.20,0.36,1.28,0.28
54,Jimmy Conrad\Jimmy-Conrad,us USA,DF,Kansas City Wizards,27,25,25,0,2241,90,2,2,0,0,28,4,0,5,0.08,0.16,0.08,0.16,0.20,1.12,0.16
55,Taylor Twellman\Taylor-Twellman,us USA,FW,New England Revolution,24,25,25,0,2226,89,17,3,0,0,32,1,0,51,0.69,0.81,0.69,0.81,2.06,1.29,0.04
56,Thiago\Thiago,br BRA,MF,Chicago Fire,22,27,25,2,2220,82,6,5,0,0,42,3,0,20,0.24,0.45,0.24,0.45,0.81,1.70,0.12
57,Greg Vanney\Greg-Vanney,us USA,DF,FC Dallas,30,25,25,0,2210,88,0,0,0,0,40,4,1,5,0.00,0.00,0.00,0.00,0.20,1.63,0.20
58,Alejandro Moreno\Alejandro-Moreno,ve VEN,FW,San Jose Earthquakes,25,31,24,7,2167,70,8,1,0,0,39,3,0,20,0.33,0.37,0.33,0.37,0.83,1.62,0.12
59,Jason Kreis\Jason-Kreis,us USA,MFFW,Real Salt Lake,32,24,24,0,2160,90,9,2,3,3,33,6,0,31,0.37,0.46,0.25,0.33,1.29,1.37,0.25
60,Jeff Agoos\Jeff-Agoos,us USA,DF,MetroStars,36,25,25,0,2150,86,0,0,0,0,26,3,0,4,0.00,0.00,0.00,0.00,0.17,1.09,0.13
61,Jim Curtin\Jim-Curtin,us USA,DF,Chicago Fire,25,27,24,3,2144,79,1,2,0,0,33,3,0,6,0.04,0.13,0.04,0.13,0.25,1.39,0.13
62,Chris Brown\Chris-Brown,us USA,FWMF,Real Salt Lake,27,29,25,4,2125,73,1,1,0,0,13,0,0,10,0.04,0.08,0.04,0.08,0.42,0.55,0.00
63,Clint Mathis\Clint-Mathis,us USA,MFFW,Real Salt Lake,28,27,27,0,2123,79,3,5,0,0,26,7,1,17,0.13,0.34,0.13,0.34,0.72,1.10,0.34
64,Andy Williams\Andy-Williams,jm JAM,MF,Real Salt Lake,27,26,26,0,2102,81,5,3,1,1,41,5,1,18,0.21,0.34,0.17,0.30,0.77,1.76,0.26
65,Logan Pause\Logan-Pause,us USA,MF,Chicago Fire,23,27,24,3,2094,78,0,0,0,0,14,2,0,1,0.00,0.00,0.00,0.00,0.04,0.60,0.09
66,Tyrone Marshall\Tyrone-Marshall,jm JAM,DF,LA Galaxy,30,25,25,0,2085,83,1,1,0,0,45,7,1,4,0.04,0.09,0.04,0.09,0.17,1.94,0.35
67,Brad Guzan\Brad-Guzan,us USA,GK,Chivas USA,20,24,23,1,2079,87,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
68,Orlando Perez\Orlando-Perez,us USA,DF,Chivas USA,27,27,24,3,2070,77,0,2,0,0,39,2,1,4,0.00,0.09,0.00,0.09,0.17,1.70,0.13
69,Douglas Sequeira\Douglas-Sequeira,cr CRC,DFMF,Chivas USA,27,23,23,0,2070,90,2,1,0,0,44,5,0,5,0.09,0.13,0.09,0.13,0.22,1.91,0.22
70,Dema Kovalenko\Dema-Kovalenko,ua UKR,MF,D.C. United,27,26,23,3,2057,79,4,3,0,0,32,3,1,13,0.18,0.31,0.18,0.31,0.57,1.40,0.18
71,Mark Chung\Mark-Chung,us USA,MF,San Jose Earthquakes,34,24,23,1,2053,86,6,0,0,0,4,2,0,16,0.26,0.26,0.26,0.26,0.70,0.18,0.09
72,Ugo Ihemelu\Ugo-Ihemelu,us USA,DF,LA Galaxy,21,25,23,2,2031,81,0,0,0,0,39,4,1,0,0.00,0.00,0.00,0.00,0.00,1.73,0.22
73,Brian Kamler\Brian-Kamler,us USA,MF,Real Salt Lake,32,28,24,4,2028,72,0,0,0,0,22,3,0,3,0.00,0.00,0.00,0.00,0.13,0.98,0.13
74,Paulo Nagamura\Paulo-Nagamura,br BRA,MF,LA Galaxy,21,25,24,1,2028,81,0,1,0,0,43,7,0,8,0.00,0.04,0.00,0.04,0.36,1.91,0.31
75,Shavar Thomas\Shavar-Thomas,jm JAM,DF,Kansas City Wizards,24,25,24,1,2012,81,0,0,0,0,26,4,0,0,0.00,0.00,0.00,0.00,0.00,1.16,0.18
76,Joe Franchino\Joe-Franchino,us USA,MFDF,New England Revolution,28,24,23,1,2011,84,0,2,0,0,40,2,0,4,0.00,0.09,0.00,0.09,0.18,1.79,0.09
77,Brian Dunseth\Brian-Dunseth,us USA,DF,Real Salt Lake,27,24,24,0,2011,84,2,0,0,0,34,3,1,5,0.09,0.09,0.09,0.09,0.22,1.52,0.18
78,Brian Mullan\Brian-Mullan,us USA,MF,San Jose Earthquakes,26,25,23,2,1996,80,3,5,0,0,42,4,0,11,0.14,0.36,0.14,0.36,0.50,1.89,0.18
79,Youri Djorkaeff\Youri-Djorkaeff,fr FRA,FWMF,MetroStars,36,24,24,0,1986,83,10,5,2,2,44,3,0,33,0.45,0.68,0.36,0.59,1.50,1.99,0.14
80,Mark Lisi\Mark-Lisi,us USA,MF,MetroStars,27,28,22,6,1971,70,0,3,0,0,36,3,0,6,0.00,0.14,0.00,0.14,0.27,1.64,0.14
81,Andy Dorman\Andy-Dorman,wal WAL,MF,New England Revolution,22,30,19,11,1960,65,2,4,0,0,22,4,0,9,0.09,0.28,0.09,0.28,0.41,1.01,0.18
82,Jesse Marsch\Jesse-Marsch,us USA,MF,Chicago Fire,31,28,22,6,1947,70,5,1,3,5,39,4,0,15,0.23,0.28,0.09,0.14,0.69,1.80,0.18
83,Chris Rolfe\Chris-Rolfe,us USA,MFFW,Chicago Fire,22,29,21,8,1942,67,8,6,0,0,20,1,0,32,0.37,0.65,0.37,0.65,1.48,0.93,0.05
84,Marshall Leonard\Marshall-Leonard,us USA,DF,New England Revolution,24,27,25,2,1923,71,1,2,0,0,36,5,0,8,0.05,0.14,0.05,0.14,0.37,1.68,0.23
85,Carlos Mendes\Carlos-Mendes,us USA,DF,MetroStars,24,24,21,3,1916,80,0,0,0,0,33,5,0,0,0.00,0.00,0.00,0.00,0.00,1.55,0.23
86,Josh Wolff\Josh-Wolff,us USA,FW,Kansas City Wizards,27,22,22,0,1910,87,10,10,1,2,27,0,0,29,0.47,0.94,0.42,0.90,1.37,1.27,0.00
87,Chris Wingert\Chris-Wingert,us USA,DF,Columbus Crew,22,27,20,7,1896,70,0,0,0,0,50,8,0,1,0.00,0.00,0.00,0.00,0.05,2.37,0.38
88,Nelson Akwari\Nelson-Akwari,us USA,DF,Real Salt Lake,22,23,21,2,1887,82,0,0,0,0,22,5,0,1,0.00,0.00,0.00,0.00,0.05,1.05,0.24
89,Landon Donovan\Landon-Donovan,us USA,FWMF,LA Galaxy,22,22,20,2,1887,86,12,9,4,4,19,3,0,32,0.57,1.00,0.38,0.81,1.53,0.91,0.14
90,Chris Armas\Chris-Armas,pr PURus USA,MF,Chicago Fire,32,22,22,0,1879,85,2,1,0,0,29,0,0,5,0.10,0.14,0.10,0.14,0.24,1.39,0.00
91,Francisco Mendoza\Francisco-Mendoza,mx MEX,MF,Chivas USA,19,24,20,4,1878,78,0,1,0,0,21,5,0,11,0.00,0.05,0.00,0.05,0.53,1.01,0.24
92,Ben Olsen\Ben-Olsen,us USA,MF,D.C. United,27,23,22,1,1874,82,2,3,0,0,58,7,0,12,0.10,0.24,0.10,0.24,0.58,2.79,0.34
93,Gonzalo Segares\Gonzalo-Segares,cr CRC,DF,Chicago Fire,22,21,21,0,1864,89,3,2,0,0,43,5,0,5,0.14,0.24,0.14,0.24,0.24,2.08,0.24
94,Steve Ralston\Steve-Ralston,us USA,MF,New England Revolution,30,21,21,0,1857,88,1,3,0,0,14,1,0,14,0.05,0.19,0.05,0.19,0.68,0.68,0.05
95,Pat Noonan\Pat-Noonan,us USA,FW,New England Revolution,24,21,21,0,1843,88,8,5,0,0,20,4,0,29,0.39,0.63,0.39,0.63,1.42,0.98,0.20
96,Peguero Jean Philippe\Peguero-Jean-Philippe,ht HAI,FW,Colorado Rapids,23,26,20,6,1842,71,7,5,1,1,52,6,1,20,0.34,0.59,0.29,0.54,0.98,2.54,0.34
97,Mike Magee\Mike-Magee,us USA,MFFW,MetroStars,20,29,21,8,1835,63,5,3,0,0,36,2,0,13,0.25,0.39,0.25,0.39,0.64,1.77,0.10
98,Thiago Martins\Thiago-Martins,br BRA,FW,Chivas USA,28,22,21,1,1779,81,3,0,1,1,36,5,0,16,0.15,0.15,0.10,0.10,0.81,1.82,0.25
99,Kelly Gray\Kelly-Gray,us USA,DFMF,San Jose Earthquakes,23,20,20,0,1773,89,1,0,0,0,8,1,0,2,0.05,0.05,0.05,0.05,0.10,0.41,0.05
100,Chris Albright\Chris-Albright,us USA,DF,LA Galaxy,26,22,21,1,1773,81,1,0,0,0,34,7,0,12,0.05,0.05,0.05,0.05,0.61,1.73,0.36
101,Chris Henderson\Chris-Henderson,us USA,MF,Columbus Crew,34,21,21,0,1767,84,2,3,0,1,25,2,0,9,0.10,0.25,0.10,0.25,0.46,1.27,0.10
102,Edson Buddle\Edson-Buddle,us USA,FW,Columbus Crew,23,23,21,2,1762,77,9,1,0,0,28,0,0,24,0.46,0.51,0.46,0.51,1.23,1.43,0.00
103,Eddie Pope\Eddie-Pope,us USA,DF,Real Salt Lake,31,20,20,0,1756,88,1,0,0,0,20,0,1,4,0.05,0.05,0.05,0.05,0.21,1.03,0.05
104,Danny Califf\Danny-Califf,us USA,DF,San Jose Earthquakes,24,20,20,0,1742,87,2,0,0,0,37,7,1,5,0.10,0.10,0.10,0.10,0.26,1.91,0.41
105,Alain N'Kong\Alain-NKong,cm CMR,MFFW,Colorado Rapids,25,28,20,8,1732,62,5,3,0,0,46,9,0,18,0.26,0.42,0.26,0.42,0.94,2.39,0.47
106,Jovan Kirovski\Jovan-Kirovski,us USA,FW,LA Galaxy,28,24,21,3,1704,71,4,4,1,1,25,2,0,20,0.21,0.42,0.16,0.37,1.06,1.32,0.11
107,Diego Gutiérrez\Diego-Gutierrez,us USA,MFDF,Kansas City Wizards,32,21,18,3,1701,81,0,1,0,0,39,5,1,3,0.00,0.05,0.00,0.05,0.16,2.06,0.32
108,Kenny Cutler\Kenny-Cutler,us USA,DFMF,Real Salt Lake,22,19,19,0,1699,89,0,0,0,0,21,5,1,2,0.00,0.00,0.00,0.00,0.11,1.11,0.32
109,Héctor Cuadros\Hector-Cuadros,mx MEX,MF,Chivas USA,21,26,18,8,1694,65,4,2,3,3,26,6,0,9,0.21,0.32,0.05,0.16,0.48,1.38,0.32
110,Jeff Cunningham\Jeff-Cunningham,us USA,FW,Colorado Rapids,28,26,17,9,1670,64,12,3,2,3,18,4,0,31,0.65,0.81,0.54,0.70,1.67,0.97,0.22
111,Scott Sealy\Scott-Sealy,tt TRI,FWMF,Kansas City Wizards,23,28,20,8,1669,60,9,2,0,0,18,0,0,20,0.49,0.59,0.49,0.59,1.08,0.97,0.00
112,Armando Begines\Armando-Begines,mx MEX,DF,Chivas USA,21,22,18,4,1659,75,0,0,0,0,31,3,0,1,0.00,0.00,0.00,0.00,0.05,1.68,0.16
113,C. J. Brown\C-J-Brown,us USA,DF,Chicago Fire,29,20,18,2,1658,83,0,1,0,0,19,6,0,0,0.00,0.05,0.00,0.05,0.00,1.03,0.33
114,Tim Regan\Tim-Regan,us USA,DF,MetroStars,23,20,18,2,1643,82,0,0,0,0,22,5,1,1,0.00,0.00,0.00,0.00,0.05,1.21,0.33
115,José Cancela\Jose-Cancela,uy URU,MF,New England Revolution,28,25,22,3,1643,66,2,2,0,0,7,0,0,11,0.11,0.22,0.11,0.22,0.60,0.38,0.00
116,Jeff Parke\Jeff-Parke,us USA,DF,MetroStars,22,21,19,2,1632,78,0,0,0,0,25,4,0,1,0.00,0.00,0.00,0.00,0.06,1.38,0.22
117,Mike Petke\Mike-Petke,us USA,DF,Colorado Rapids,29,19,19,0,1623,85,0,0,0,0,30,6,0,2,0.00,0.00,0.00,0.00,0.11,1.66,0.33
118,Antonio Martínez\Antonio-Martinez,mx MEX,MF,Chivas USA,27,25,16,9,1602,64,2,1,0,0,21,5,0,11,0.11,0.17,0.11,0.17,0.62,1.18,0.28
119,Sergio Galván Rey\Sergio-Galvan-Rey,ar ARG,FW,MetroStars,31,27,16,11,1598,59,7,1,0,0,13,2,0,23,0.39,0.45,0.39,0.45,1.30,0.73,0.11
120,Guillermo Ramírez\Guillermo-Ramirez,gt GUA,MF,LA Galaxy,26,24,18,6,1593,66,1,1,1,1,26,2,0,30,0.06,0.11,0.00,0.06,1.69,1.47,0.11
121,Carlos Ruíz\Carlos-Ruiz,gt GUA,FW,FC Dallas,25,19,18,1,1549,82,11,4,3,3,38,2,0,30,0.64,0.87,0.46,0.70,1.74,2.21,0.12
122,Mark Schulte\Mark-Schulte,us USA,DF,Columbus Crew,27,19,18,1,1540,81,0,0,0,0,30,3,0,0,0.00,0.00,0.00,0.00,0.00,1.75,0.18
123,Zach Wells\Zach-Wells,us USA,GK,MetroStars,23,17,17,0,1530,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
124,Chris Gbandi\Chris-Gbandi,lr LBR,DF,FC Dallas,25,17,17,0,1519,89,1,1,0,0,18,7,0,7,0.06,0.12,0.06,0.12,0.41,1.07,0.41
125,Hérculez Gómez\Herculez-Gomez,us USA,FW,LA Galaxy,22,22,16,6,1508,69,11,2,0,0,29,5,0,25,0.66,0.78,0.66,0.78,1.49,1.73,0.30
126,Terry Cooke\Terry-Cooke,eng ENG,MF,Colorado Rapids,28,20,17,3,1492,75,2,2,0,0,8,3,0,6,0.12,0.24,0.12,0.24,0.36,0.48,0.18
127,Freddy Adu\Freddy-Adu,us USA,FWMF,D.C. United,15,25,16,9,1487,60,4,2,0,0,22,4,0,16,0.24,0.36,0.24,0.36,0.97,1.33,0.24
128,Luchi Gonzalez\Luchi-Gonzalez,us USA,FW,Colorado Rapids,24,20,19,1,1449,73,2,1,0,0,21,1,0,14,0.12,0.19,0.12,0.19,0.87,1.30,0.06
129,Aaron Pitchkolan\Aaron-Pitchkolan,us USA,MFDF,FC Dallas,21,20,15,5,1442,72,3,1,0,0,29,3,0,7,0.19,0.25,0.19,0.25,0.44,1.81,0.19
130,Jonny Walker\Jonny-Walker,us USA,GK,Columbus Crew,30,16,16,0,1440,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
131,Samuel Caballero\Samuel-Caballero,hn HON,DF,Chicago Fire,30,17,16,1,1440,85,1,0,0,0,28,2,0,4,0.06,0.06,0.06,0.06,0.25,1.75,0.12
132,Ante Razov\Ante-Razov,us USA,FW,MetroStars,30,18,16,2,1431,80,6,2,0,0,19,2,1,17,0.38,0.50,0.38,0.50,1.07,1.19,0.19
133,Brad Davis\Brad-Davis,us USA,MF,San Jose Earthquakes,23,18,16,2,1408,78,2,7,0,0,31,4,0,11,0.13,0.58,0.13,0.58,0.70,1.98,0.26
134,Pablo Chinchilla\Pablo-Chinchilla,cr CRC,DF,LA Galaxy,26,19,17,2,1400,74,1,0,0,0,11,2,0,2,0.06,0.06,0.06,0.06,0.13,0.71,0.13
135,Frankie Hejduk\Frankie-Hejduk,us USA,DFMF,Columbus Crew,30,18,15,3,1396,78,3,0,0,0,26,5,0,7,0.19,0.19,0.19,0.19,0.45,1.68,0.32
136,David Wagenfuhr\David-Wagenfuhr,us USA,DF,FC Dallas,22,19,15,4,1369,72,0,0,0,0,22,1,0,2,0.00,0.00,0.00,0.00,0.13,1.45,0.07
137,Arturo Torres\Arturo-Torres,us USA,DF,Chivas USA,24,23,15,8,1367,59,2,2,0,0,27,3,0,5,0.13,0.26,0.13,0.26,0.33,1.78,0.20
138,Nate Jaqua\Nate-Jaqua,us USA,FW,Chicago Fire,23,18,15,3,1361,76,7,2,0,0,35,4,0,24,0.46,0.60,0.46,0.60,1.59,2.31,0.26
139,Tony Meola\Tony-Meola,us USA,GK,MetroStars,35,15,15,0,1350,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
140,Bryan Namoff\Bryan-Namoff,us USA,MFDF,D.C. United,25,17,15,2,1348,79,1,0,0,0,31,4,1,3,0.07,0.07,0.07,0.07,0.20,2.07,0.33
141,Mario Rodríguez\Mario-Rodriguez,gt GUA,MFFW,Columbus Crew,23,19,15,4,1310,69,1,0,0,1,24,2,1,9,0.07,0.07,0.07,0.07,0.62,1.65,0.21
142,Matt Taylor\Matt-Taylor,us USA,FW,Chivas USA,23,21,14,7,1304,62,2,2,0,0,16,1,0,7,0.14,0.28,0.14,0.28,0.48,1.10,0.07
143,Ricky Lewis\Ricky-Lewis,us USA,DF,Colorado Rapids,22,16,16,0,1298,81,0,0,0,0,23,2,0,1,0.00,0.00,0.00,0.00,0.07,1.59,0.14
144,James Riley\James-Riley,us USA,DF,New England Revolution,22,23,12,11,1294,56,1,3,0,0,28,3,0,4,0.07,0.28,0.07,0.28,0.28,1.95,0.21
145,Arturo Alvarez\Arturo-Alvarez,sv SLV,MFFW,FC Dallas,19,24,15,9,1285,54,2,2,0,0,33,2,0,14,0.14,0.28,0.14,0.28,0.98,2.31,0.14
146,Roberto Miña\Roberto-Mina,ec ECU,FW,FC Dallas,20,21,15,6,1270,61,7,4,0,0,47,2,0,13,0.50,0.78,0.50,0.78,0.92,3.33,0.14
147,Clyde Simms\Clyde-Simms,us USA,MF,D.C. United,22,26,12,14,1263,49,0,1,0,0,3,1,0,3,0.00,0.07,0.00,0.07,0.21,0.21,0.07
