Rk,Player,Nation,Pos,Squad,Age,Apps,Starts,Subs,Min,Mn/Ap,Gls,Ast,PK,PKatt,Fls,CrdY,CrdR,SoT,Gls,G+A,G-PK,G+A-PK,SoT,Fls,Crd
42,Osvaldo Alonso\Osvaldo-Alonso,cu CUB,MF,Seattle Sounders FC,26,30,30,0,2687,90,1,1,0,0,37,8,0,13,0.03,0.07,0.03,0.07,0.44,1.24,0.27
43,Gonzalo Segares\Gonzalo-Segares,cr CRC,DF,Chicago Fire,29,31,31,0,2682,87,3,0,0,0,30,5,2,8,0.10,0.10,0.10,0.10,0.27,1.01,0.23
44,Vitor Junior\Vitor-Junior,br BRA,MF,LA Galaxy,23,32,30,2,2660,83,7,2,0,0,42,6,0,20,0.24,0.30,0.24,0.30,0.68,1.42,0.20
45,Felipe\Felipe,br BRA,MF,Montreal Impact,21,30,30,0,2650,88,4,8,0,0,48,5,0,23,0.14,0.41,0.14,0.41,0.78,1.63,0.17
46,A.J. DeLaGarza\AJ-DeLaGarza,gu GUM,DF,LA Galaxy,24,30,30,0,2643,88,0,0,0,0,41,5,0,0,0.00,0.00,0.00,0.00,0.00,1.40,0.17
47,Kyle Beckerman\Kyle-Beckerman,us USA,MF,Real Salt Lake,29,30,29,1,2626,88,4,3,0,0,57,7,0,8,0.14,0.24,0.14,0.24,0.27,1.95,0.24
48,Corey Ashe\Corey-Ashe,us USA,MFDF,Houston Dynamo,25,30,30,0,2620,87,0,1,0,0,28,3,0,1,0.00,0.03,0.00,0.03,0.03,0.96,0.10
49,Kevin Alston\Kevin-Alston,us USA,DF,New England Revolution,23,31,31,0,2619,85,0,1,0,0,37,3,0,2,0.00,0.03,0.00,0.03,0.07,1.27,0.10
50,Seth Sinovic\Seth-Sinovic,us USA,DF,Sporting KC,25,30,30,0,2618,87,0,2,0,0,29,3,0,1,0.00,0.07,0.00,0.07,0.03,1.00,0.10
51,A. J. Soares\A-J-Soares,us USA,DF,New England Revolution,23,30,30,0,2607,87,2,0,0,0,29,3,0,5,0.07,0.07,0.07,0.07,0.17,1.00,0.10
52,Chris Wingert\Chris-Wingert,us USA,DF,Real Salt Lake,29,31,30,1,2602,84,0,1,0,0,34,7,0,1,0.00,0.03,0.00,0.03,0.03,1.18,0.24
53,Martín Rivero\Martin-Rivero,ar ARG,MF,Colorado Rapids,22,30,30,0,2589,86,2,6,0,0,23,3,0,19,0.07,0.28,0.07,0.28,0.66,0.80,0.10
54,Andrew Jacobson\Andrew-Jacobson,us USA,MF,FC Dallas,26,31,31,0,2588,84,1,1,0,0,47,6,0,8,0.03,0.07,0.03,0.07,0.28,1.63,0.21
55,Fredy Montero\Fredy-Montero,co COL,FW,Seattle Sounders FC,24,33,28,5,2574,78,13,5,0,0,63,5,1,46,0.45,0.63,0.45,0.63,1.61,2.20,0.21
56,Sam Cronin\Sam-Cronin,us USA,MF,San Jose Earthquakes,25,31,30,1,2572,83,1,4,0,0,37,3,0,3,0.03,0.17,0.03,0.17,0.10,1.29,0.10
57,Jeff Parke\Jeff-Parke,us USA,DF,Seattle Sounders FC,29,30,29,1,2567,86,0,1,0,0,32,3,0,3,0.00,0.04,0.00,0.04,0.11,1.12,0.11
58,Todd Dunivant\Todd-Dunivant,us USA,DF,LA Galaxy,31,29,29,0,2542,88,2,1,0,0,18,2,0,2,0.07,0.11,0.07,0.11,0.07,0.64,0.07
59,Rafael Baca\Rafael-Baca,mx MEX,MF,San Jose Earthquakes,22,33,31,2,2538,77,1,3,0,0,22,4,0,7,0.04,0.14,0.04,0.14,0.25,0.78,0.14
60,Chance Myers\Chance-Myers,us USA,DFMF,Sporting KC,24,30,28,2,2534,85,0,3,0,0,36,4,0,2,0.00,0.11,0.00,0.11,0.07,1.28,0.14
61,Ashtone Morgan\Ashtone-Morgan,ca CAN,DF,Toronto FC,20,30,27,3,2529,84,0,4,0,0,29,7,0,2,0.00,0.14,0.00,0.14,0.07,1.03,0.25
62,Marvell Wynne\Marvell-Wynne,us USA,DF,Colorado Rapids,25,28,28,0,2520,90,0,0,0,0,13,1,0,0,0.00,0.00,0.00,0.00,0.00,0.46,0.04
63,Austin Berry\Austin-Berry,us USA,DF,Chicago Fire,23,28,28,0,2520,90,3,0,0,0,16,2,0,5,0.11,0.11,0.11,0.11,0.18,0.57,0.07
64,Brad Davis\Brad-Davis,us USA,MF,Houston Dynamo,30,31,28,3,2520,81,8,10,3,4,40,3,0,22,0.29,0.64,0.18,0.54,0.79,1.43,0.11
65,Robbie Keane\Robbie-Keane,ie IRL,FW,LA Galaxy,31,28,28,0,2518,90,16,7,1,2,15,0,0,43,0.57,0.82,0.54,0.79,1.54,0.54,0.00
66,Kenny Cooper\Kenny-Cooper,us USA,FW,New York Red Bulls,27,33,26,7,2504,76,18,2,3,3,37,3,0,46,0.65,0.72,0.54,0.61,1.65,1.33,0.11
67,Gershon Koffie\Gershon-Koffie,gh GHA,MF,Vancouver Whitecaps FC,20,29,28,1,2500,86,3,1,0,0,59,9,0,11,0.11,0.14,0.11,0.14,0.40,2.12,0.32
68,Will Bruin\Will-Bruin,us USA,FW,Houston Dynamo,22,32,31,1,2494,78,12,4,0,0,14,1,0,35,0.43,0.58,0.43,0.58,1.26,0.51,0.04
69,Aurélien Collin\Aurelien-Collin,fr FRAve VEN,DF,Sporting KC,25,29,28,1,2490,86,3,1,0,0,57,6,0,7,0.11,0.14,0.11,0.14,0.25,2.06,0.22
70,Terry Dunfield\Terry-Dunfield,ca CAN,MF,Toronto FC,29,30,30,0,2488,83,3,0,0,0,49,7,0,11,0.11,0.11,0.11,0.11,0.40,1.77,0.25
71,Sheanon Williams\Sheanon-Williams,us USA,DF,Philadelphia Union,21,28,28,0,2486,89,1,2,0,0,26,4,1,6,0.04,0.11,0.04,0.11,0.22,0.94,0.18
72,Diego Chará\Diego-Chara,co COL,MF,Portland Timbers,25,28,28,0,2472,88,0,0,0,0,72,9,1,2,0.00,0.00,0.00,0.00,0.07,2.62,0.36
73,Josh Williams\Josh-Williams,us USA,DF,Columbus Crew,23,30,27,3,2430,81,1,3,0,0,30,1,1,8,0.04,0.15,0.04,0.15,0.30,1.11,0.07
74,Miloš Kocić\Milos-Kocic,rs SRB,GK,Toronto FC,26,27,27,0,2430,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
75,Josh Saunders\Josh-Saunders,pr PUR,GK,LA Galaxy,30,27,27,0,2430,90,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04
76,Matt Reis\Matt-Reis,us USA,GK,New England Revolution,36,27,27,0,2430,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
77,Collen Warner\Collen-Warner,us USA,MF,Montreal Impact,23,29,27,2,2428,84,0,0,0,0,44,6,0,2,0.00,0.00,0.00,0.00,0.07,1.63,0.22
78,Jaime Castrillón\Jaime-Castrillon,co COL,MF,Colorado Rapids,22,30,29,1,2426,81,8,4,0,0,41,3,0,18,0.30,0.45,0.30,0.45,0.67,1.52,0.11
79,Logan Pause\Logan-Pause,us USA,MF,Chicago Fire,30,32,31,1,2412,75,1,0,0,0,11,0,0,2,0.04,0.04,0.04,0.04,0.07,0.41,0.00
80,Martín Bonjour\Martin-Bonjour,ar ARG,DF,Vancouver Whitecaps FC,26,28,27,1,2395,86,1,0,0,0,43,7,0,2,0.04,0.04,0.04,0.04,0.08,1.62,0.26
81,Jair Benítez\Jair-Benitez,co COL,DF,FC Dallas,33,28,27,1,2394,86,1,0,0,1,16,3,1,3,0.04,0.04,0.04,0.04,0.11,0.60,0.15
82,Álvaro Saborío\Alvaro-Saborio,cr CRC,FW,Real Salt Lake,29,31,26,5,2388,77,17,3,3,3,35,5,0,40,0.64,0.75,0.53,0.64,1.51,1.32,0.19
83,Lee Nguyen\Lee-Nguyen,us USA,FWMF,New England Revolution,25,30,27,3,2386,80,5,1,1,1,31,3,0,18,0.19,0.23,0.15,0.19,0.68,1.17,0.11
84,Pável Pardo\Pavel-Pardo,mx MEX,MF,Chicago Fire,35,28,27,1,2385,85,1,4,0,0,19,4,0,8,0.04,0.19,0.04,0.19,0.30,0.72,0.15
85,Chris Tierney\Chris-Tierney,us USA,MFDF,New England Revolution,26,28,26,2,2380,85,2,5,0,0,15,4,0,10,0.08,0.26,0.08,0.26,0.38,0.57,0.15
86,Joel Lindpere\Joel-Lindpere,ee EST,MF,New York Red Bulls,30,34,26,8,2379,70,5,4,0,0,33,5,0,12,0.19,0.34,0.19,0.34,0.45,1.25,0.19
87,Ante Jazić\Ante-Jazic,ca CAN,DF,Chivas USA,35,27,27,0,2376,88,0,0,0,0,8,0,0,0,0.00,0.00,0.00,0.00,0.00,0.30,0.00
88,Brad Evans\Brad-Evans,us USA,MFFW,Seattle Sounders FC,26,29,29,0,2358,81,4,3,2,2,18,2,0,13,0.15,0.27,0.08,0.19,0.50,0.69,0.08
89,Nat Borchers\Nat-Borchers,us USA,DF,Real Salt Lake,30,26,26,0,2340,90,2,0,0,0,16,0,0,6,0.08,0.08,0.08,0.08,0.23,0.62,0.00
90,Luis Eduardo Zapata\Luis-Eduardo-Zapata,co COLve VEN,DF,Colorado Rapids,31,27,26,1,2336,87,0,1,0,0,33,2,0,3,0.00,0.04,0.00,0.04,0.12,1.27,0.08
91,Jermaine Taylor\Jermaine-Taylor,jm JAM,DF,Houston Dynamo,27,27,26,1,2334,86,1,1,0,0,15,2,0,3,0.04,0.08,0.04,0.08,0.12,0.58,0.08
92,Chris Pontius\Chris-Pontius,us USA,MFFW,D.C. United,24,31,26,5,2334,75,12,4,1,1,19,3,0,29,0.46,0.62,0.42,0.58,1.12,0.73,0.12
93,Alain Rochat\Alain-Rochat,ch SUI,MFDF,Vancouver Whitecaps FC,28,27,27,0,2321,86,2,1,0,0,38,7,0,6,0.08,0.12,0.08,0.12,0.23,1.47,0.27
94,Stephen McCarthy\Stephen-McCarthy,us USA,DF,New England Revolution,23,28,27,1,2306,82,0,1,0,0,22,2,1,3,0.00,0.04,0.00,0.04,0.12,0.86,0.12
95,Clyde Simms\Clyde-Simms,us USA,MF,New England Revolution,29,29,29,0,2292,79,0,0,0,0,16,2,0,4,0.00,0.00,0.00,0.00,0.16,0.63,0.08
96,Nick LaBrocca\Nick-LaBrocca,us USA,DFMF,Chivas USA,27,29,26,3,2289,79,2,0,0,0,27,3,0,14,0.08,0.08,0.08,0.08,0.55,1.06,0.12
97,Fabián Espíndola\Fabian-Espindola,ar ARG,FW,Real Salt Lake,26,30,27,3,2285,76,9,6,0,0,46,7,1,30,0.35,0.59,0.35,0.59,1.18,1.81,0.32
98,Joe Cannon\Joe-Cannon,us USA,GK,Vancouver Whitecaps FC,37,26,26,0,2277,88,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99,Roger Espinoza\Roger-Espinoza,hn HON,MFDF,Sporting KC,25,26,26,0,2268,87,0,2,0,0,47,5,1,9,0.00,0.08,0.00,0.08,0.36,1.87,0.24
100,Landon Donovan\Landon-Donovan,us USA,MFFW,LA Galaxy,29,26,25,1,2253,87,9,13,2,2,33,6,0,29,0.36,0.88,0.28,0.80,1.16,1.32,0.24
101,Jeb Brovsky\Jeb-Brovsky,us USA,DFMF,Montreal Impact,23,28,25,3,2233,80,0,0,0,0,17,1,1,3,0.00,0.00,0.00,0.00,0.12,0.69,0.08
102,Amobi Okugo\Amobi-Okugo,us USA,DFMF,Philadelphia Union,20,27,24,3,2233,83,0,1,0,0,24,3,0,2,0.00,0.04,0.00,0.04,0.08,0.97,0.12
103,C. J. Sapong\C-J-Sapong,us USA,FW,Sporting KC,23,31,24,7,2207,71,9,0,0,0,38,2,0,24,0.37,0.37,0.37,0.37,0.98,1.55,0.08
104,Patrice Bernier\Patrice-Bernier,ca CAN,MF,Montreal Impact,32,27,25,2,2191,81,9,6,6,6,43,5,0,15,0.37,0.62,0.12,0.37,0.62,1.77,0.21
105,Dwayne De Rosario\Dwayne-De-Rosario,ca CAN,FWMF,D.C. United,33,26,25,1,2188,84,7,9,0,1,31,4,0,26,0.29,0.66,0.29,0.66,1.07,1.28,0.16
106,Nick DeLeon\Nick-DeLeon,us USA,MF,D.C. United,21,28,25,3,2171,78,6,3,0,0,25,0,0,22,0.25,0.37,0.25,0.37,0.91,1.04,0.00
107,Benny Feilhaber\Benny-Feilhaber,us USA,MF,New England Revolution,27,29,23,6,2146,74,1,2,0,0,30,5,1,16,0.04,0.13,0.04,0.13,0.67,1.26,0.25
108,Chad Marshall\Chad-Marshall,us USA,DF,Columbus Crew,27,24,24,0,2145,89,2,0,0,0,15,1,0,8,0.08,0.08,0.08,0.08,0.34,0.63,0.04
109,Milovan Mirošević\Milovan-Mirosevic,cl CHI,MF,Columbus Crew,31,26,25,1,2135,82,4,1,1,2,27,2,0,14,0.17,0.21,0.13,0.17,0.59,1.14,0.08
110,Donovan Ricketts\Donovan-Ricketts,jm JAM,GK,Montreal Impact,34,24,24,0,2135,89,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
111,Javier Morales\Javier-Morales,ar ARG,MF,Real Salt Lake,32,29,23,6,2119,73,3,6,0,0,42,5,0,12,0.13,0.38,0.13,0.38,0.51,1.78,0.21
112,Eddie Johnson\Eddie-Johnson,us USA,FW,Seattle Sounders FC,27,28,24,4,2116,76,14,2,0,0,40,6,0,25,0.60,0.68,0.60,0.68,1.06,1.70,0.26
113,Hernán Pertúz\Hernan-Pertuz,co COL,DF,FC Dallas,22,30,24,6,2116,71,1,0,0,0,22,0,0,2,0.04,0.04,0.04,0.04,0.09,0.94,0.00
114,Brian Mullan\Brian-Mullan,us USA,MF,Colorado Rapids,33,28,25,3,2112,75,2,6,0,0,26,1,0,6,0.09,0.34,0.09,0.34,0.26,1.11,0.04
115,Jun Marques Davidson\Jun-Marques-Davidson,jp JPN,MF,Vancouver Whitecaps FC,28,24,24,0,2110,88,0,0,0,0,36,7,0,0,0.00,0.00,0.00,0.00,0.00,1.54,0.30
116,Thierry Henry\Thierry-Henry,fr FRA,FW,New York Red Bulls,34,25,24,1,2107,84,15,12,0,0,18,5,0,37,0.64,1.15,0.64,1.15,1.58,0.77,0.21
117,Jason Hernandez\Jason-Hernandez,pr PUR,DF,San Jose Earthquakes,28,25,23,2,2091,84,0,1,0,0,14,1,2,0,0.00,0.04,0.00,0.04,0.00,0.60,0.13
118,Connor Lade\Connor-Lade,us USA,DFMF,New York Red Bulls,22,26,22,4,2091,80,0,2,0,0,27,4,1,2,0.00,0.09,0.00,0.09,0.09,1.16,0.22
119,Hanyer Mosquera\Hanyer-Mosquera,co COL,DF,Portland Timbers,25,26,25,1,2090,80,0,0,0,0,25,4,0,0,0.00,0.00,0.00,0.00,0.00,1.08,0.17
120,Will Johnson\Will-Johnson,ca CAN,FWMF,Real Salt Lake,25,26,23,3,2088,80,3,2,0,0,24,4,1,18,0.13,0.22,0.13,0.22,0.78,1.03,0.22
121,Bill Hamid\Bill-Hamid,us USA,GK,D.C. United,21,24,24,0,2087,87,0,0,0,0,0,4,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.17
122,Víctor Bernárdez\Victor-Bernardez,hn HON,DF,San Jose Earthquakes,29,24,24,0,2086,87,2,2,0,0,30,6,0,4,0.09,0.17,0.09,0.17,0.17,1.29,0.26
123,Matt Hedges\Matt-Hedges,us USA,DF,FC Dallas,21,28,23,5,2085,75,3,0,0,0,20,1,0,5,0.13,0.13,0.13,0.13,0.22,0.86,0.04
124,Mike Magee\Mike-Magee,us USA,FWMF,LA Galaxy,27,29,24,5,2063,71,5,2,0,0,20,2,0,22,0.22,0.31,0.22,0.31,0.96,0.87,0.09
125,Luis Silva\Luis-Silva,mx MEX,MF,Toronto FC,23,30,22,8,2061,69,5,4,0,0,14,1,0,19,0.22,0.39,0.22,0.39,0.83,0.61,0.04
126,Júlio César\Julio-Cesar,br BRA,DF,Sporting KC,33,27,25,2,2059,76,1,0,0,0,32,4,0,2,0.04,0.04,0.04,0.04,0.09,1.40,0.17
127,Chris Korb\Chris-Korb,us USA,DF,D.C. United,24,26,22,4,2054,79,0,2,0,0,18,3,0,2,0.00,0.09,0.00,0.09,0.09,0.79,0.13
128,Andy Najar\Andy-Najar,hn HON,MF,D.C. United,18,25,22,3,2045,82,0,4,0,0,26,4,0,3,0.00,0.18,0.00,0.18,0.13,1.14,0.18
129,André Hainault\Andre-Hainault,ca CAN,DF,Houston Dynamo,25,25,24,1,2033,81,2,2,0,0,25,2,0,6,0.09,0.18,0.09,0.18,0.27,1.11,0.09
130,Matteo Ferrari\Matteo-Ferrari,it ITA,DF,Montreal Impact,32,25,23,2,2028,81,0,1,0,0,26,3,0,4,0.00,0.04,0.00,0.04,0.18,1.15,0.13
131,Mauro Rosales\Mauro-Rosales,ar ARG,MFFW,Seattle Sounders FC,30,27,25,2,2017,75,3,11,0,0,20,1,0,5,0.13,0.62,0.13,0.62,0.22,0.89,0.04
132,Omar Cummings\Omar-Cummings,jm JAM,FW,Colorado Rapids,29,28,23,5,1992,71,6,2,0,1,18,1,0,28,0.27,0.36,0.27,0.36,1.27,0.81,0.05
133,David Beckham\David-Beckham,eng ENG,MF,LA Galaxy,36,24,23,1,1981,83,7,5,0,0,28,7,0,18,0.32,0.55,0.32,0.55,0.82,1.27,0.32
134,Gabriel Farfan\Gabriel-Farfan,us USA,DFMF,Philadelphia Union,23,23,22,1,1956,85,0,0,0,0,34,5,1,1,0.00,0.00,0.00,0.00,0.05,1.56,0.28
135,Troy Perkins\Troy-Perkins,us USA,GK,Portland Timbers,30,22,22,0,1956,89,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.05
136,Marcelo Sarvas\Marcelo-Sarvas,br BRA,MF,LA Galaxy,30,27,22,5,1952,72,2,1,0,0,57,5,0,11,0.09,0.14,0.09,0.14,0.51,2.63,0.23
137,Ned Grabavoy\Ned-Grabavoy,us USA,MF,Real Salt Lake,28,26,22,4,1944,75,0,2,0,0,16,0,0,5,0.00,0.09,0.00,0.09,0.23,0.74,0.00
138,Daniel Hernández\Daniel-Hernandez,us USA,MFDF,FC Dallas,35,28,22,6,1939,69,0,0,0,0,38,4,2,2,0.00,0.00,0.00,0.00,0.09,1.76,0.28
139,Adam Moffat\Adam-Moffat,sco SCO,MF,Houston Dynamo,25,23,22,1,1928,84,2,3,0,0,28,2,1,7,0.09,0.23,0.09,0.23,0.33,1.31,0.14
140,Saër Sène\Saer-Sene,fr FRA,FW,New England Revolution,25,25,23,2,1927,77,11,3,1,1,20,0,0,35,0.51,0.65,0.47,0.61,1.63,0.93,0.00
141,Marvin Chávez\Marvin-Chavez,hn HON,MFFW,San Jose Earthquakes,28,27,23,4,1898,70,3,9,0,0,38,5,0,14,0.14,0.57,0.14,0.57,0.66,1.80,0.24
142,Kelyn Rowe\Kelyn-Rowe,us USA,MFFW,New England Revolution,20,30,21,9,1897,63,3,4,0,0,20,1,0,20,0.14,0.33,0.14,0.33,0.95,0.95,0.05
143,Kris Boyd\Kris-Boyd,sco SCO,FW,Portland Timbers,28,26,22,4,1891,73,7,1,0,0,33,4,0,28,0.33,0.38,0.33,0.38,1.33,1.57,0.19
144,Fabián Castillo\Fabian-Castillo,co COL,MFFW,FC Dallas,19,26,23,3,1883,72,6,3,0,0,20,7,0,19,0.29,0.43,0.29,0.43,0.91,0.96,0.33
145,Steven Smith\Steven-Smith,sco SCO,DF,Portland Timbers,26,22,22,0,1871,85,0,2,0,0,11,6,0,0,0.00,0.10,0.00,0.10,0.00,0.53,0.29
146,Reggie Lambe\Reggie-Lambe,bm BER,MF,Toronto FC,20,27,22,5,1866,69,2,2,0,0,24,3,0,13,0.10,0.19,0.10,0.19,0.63,1.16,0.14
