Rk,Player,Nation,Pos,Squad,Age,Apps,Starts,Subs,Min,Mn/Ap,Gls,Ast,PK,PKatt,Fls,CrdY,CrdR,SoT,Gls,G+A,G-PK,G+A-PK,SoT,Fls,Crd
71,Chris Pontius\Chris-Pontius,us USA,MFFW,D.C. United,21,28,23,5,2113,76,4,2,0,0,25,5,0,23,0.17,0.26,0.17,0.26,0.98,1.06,0.21
72,Santiago Hirsig\Santiago-Hirsig,ar ARG,MF,Kansas City Wizards,31,26,24,2,2110,81,1,1,0,0,42,4,1,6,0.04,0.09,0.04,0.09,0.26,1.79,0.21
73,Conor Casey\Conor-Casey,us USA,FW,Colorado Rapids,27,24,24,0,2087,87,16,0,4,6,62,9,0,31,0.69,0.69,0.52,0.52,1.34,2.67,0.39
74,Javier Morales\Javier-Morales,ar ARG,MF,Real Salt Lake,29,26,24,2,2076,80,1,6,0,0,30,6,0,16,0.04,0.30,0.04,0.30,0.69,1.30,0.26
75,Eric Brunner\Eric-Brunner,us USA,DF,Columbus Crew,22,25,23,2,2072,83,1,1,0,0,20,3,0,3,0.04,0.09,0.04,0.09,0.13,0.87,0.13
76,Dejan Jakovic\Dejan-Jakovic,ca CAN,DF,D.C. United,23,23,23,0,2070,90,0,0,0,0,23,6,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.26
77,Luciano Emílio\Luciano-Emilio,br BRA,FW,D.C. United,30,27,23,4,2070,77,10,2,0,0,17,1,1,29,0.43,0.52,0.43,0.52,1.26,0.74,0.09
78,Chad Barrett\Chad-Barrett,us USA,FW,Toronto FC,23,29,27,2,2069,71,5,2,0,0,23,5,1,25,0.22,0.30,0.22,0.30,1.09,1.00,0.26
79,Ramiro Corrales\Ramiro-Corrales,us USA,DFMF,San Jose Earthquakes,31,24,24,0,2066,86,0,2,0,0,29,7,0,5,0.00,0.09,0.00,0.09,0.22,1.26,0.30
80,Sacha Kljestan\Sacha-Kljestan,us USA,MF,Chivas USA,23,25,24,1,2041,82,5,3,1,2,33,7,0,23,0.22,0.35,0.18,0.31,1.01,1.46,0.31
81,Jámison Olave\Jamison-Olave,co COL,DF,Real Salt Lake,29,25,24,1,2039,82,3,0,0,0,34,6,3,8,0.13,0.13,0.13,0.13,0.35,1.50,0.40
82,Jeremy Hall\Jeremy-Hall,pr PUR,DFMF,New York Red Bulls,20,24,22,2,2001,83,0,1,0,0,14,1,1,2,0.00,0.04,0.00,0.04,0.09,0.63,0.09
83,Amado Guevara\Amado-Guevara,hn HON,MF,Toronto FC,32,25,24,1,1999,80,5,5,0,1,34,3,0,20,0.23,0.45,0.23,0.45,0.90,1.53,0.14
84,Steve Zakuani\Steve-Zakuani,cd COD,FWMF,Seattle Sounders FC,20,29,24,5,1993,69,4,3,0,0,9,1,0,21,0.18,0.32,0.18,0.32,0.95,0.41,0.05
85,Brian Mullan\Brian-Mullan,us USA,MF,Houston Dynamo,30,25,23,2,1988,80,0,4,0,0,38,2,0,8,0.00,0.18,0.00,0.18,0.36,1.72,0.09
86,Dane Richards\Dane-Richards,jm JAM,FWMF,New York Red Bulls,25,27,20,7,1988,74,3,2,0,0,42,4,0,6,0.14,0.23,0.14,0.23,0.27,1.90,0.18
87,Patrick Nyarko\Patrick-Nyarko,gh GHA,FWMF,Chicago Fire,23,30,22,8,1983,66,4,2,0,0,22,0,0,20,0.18,0.27,0.18,0.27,0.91,1.00,0.00
88,Ricardo Clark\Ricardo-Clark,us USA,MF,Houston Dynamo,25,22,22,0,1972,90,1,0,0,0,24,4,1,10,0.05,0.05,0.05,0.05,0.46,1.10,0.23
89,Pablo Ricchetti\Pablo-Ricchetti,ar ARG,DFMF,FC Dallas,32,22,22,0,1965,89,1,0,0,0,23,7,0,1,0.05,0.05,0.05,0.05,0.05,1.05,0.32
90,Brian McBride\Brian-McBride,us USA,FW,Chicago Fire,36,22,22,0,1963,89,7,2,1,2,9,0,0,22,0.32,0.41,0.28,0.37,1.01,0.41,0.00
91,Sainey Nyassi\Sainey-Nyassi,gm GAM,MF,New England Revolution,20,28,22,6,1940,69,2,1,0,0,17,1,0,14,0.09,0.14,0.09,0.14,0.65,0.79,0.05
92,Emmanuel Ekpo\Emmanuel-Ekpo,ng NGA,MF,Columbus Crew,21,28,22,6,1936,69,2,3,0,0,32,6,1,8,0.09,0.23,0.09,0.23,0.37,1.49,0.33
93,Kosuke Kimura\Kosuke-Kimura,jp JPN,DF,Colorado Rapids,24,26,21,5,1932,74,2,1,0,0,11,3,0,3,0.09,0.14,0.09,0.14,0.14,0.51,0.14
94,Clint Mathis\Clint-Mathis,us USA,MFFW,Real Salt Lake,32,28,24,4,1926,69,2,5,0,0,23,5,1,11,0.09,0.33,0.09,0.33,0.51,1.07,0.28
95,Jeff Cunningham\Jeff-Cunningham,us USA,FW,FC Dallas,32,28,23,5,1918,69,17,5,1,3,11,2,0,38,0.80,1.03,0.75,0.99,1.78,0.52,0.09
96,Eddie Lewis\Eddie-Lewis,us USA,MF,LA Galaxy,34,27,23,4,1903,71,2,3,0,0,22,4,2,14,0.09,0.24,0.09,0.24,0.66,1.04,0.28
97,Drew Moor\Drew-Moor,us USA,DF,FC Dallas,25,21,21,0,1890,90,3,0,0,0,19,2,1,6,0.14,0.14,0.14,0.14,0.29,0.90,0.14
98,Marvell Wynne\Marvell-Wynne,us USA,DF,Toronto FC,22,21,21,0,1890,90,0,3,0,0,14,1,0,2,0.00,0.14,0.00,0.14,0.10,0.67,0.05
99,Aaron Hohlbein\Aaron-Hohlbein,us USA,MFDF,Kansas City Wizards,23,22,22,0,1867,85,2,0,0,0,12,0,0,3,0.10,0.10,0.10,0.10,0.14,0.58,0.00
100,Tony Beltran\Tony-Beltran,us USA,DF,Real Salt Lake,21,23,21,2,1860,81,0,0,0,0,28,7,0,2,0.00,0.00,0.00,0.00,0.10,1.35,0.34
101,Chris Rolfe\Chris-Rolfe,us USA,MFFW,Chicago Fire,26,28,20,8,1854,66,6,0,0,0,10,5,0,26,0.29,0.29,0.29,0.29,1.26,0.49,0.24
102,Jesse Marsch\Jesse-Marsch,us USA,MF,Chivas USA,35,23,21,2,1853,81,0,0,0,0,27,4,1,6,0.00,0.00,0.00,0.00,0.29,1.31,0.24
103,Emmanuel Osei\Emmanuel-Osei,gh GHA,DF,New England Revolution,26,23,23,0,1852,81,0,0,0,0,19,4,1,1,0.00,0.00,0.00,0.00,0.05,0.92,0.24
104,Arturo Alvarez\Arturo-Alvarez,sv SLV,MFFW,San Jose Earthquakes,23,23,20,3,1848,80,5,1,1,1,27,5,0,22,0.24,0.29,0.19,0.24,1.07,1.31,0.24
105,Freddie Ljungberg\Freddie-Ljungberg,se SWE,FWMF,Seattle Sounders FC,31,22,21,1,1836,84,2,5,0,1,31,6,1,14,0.10,0.34,0.10,0.34,0.69,1.52,0.34
106,Guillermo Barros Schelotto\Guillermo-Barros-Schelotto,ar ARG,MFFW,Columbus Crew,35,24,21,3,1816,76,12,3,3,4,22,4,0,25,0.59,0.74,0.45,0.59,1.24,1.09,0.20
107,Kei Kamara\Kei-Kamara,sl SLE,FW,Houston Dynamo,24,22,20,2,1780,81,5,1,0,0,43,3,0,21,0.25,0.30,0.25,0.30,1.06,2.17,0.15
108,Santino Quaranta\Santino-Quaranta,us USA,MFFW,D.C. United,24,22,19,3,1769,80,2,5,0,0,15,1,0,11,0.10,0.36,0.10,0.36,0.56,0.76,0.05
109,Carl Robinson\Carl-Robinson,wal WAL,MF,Toronto FC,32,21,20,1,1757,84,0,1,0,0,27,6,0,3,0.00,0.05,0.00,0.05,0.15,1.38,0.31
110,A.J. DeLaGarza\AJ-DeLaGarza,gu GUM,DF,LA Galaxy,21,22,21,1,1754,80,1,1,0,0,14,2,0,2,0.05,0.10,0.05,0.10,0.10,0.72,0.10
111,Macoumba Kandji\Macoumba-Kandji,sn SEN,FWMF,New York Red Bulls,23,23,20,3,1752,76,4,5,0,0,43,2,0,24,0.21,0.46,0.21,0.46,1.23,2.21,0.10
112,Robbie Findley\Robbie-Findley,us USA,FW,Real Salt Lake,23,27,18,9,1751,65,12,3,1,1,9,2,0,26,0.62,0.77,0.57,0.72,1.34,0.46,0.10
113,Scott Palguta\Scott-Palguta,us USA,DF,Colorado Rapids,26,23,19,4,1749,76,0,0,0,0,11,3,0,0,0.00,0.00,0.00,0.00,0.00,0.57,0.15
114,Yura Movsisyan\Yura-Movsisyan,am ARM,FW,Real Salt Lake,21,26,19,7,1731,67,8,2,0,0,22,3,0,29,0.42,0.52,0.42,0.52,1.51,1.14,0.16
115,Ugo Ihemelu\Ugo-Ihemelu,us USA,DF,Colorado Rapids,25,20,19,1,1723,86,0,0,0,0,29,6,1,2,0.00,0.00,0.00,0.00,0.10,1.51,0.37
116,Kheli Dube\Kheli-Dube,zw ZIM,FW,New England Revolution,25,26,20,6,1720,66,8,0,0,0,35,4,0,24,0.42,0.42,0.42,0.42,1.26,1.83,0.21
117,Stefani Miglioranzi\Stefani-Miglioranzi,br BRA,MF,LA Galaxy,31,23,20,3,1719,75,0,0,0,0,33,4,0,2,0.00,0.00,0.00,0.00,0.10,1.73,0.21
118,William Hesmer\William-Hesmer,us USA,GK,Columbus Crew,27,19,19,0,1710,90,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.05
119,Matt Pickens\Matt-Pickens,us USA,GK,Colorado Rapids,26,19,19,0,1710,90,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.05
120,Robbie Rogers\Robbie-Rogers,us USA,DFMF,Columbus Crew,21,22,20,2,1709,78,1,5,0,0,24,2,0,13,0.05,0.32,0.05,0.32,0.68,1.26,0.11
121,Abdoulie Mansally\Abdoulie-Mansally,gm GAM,DFFWMF,New England Revolution,20,25,19,6,1699,68,1,3,0,0,33,5,0,10,0.05,0.21,0.05,0.21,0.53,1.75,0.26
122,Tim Ward\Tim-Ward,us USA,MFDF,Chicago Fire,21,19,19,0,1685,89,0,3,0,0,9,4,0,3,0.00,0.16,0.00,0.16,0.16,0.48,0.21
123,Michael Harrington\Michael-Harrington,us USA,MFDF,Kansas City Wizards,23,27,17,10,1682,62,0,3,0,0,19,4,0,6,0.00,0.16,0.00,0.16,0.32,1.02,0.21
124,Josh Wicks\Josh-Wicks,de GERus USA,GK,D.C. United,25,19,19,0,1672,88,0,0,0,0,0,4,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.22
125,André Hainault\Andre-Hainault,ca CAN,DF,Houston Dynamo,22,20,19,1,1652,83,1,0,0,0,28,3,1,5,0.05,0.05,0.05,0.05,0.27,1.53,0.22
126,Wells Thompson\Wells-Thompson,us USA,MF,New England Revolution,25,25,17,8,1652,66,1,0,0,0,28,9,1,5,0.05,0.05,0.05,0.05,0.27,1.53,0.54
127,Nana Attakora\Nana-Attakora,ca CAN,DF,Toronto FC,19,20,19,1,1652,83,2,3,0,0,10,2,0,5,0.11,0.27,0.11,0.27,0.27,0.54,0.11
128,Pablo Vitti\Pablo-Vitti,ar ARG,FWMF,Toronto FC,23,26,18,8,1650,64,2,1,0,0,24,3,0,14,0.11,0.16,0.11,0.16,0.76,1.31,0.16
129,Lance Watson\Lance-Watson,us USA,MFDF,Kansas City Wizards,25,20,19,1,1649,83,0,0,0,0,25,4,1,5,0.00,0.00,0.00,0.00,0.27,1.36,0.27
130,Wilman Conde\Wilman-Conde,co COL,DF,Chicago Fire,26,19,18,1,1614,85,2,2,0,0,16,2,0,4,0.11,0.22,0.11,0.22,0.22,0.89,0.11
131,Christian Gómez\Christian-Gomez,ar ARG,MF,D.C. United,34,27,20,7,1612,60,6,5,2,2,19,5,0,18,0.33,0.61,0.22,0.50,1.00,1.06,0.28
132,Alejandro Moreno\Alejandro-Moreno,ve VEN,FW,Columbus Crew,29,22,17,5,1605,73,4,1,0,0,27,4,0,12,0.22,0.28,0.22,0.28,0.67,1.51,0.22
133,Mariano Trujillo\Mariano-Trujillo,mx MEX,DFMF,Chivas USA,31,21,18,3,1587,76,0,1,0,0,24,6,0,0,0.00,0.06,0.00,0.06,0.00,1.36,0.34
134,Chad Marshall\Chad-Marshall,us USA,DF,Columbus Crew,24,18,18,0,1580,88,4,0,0,0,15,1,1,12,0.23,0.23,0.23,0.23,0.68,0.85,0.11
135,Brandon McDonald\Brandon-McDonald,gu GUM,DF,San Jose Earthquakes,23,18,18,0,1579,88,1,0,0,0,14,3,0,4,0.06,0.06,0.06,0.06,0.23,0.80,0.17
136,Cory Gibbs\Cory-Gibbs,us USA,DF,Colorado Rapids,29,20,19,1,1575,79,0,0,0,0,22,7,0,1,0.00,0.00,0.00,0.00,0.06,1.26,0.40
137,John Thorrington\John-Thorrington,us USA,MF,Chicago Fire,29,19,19,0,1574,83,0,0,0,0,28,6,2,3,0.00,0.00,0.00,0.00,0.17,1.60,0.46
138,Hérculez Gómez\Herculez-Gomez,us USA,FW,Kansas City Wizards,26,26,20,6,1569,60,0,2,0,0,25,3,0,15,0.00,0.11,0.00,0.11,0.86,1.43,0.17
139,Robbie Russell\Robbie-Russell,us USA,DF,Real Salt Lake,29,19,18,1,1552,82,0,0,0,0,21,5,1,3,0.00,0.00,0.00,0.00,0.17,1.22,0.35
140,Brian Ching\Brian-Ching,us USA,FW,Houston Dynamo,30,19,18,1,1549,82,8,3,0,0,24,4,2,15,0.46,0.64,0.46,0.64,0.87,1.39,0.35
141,Steve Ralston\Steve-Ralston,us USA,MF,New England Revolution,34,20,17,3,1543,77,7,4,4,4,4,2,0,11,0.41,0.64,0.17,0.41,0.64,0.23,0.12
142,Jorge Alberto Rojas\Jorge-Alberto-Rojas,ve VEN,DFMF,New York Red Bulls,32,21,19,2,1515,72,2,1,0,0,18,1,1,14,0.12,0.18,0.12,0.18,0.83,1.07,0.12
143,Fabián Espíndola\Fabian-Espindola,ar ARG,FW,Real Salt Lake,23,22,17,5,1511,69,3,4,0,0,37,3,1,20,0.18,0.42,0.18,0.42,1.19,2.20,0.24
144,Mike Magee\Mike-Magee,us USA,FWMF,LA Galaxy,24,23,19,4,1507,66,2,3,0,0,17,3,0,8,0.12,0.30,0.12,0.30,0.48,1.02,0.18
145,Ray Burse\Ray-Burse,us USA,GK,FC Dallas,24,17,16,1,1505,89,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.06
