Rk,Player,Nation,Pos,Squad,Age,Apps,Starts,Subs,Min,Mn/Ap,Gls,Ast,PK,PKatt,Fls,CrdY,CrdR,SoT,Gls,G+A,G-PK,G+A-PK,SoT,Fls,Crd
1,Steve Trittschuh\Steve-Trittschuh,us USA,DF,Colorado Rapids,30,32,32,0,2880,90,5,2,0,0,51,2,0,20,0.16,0.22,0.16,0.22,0.62,1.59,0.06
2,Preki\Preki,us USA,MFFW,Kansas City Wiz,32,32,32,0,2880,90,18,9,7,8,26,3,0,61,0.56,0.84,0.34,0.62,1.91,0.81,0.09
3,Tim Martin\Tim-Martin,us USA,DF,San Jose Clash,28,32,32,0,2871,90,1,0,0,0,26,2,0,3,0.03,0.03,0.03,0.03,0.09,0.82,0.06
4,Mark Chung\Mark-Chung,us USA,MF,Kansas City Wiz,25,32,32,0,2847,89,8,9,0,0,35,0,0,40,0.25,0.54,0.25,0.54,1.26,1.11,0.00
5,Scott Benedetti\Scott-Benedetti,us USA,FWMF,Colorado Rapids,29,32,32,0,2815,88,3,3,0,0,42,1,0,14,0.10,0.19,0.10,0.19,0.45,1.34,0.03
6,Jeff Agoos\Jeff-Agoos,us USA,DF,D.C. United,27,32,32,0,2805,88,1,2,0,0,24,4,0,7,0.03,0.10,0.03,0.10,0.22,0.77,0.13
7,Denis Hamlett\Denis-Hamlett,cr CRCus USA,DF,Colorado Rapids,27,31,31,0,2790,90,0,1,0,0,45,7,0,1,0.00,0.03,0.00,0.03,0.03,1.45,0.23
8,Matt Kmosko\Matt-Kmosko,us USA,DF,Colorado Rapids,24,31,31,0,2788,90,1,0,0,0,24,5,0,4,0.03,0.03,0.03,0.03,0.13,0.77,0.16
9,Mark Dodd\Mark-Dodd,us USA,GK,Dallas Burn,30,31,31,0,2776,90,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03
10,Sean Bowers\Sean-Bowers,us USA,DF,Kansas City Wiz,27,31,31,0,2769,89,0,2,0,0,46,1,0,4,0.00,0.07,0.00,0.07,0.13,1.50,0.03
11,Steve Ralston\Steve-Ralston,us USA,MF,Tampa Bay Mutiny,21,31,31,0,2762,89,7,2,0,0,25,1,0,12,0.23,0.29,0.23,0.29,0.39,0.81,0.03
12,Richard Farrer\Richard-Farrer,za RSA,FWDF,Dallas Burn,24,31,31,0,2758,89,1,0,0,0,35,2,0,2,0.03,0.03,0.03,0.03,0.07,1.14,0.07
13,Diego Soñora\Diego-Sonora,ar ARG,DFMF,Dallas Burn,26,31,31,0,2720,88,2,7,0,0,46,5,0,13,0.07,0.30,0.07,0.30,0.43,1.52,0.17
14,Peter Vermes\Peter-Vermes,us USA,DFFW,NY/NJ MetroStars,29,30,30,0,2700,90,1,1,0,1,59,8,0,16,0.03,0.07,0.03,0.07,0.53,1.97,0.27
15,Martín Vásquez\Martin-Vasquez,mx MEXus USA,MF,Tampa Bay Mutiny,32,31,31,0,2700,87,5,6,0,0,49,5,0,25,0.17,0.37,0.17,0.37,0.83,1.63,0.17
16,Lawrence Lozzano\Lawrence-Lozzano,us USA,MFDFFW,Dallas Burn,25,31,31,0,2688,87,2,1,0,0,50,3,0,15,0.07,0.10,0.07,0.10,0.50,1.67,0.10
17,Rhett Harty\Rhett-Harty,us USA,DF,NY/NJ MetroStars,25,31,31,0,2662,86,1,0,0,0,55,7,0,3,0.03,0.03,0.03,0.03,0.10,1.86,0.24
18,Paul Bravo\Paul-Bravo,us USA,FWMF,San Jose Clash,27,31,31,0,2654,86,13,5,1,1,36,2,0,29,0.44,0.61,0.41,0.58,0.98,1.22,0.07
19,John Doyle\John-Doyle,us USA,DF,San Jose Clash,29,30,30,0,2652,88,3,6,0,0,59,6,1,13,0.10,0.31,0.10,0.31,0.44,2.00,0.24
20,Mark Santel\Mark-Santel,us USA,MF,Dallas Burn,27,30,28,2,2613,87,1,2,0,0,28,5,0,8,0.03,0.10,0.03,0.10,0.28,0.96,0.17
21,Tony Meola\Tony-Meola,us USA,GK,NY/NJ MetroStars,26,29,29,0,2610,90,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03
22,Uche Okafor\Uche-Okafor,ng NGA,DF,Kansas City Wiz,28,30,30,0,2593,86,2,0,0,0,34,4,0,6,0.07,0.07,0.07,0.07,0.21,1.18,0.14
23,Roy Lassiter\Roy-Lassiter,us USA,FWMF,Tampa Bay Mutiny,26,30,30,0,2580,86,27,4,3,3,20,2,0,49,0.94,1.08,0.84,0.98,1.71,0.70,0.07
24,Mo Johnston\Mo-Johnston,sco SCO,FW,Kansas City Wiz,32,29,29,0,2573,89,6,3,0,0,34,4,0,28,0.21,0.31,0.21,0.31,0.98,1.19,0.14
25,Richie Williams\Richie-Williams,us USA,MF,D.C. United,25,30,30,0,2570,86,1,2,0,0,49,5,1,8,0.04,0.11,0.04,0.11,0.28,1.72,0.21
26,Jason Kreis\Jason-Kreis,us USA,FWMF,Dallas Burn,23,31,29,2,2564,83,13,4,0,0,38,4,0,41,0.46,0.60,0.46,0.60,1.44,1.33,0.14
27,Chris Henderson\Chris-Henderson,us USA,MF,Colorado Rapids,25,29,29,0,2544,88,3,7,0,0,36,4,0,29,0.11,0.35,0.11,0.35,1.03,1.27,0.14
28,Michael Emenalo\Michael-Emenalo,ng NGA,DF,San Jose Clash,30,29,28,1,2534,87,0,2,0,0,53,13,0,8,0.00,0.07,0.00,0.07,0.28,1.88,0.46
29,Mark Dougherty\Mark-Dougherty,us USA,GK,Tampa Bay Mutiny,28,28,28,0,2520,90,0,0,0,0,0,3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.11
30,Frank Yallop\Frank-Yallop,ca CAN,DF,Tampa Bay Mutiny,31,29,28,1,2513,87,0,0,0,0,15,4,0,0,0.00,0.00,0.00,0.00,0.00,0.54,0.14
31,Janusz Michallik\Janusz-Michallik,us USA,DF,Columbus Crew,29,31,28,3,2490,80,0,0,0,0,30,2,0,0,0.00,0.00,0.00,0.00,0.00,1.08,0.07
32,Mark Semioli\Mark-Semioli,us USA,DF,LA Galaxy,27,28,27,1,2475,88,3,1,0,0,41,5,0,14,0.11,0.15,0.11,0.15,0.51,1.49,0.18
33,John Harkes\John-Harkes,us USA,MF,D.C. United,28,29,28,1,2469,85,3,8,0,0,31,4,0,26,0.11,0.40,0.11,0.40,0.95,1.13,0.15
34,Mauricio Cienfuegos\Mauricio-Cienfuegos,sv SLV,MF,LA Galaxy,27,28,27,1,2405,86,5,10,2,3,24,6,0,26,0.19,0.56,0.11,0.49,0.97,0.90,0.22
35,Geoff Aunger\Geoff-Aunger,ca CAN,DFFWMF,New England Revolution,27,29,26,3,2397,83,3,2,3,4,66,10,0,8,0.11,0.19,0.00,0.08,0.30,2.48,0.38
36,Cle Kooiman\Cle-Kooiman,us USA,DF,Tampa Bay Mutiny,32,27,27,0,2394,89,2,3,0,0,61,7,0,3,0.08,0.19,0.08,0.19,0.11,2.29,0.26
37,Robin Fraser\Robin-Fraser,us USA,DF,LA Galaxy,29,27,27,0,2390,89,1,0,0,0,27,3,0,1,0.04,0.04,0.04,0.04,0.04,1.02,0.11
38,Cobi Jones\Cobi-Jones,us USA,FWMF,LA Galaxy,25,28,27,1,2375,85,7,3,0,0,26,2,0,24,0.27,0.38,0.27,0.38,0.91,0.99,0.08
39,Dan Calichman\Dan-Calichman,us USA,DFMF,LA Galaxy,27,28,28,0,2372,85,0,1,0,0,35,7,0,3,0.00,0.04,0.00,0.04,0.11,1.33,0.27
40,Raúl Díaz Arce\Raul-Diaz-Arce,sv SLV,FW,D.C. United,25,28,28,0,2351,84,23,2,4,4,32,6,1,49,0.88,0.96,0.73,0.80,1.88,1.23,0.27
41,Mike Clark\Mike-Clark,us USA,DF,Columbus Crew,23,27,27,0,2329,86,1,1,0,0,31,4,2,3,0.04,0.08,0.04,0.08,0.12,1.20,0.23
42,Eric Wynalda\Eric-Wynalda,us USA,FW,San Jose Clash,26,27,26,1,2326,86,10,11,2,2,39,6,0,38,0.39,0.81,0.31,0.74,1.47,1.51,0.23
43,Eduardo Hurtado\Eduardo-Hurtado,ec ECU,FW,LA Galaxy,26,26,26,0,2323,89,21,6,2,3,48,5,0,56,0.81,1.05,0.74,0.97,2.17,1.86,0.19
44,Missael Espinoza\Missael-Espinoza,mx MEX,MFFW,San Jose Clash,30,26,26,0,2310,89,10,5,0,0,33,5,1,30,0.39,0.58,0.39,0.58,1.17,1.29,0.23
45,Brian McBride\Brian-McBride,us USA,FW,Columbus Crew,23,28,28,0,2307,82,17,1,3,4,21,0,0,44,0.66,0.70,0.55,0.59,1.72,0.82,0.00
46,Shaun Bartlett\Shaun-Bartlett,za RSA,FW,Colorado Rapids,23,26,26,0,2252,87,8,5,0,0,25,5,0,39,0.32,0.52,0.32,0.52,1.56,1.00,0.20
47,Steve Pittman\Steve-Pittman,us USA,DF,Tampa Bay Mutiny,28,26,26,0,2252,87,1,5,0,0,22,7,0,7,0.04,0.24,0.04,0.24,0.28,0.88,0.28
48,Greg Vanney\Greg-Vanney,us USA,DF,LA Galaxy,21,29,24,5,2236,77,4,1,0,0,30,2,0,13,0.16,0.20,0.16,0.20,0.52,1.21,0.08
49,Vitalis Takawira\Vitalis-Takawira,zw ZIM,FW,Kansas City Wiz,23,28,25,3,2233,80,13,3,0,0,35,0,1,48,0.52,0.64,0.52,0.64,1.93,1.41,0.04
50,Troy Dayak\Troy-Dayak,us USA,FWDF,San Jose Clash,25,25,25,0,2232,89,2,3,0,0,27,3,0,8,0.08,0.20,0.08,0.20,0.32,1.09,0.12
51,Alexi Lalas\Alexi-Lalas,us USA,DF,New England Revolution,25,25,25,0,2218,89,1,1,0,0,44,4,1,7,0.04,0.08,0.04,0.08,0.28,1.79,0.20
52,Benedict Iroha\Benedict-Iroha,ng NGA,MFDF,San Jose Clash,26,29,24,5,2194,76,2,7,0,0,54,6,0,20,0.08,0.37,0.08,0.37,0.82,2.22,0.25
53,Nicola Caricola\Nicola-Caricola,it ITA,DF,NY/NJ MetroStars,32,26,26,0,2193,84,2,0,0,0,38,6,1,8,0.08,0.08,0.08,0.08,0.33,1.56,0.29
54,Jeff Baicher\Jeff-Baicher,us USA,FW,San Jose Clash,27,30,28,2,2180,73,3,1,0,0,48,2,0,12,0.12,0.17,0.12,0.17,0.50,1.98,0.08
55,Ivan McKinley\Ivan-McKinley,za RSA,DF,Tampa Bay Mutiny,26,26,25,1,2168,83,3,4,0,0,41,11,0,13,0.12,0.29,0.12,0.29,0.54,1.70,0.46
56,Jorge Campos\Jorge-Campos,mx MEX,FWGK,LA Galaxy,29,24,24,0,2160,90,0,1,0,0,3,2,0,1,0.00,0.04,0.00,0.04,0.04,0.12,0.08
57,Tab Ramos\Tab-Ramos,us USA,MF,NY/NJ MetroStars,29,25,25,0,2158,86,3,9,0,0,28,11,1,20,0.13,0.50,0.13,0.50,0.83,1.17,0.50
58,Marco Etcheverry\Marco-Etcheverry,bo BOL,MF,D.C. United,25,26,23,3,2144,83,4,16,0,0,36,7,0,30,0.17,0.84,0.17,0.84,1.26,1.51,0.29
59,Scott Uderitz\Scott-Uderitz,us USA,MF,Kansas City Wiz,25,28,24,4,2117,76,2,1,0,0,52,5,1,6,0.09,0.13,0.09,0.13,0.26,2.21,0.26
60,Jean Harbor\Jean-Harbor,us USA,FW,Colorado Rapids,30,29,27,2,2111,73,11,4,3,3,43,3,1,33,0.47,0.64,0.34,0.51,1.41,1.83,0.17
61,Billy Thompson\Billy-Thompson,us USA,FWMF,Columbus Crew,27,24,24,0,2074,86,2,7,0,0,8,1,0,9,0.09,0.39,0.09,0.39,0.39,0.35,0.04
62,Chris Woods\Chris-Woods,eng ENG,GK,Colorado Rapids,36,23,23,0,2070,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
63,Iain Fraser\Iain-Fraser,ca CAN,DF,New England Revolution,31,23,23,0,2070,90,0,0,0,0,10,3,0,0,0.00,0.00,0.00,0.00,0.00,0.43,0.13
64,Diego Gutiérrez\Diego-Gutierrez,us USA,DFMF,Kansas City Wiz,23,28,24,4,2068,74,0,2,0,0,29,5,0,3,0.00,0.09,0.00,0.09,0.13,1.26,0.22
65,Jorge Salcedo\Jorge-Salcedo,us USA,DF,LA Galaxy,23,29,22,7,2060,71,2,1,0,0,22,4,0,7,0.09,0.13,0.09,0.13,0.31,0.96,0.17
