Rk,Player,Nation,Pos,Squad,Age,Apps,Starts,Subs,Min,Mn/Ap,Gls,Ast,PK,PKatt,Fls,CrdY,CrdR,SoT,Gls,G+A,G-PK,G+A-PK,SoT,Fls,Crd
1,Zach Thornton\Zach-Thornton,us USA,GK,Chicago Fire,27,27,27,0,2496,92,0,0,0,0,0,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.07
2,Kerry Zavagnin\Kerry-Zavagnin,us USA,MF,Kansas City Wizards,26,27,27,0,2472,92,1,2,0,0,41,5,0,6,0.04,0.11,0.04,0.11,0.22,1.49,0.18
3,Jesse Marsch\Jesse-Marsch,us USA,MF,Chicago Fire,27,27,27,0,2429,90,3,3,0,0,44,6,0,8,0.11,0.22,0.11,0.22,0.30,1.63,0.22
4,Matt Jordan\Matt-Jordan,us USA,GK,Dallas Burn,25,26,26,0,2388,92,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04
5,Matt McKeon\Matt-McKeon,us USA,MF,Kansas City Wizards,26,26,26,0,2372,91,5,2,2,2,76,6,0,22,0.19,0.27,0.11,0.19,0.83,2.88,0.23
6,Steve Jolley\Steve-Jolley,us USA,DF,MetroStars,25,26,26,0,2370,91,0,3,0,0,33,6,0,3,0.00,0.11,0.00,0.11,0.11,1.25,0.23
7,Tim Howard\Tim-Howard,us USA,GK,MetroStars,21,26,26,0,2370,91,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04
8,Chad Deering\Chad-Deering,us USA,MF,Dallas Burn,30,25,25,0,2317,93,2,2,0,0,47,5,0,12,0.08,0.16,0.08,0.16,0.47,1.83,0.19
9,Dema Kovalenko\Dema-Kovalenko,ua UKR,MF,Chicago Fire,23,25,25,0,2311,92,8,4,1,1,35,8,0,21,0.31,0.47,0.27,0.43,0.82,1.36,0.31
10,Manny Lagos\Manny-Lagos,us USA,MF,San Jose Earthquakes,29,26,26,0,2310,89,8,8,0,0,38,3,1,39,0.31,0.62,0.31,0.62,1.52,1.48,0.16
11,Tom Presthus\Tom-Presthus,us USA,GK,Columbus Crew,25,25,25,0,2309,92,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04
12,Joe Cannon\Joe-Cannon,us USA,GK,San Jose Earthquakes,26,25,25,0,2306,92,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13,Nick Rimando\Nick-Rimando,us USA,GK,Miami Fusion,21,25,25,0,2300,92,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04
14,Jim Rooney\Jim-Rooney,us USA,MFFW,Miami Fusion,32,25,25,0,2294,92,6,4,0,0,45,6,0,23,0.24,0.39,0.24,0.39,0.90,1.77,0.24
15,Pablo Mastroeni\Pablo-Mastroeni,us USA,MF,Miami Fusion,24,25,25,0,2290,92,2,2,0,0,30,6,0,2,0.08,0.16,0.08,0.16,0.08,1.18,0.24
16,Mike Clark\Mike-Clark,us USA,DF,Columbus Crew,28,25,25,0,2280,91,0,0,0,0,28,7,0,1,0.00,0.00,0.00,0.00,0.04,1.11,0.28
17,Troy Dayak\Troy-Dayak,us USA,DFFW,San Jose Earthquakes,30,25,25,0,2236,89,2,0,0,0,25,4,0,5,0.08,0.08,0.08,0.08,0.20,1.01,0.16
18,Jorge Rodríguez\Jorge-Rodriguez,sv SLV,DF,Dallas Burn,29,24,24,0,2232,93,6,1,3,3,35,5,0,17,0.24,0.28,0.12,0.16,0.69,1.41,0.20
