Rk,Player,Nation,Pos,Squad,Age,Apps,Starts,Subs,Min,Mn/Ap,Gls,Ast,PK,PKatt,Fls,CrdY,CrdR,SoT,Gls,G+A,G-PK,G+A-PK,SoT,Fls,Crd
28,Paul Broome\Paul-Broome,us USA,DF,Dallas Burn,25,25,25,0,2315,93,0,1,0,0,30,7,1,3,0.00,0.04,0.00,0.04,0.12,1.17,0.31
29,Richard Mulrooney\Richard-Mulrooney,us USA,DFMF,San Jose Earthquakes,25,26,26,0,2312,89,1,4,0,0,39,2,1,5,0.04,0.19,0.04,0.19,0.19,1.52,0.12
30,Richie Williams\Richie-Williams,us USA,MF,D.C. United,31,26,25,1,2307,89,0,2,0,0,57,8,0,6,0.00,0.08,0.00,0.08,0.23,2.22,0.31
31,Jason Kreis\Jason-Kreis,us USA,FWMF,Dallas Burn,29,27,26,1,2303,85,13,2,0,0,54,5,0,38,0.51,0.59,0.51,0.59,1.49,2.11,0.20
32,Carlos Bocanegra\Carlos-Bocanegra,us USA,DF,Chicago Fire,22,26,26,0,2291,88,2,1,0,0,35,4,1,9,0.08,0.12,0.08,0.12,0.35,1.37,0.20
33,Ariel Graziani\Ariel-Graziani,ec ECU,FW,San Jose Earthquakes,30,28,26,2,2289,82,14,2,0,0,56,6,0,39,0.55,0.63,0.55,0.63,1.53,2.20,0.24
34,Rodrigo Faria\Rodrigo-Faria,br BRA,FW,MetroStars,24,28,25,3,2285,82,12,3,2,3,37,4,0,49,0.47,0.59,0.39,0.51,1.93,1.46,0.16
35,Jimmy Conrad\Jimmy-Conrad,us USA,DF,San Jose Earthquakes,24,25,25,0,2248,90,1,2,0,0,38,9,0,6,0.04,0.12,0.04,0.12,0.24,1.52,0.36
36,Bobby Convey\Bobby-Convey,us USA,MFFW,D.C. United,18,26,25,1,2248,87,5,2,0,0,35,3,1,25,0.20,0.28,0.20,0.28,1.00,1.40,0.16
37,Brian Maisonneuve\Brian-Maisonneuve,us USA,MF,Columbus Crew,28,26,26,0,2238,86,1,2,0,0,57,5,0,9,0.04,0.12,0.04,0.12,0.36,2.29,0.20
38,Ross Paule\Ross-Paule,us USA,MF,MetroStars,25,26,26,0,2207,85,2,2,1,1,35,4,1,11,0.08,0.16,0.04,0.12,0.45,1.43,0.20
39,Milton Reyes\Milton-Reyes,hn HON,DF,D.C. United,27,24,24,0,2204,92,0,1,0,0,45,6,1,3,0.00,0.04,0.00,0.04,0.12,1.84,0.29
40,Rick Titus\Rick-Titus,tt TRI,DF,Colorado Rapids,32,25,25,0,2202,88,0,0,0,0,48,9,0,3,0.00,0.00,0.00,0.00,0.12,1.96,0.37
41,Steve Morrow\Steve-Morrow,nir NIR,DFMF,Dallas Burn,31,24,24,0,2199,92,3,0,0,0,26,3,0,6,0.12,0.12,0.12,0.12,0.25,1.06,0.12
42,Chris Klein\Chris-Klein,us USA,MFDF,Kansas City Wizards,26,25,25,0,2171,87,7,2,0,0,11,0,0,17,0.29,0.37,0.29,0.37,0.70,0.46,0.00
43,Chad Deering\Chad-Deering,us USA,MF,Dallas Burn,31,27,22,5,2168,80,1,3,0,0,36,5,0,4,0.04,0.17,0.04,0.17,0.17,1.49,0.21
44,C. J. Brown\C-J-Brown,us USA,DF,Chicago Fire,26,24,24,0,2153,90,0,2,0,0,48,6,0,3,0.00,0.08,0.00,0.08,0.13,2.01,0.25
45,Marco Etcheverry\Marco-Etcheverry,bo BOL,MF,D.C. United,31,24,23,1,2146,89,3,3,0,1,22,9,0,12,0.13,0.25,0.13,0.25,0.50,0.92,0.38
46,Preki\Preki,us USA,MFFW,Kansas City Wizards,38,25,24,1,2141,86,7,8,2,2,17,3,1,44,0.29,0.63,0.21,0.55,1.85,0.71,0.17
47,Jim Curtin\Jim-Curtin,us USA,DF,Chicago Fire,22,24,22,2,2121,88,2,0,0,0,31,5,0,6,0.08,0.08,0.08,0.08,0.25,1.32,0.21
48,Ante Razov\Ante-Razov,us USA,FW,Chicago Fire,27,25,24,1,2120,85,14,4,2,2,42,4,1,56,0.59,0.76,0.51,0.68,2.38,1.78,0.21
49,Danny Califf\Danny-Califf,us USA,DF,LA Galaxy,21,25,23,2,2118,85,1,0,0,0,47,7,1,4,0.04,0.04,0.04,0.04,0.17,2.00,0.34
50,Daniel Torres\Daniel-Torres,cr CRC,DF,Columbus Crew,24,25,23,2,2085,83,0,1,0,0,45,7,1,1,0.00,0.04,0.00,0.04,0.04,1.94,0.35
51,Wes Hart\Wes-Hart,us USA,DF,Colorado Rapids,24,27,25,2,2063,76,0,1,0,0,54,7,0,6,0.00,0.04,0.00,0.04,0.26,2.36,0.31
52,Ryan Suarez\Ryan-Suarez,us USA,DF,Dallas Burn,24,24,24,0,2061,86,1,1,0,0,52,6,1,10,0.04,0.09,0.04,0.09,0.44,2.27,0.31
53,Ezra Hendrickson\Ezra-Hendrickson,vc VIN,DF,LA Galaxy,30,23,23,0,2048,89,2,4,0,0,28,5,1,9,0.09,0.26,0.09,0.26,0.40,1.23,0.26
54,Dema Kovalenko\Dema-Kovalenko,ua UKR,MF,Chicago Fire,24,23,23,0,2034,88,1,3,0,0,41,6,1,12,0.04,0.18,0.04,0.18,0.53,1.81,0.31
55,Joe Franchino\Joe-Franchino,us USA,DFMF,New England Revolution,25,23,23,0,2015,88,1,3,0,0,45,9,0,4,0.04,0.18,0.04,0.18,0.18,2.01,0.40
56,Joselito Vaca\Joselito-Vaca,bo BOL,MF,Dallas Burn,19,25,23,2,2005,80,1,6,0,0,26,7,0,20,0.04,0.31,0.04,0.31,0.90,1.17,0.31
57,Óscar Pareja\Oscar-Pareja,co COL,MF,Dallas Burn,33,24,23,1,2000,83,1,2,0,0,64,7,0,15,0.05,0.14,0.05,0.14,0.68,2.88,0.32
58,Sasha Victorine\Sasha-Victorine,us USA,MFFW,LA Galaxy,23,25,22,3,1985,79,2,2,0,0,21,0,0,8,0.09,0.18,0.09,0.18,0.36,0.95,0.00
59,Mike Burns\Mike-Burns,us USA,DF,Kansas City Wizards,31,24,21,3,1966,82,0,0,0,0,21,2,1,1,0.00,0.00,0.00,0.00,0.05,0.96,0.14
60,Jeff Cunningham\Jeff-Cunningham,us USA,FW,Columbus Crew,25,27,21,6,1962,73,16,3,1,1,30,2,0,37,0.73,0.87,0.69,0.83,1.70,1.38,0.09
61,Brian West\Brian-West,us USA,MF,Columbus Crew,23,24,22,2,1944,81,1,4,0,0,36,3,0,11,0.05,0.23,0.05,0.23,0.51,1.67,0.14
62,Diego Gutiérrez\Diego-Gutierrez,us USA,MFDF,Kansas City Wizards,29,22,21,1,1914,87,1,3,0,0,36,6,0,4,0.05,0.19,0.05,0.19,0.19,1.69,0.28
63,Carey Talley\Carey-Talley,us USA,DF,Kansas City Wizards,25,24,19,5,1902,79,3,1,0,0,25,3,0,7,0.14,0.19,0.14,0.19,0.33,1.18,0.14
64,Mauricio Cienfuegos\Mauricio-Cienfuegos,sv SLV,MF,LA Galaxy,33,23,22,1,1879,82,2,3,0,1,22,2,0,13,0.10,0.24,0.10,0.24,0.62,1.05,0.10
65,Eric Denton\Eric-Denton,us USA,DF,Columbus Crew,23,23,22,1,1875,82,1,2,0,0,27,1,0,4,0.05,0.14,0.05,0.14,0.19,1.30,0.05
66,Tyrone Marshall\Tyrone-Marshall,jm JAM,DF,LA Galaxy,27,24,19,5,1838,77,0,2,0,0,32,4,0,5,0.00,0.10,0.00,0.10,0.24,1.57,0.20
67,Chris Carrieri\Chris-Carrieri,us USA,MF,Colorado Rapids,21,25,18,7,1830,73,11,2,0,0,26,5,0,23,0.54,0.64,0.54,0.64,1.13,1.28,0.25
68,Stephen Armstrong\Stephen-Armstrong,za RSA,FW,Kansas City Wizards,25,26,15,11,1791,69,3,2,0,0,45,2,0,14,0.15,0.25,0.15,0.25,0.70,2.26,0.10
69,Ivan McKinley\Ivan-McKinley,za RSA,DF,D.C. United,32,23,23,0,1786,78,1,1,0,0,38,7,1,7,0.05,0.10,0.05,0.10,0.35,1.91,0.40
70,Kelly Gray\Kelly-Gray,us USA,MFDF,Chicago Fire,20,25,20,5,1780,71,2,3,0,0,17,1,0,7,0.10,0.25,0.10,0.25,0.35,0.86,0.05
71,Antonio Martínez\Antonio-Martinez,mx MEX,MF,Dallas Burn,24,26,19,7,1774,68,4,7,0,0,25,1,1,9,0.20,0.56,0.20,0.56,0.46,1.27,0.10
72,Ritchie Kotschau\Ritchie-Kotschau,us USA,DF,Colorado Rapids,26,23,19,4,1757,76,0,1,0,0,25,3,0,6,0.00,0.05,0.00,0.05,0.31,1.28,0.15
73,Jeff Stewart\Jeff-Stewart,us USA,DF,Colorado Rapids,21,23,20,3,1723,75,0,2,0,0,36,6,0,3,0.00,0.10,0.00,0.10,0.16,1.88,0.31
74,DaMarcus Beasley\DaMarcus-Beasley,us USA,MFDFFW,Chicago Fire,19,19,19,0,1719,91,3,3,0,0,34,1,0,12,0.16,0.31,0.16,0.31,0.63,1.78,0.05
75,Jim Rooney\Jim-Rooney,us USA,MFFW,New England Revolution,33,20,20,0,1715,86,1,1,0,0,32,4,1,5,0.05,0.10,0.05,0.10,0.26,1.68,0.26
76,Jorge Rodríguez\Jorge-Rodriguez,sv SLV,DF,Dallas Burn,30,22,17,5,1693,77,4,1,3,3,39,4,1,13,0.21,0.27,0.05,0.11,0.69,2.07,0.27
77,Bobby Rhine\Bobby-Rhine,us USA,MFFW,Dallas Burn,25,27,19,8,1686,62,7,6,0,0,26,2,0,19,0.37,0.69,0.37,0.69,1.01,1.39,0.11
78,Manny Lagos\Manny-Lagos,us USA,MF,San Jose Earthquakes,30,26,20,6,1683,65,3,4,0,0,19,1,0,16,0.16,0.37,0.16,0.37,0.86,1.02,0.05
79,Landon Donovan\Landon-Donovan,us USA,MFFW,San Jose Earthquakes,19,20,18,2,1681,84,7,1,0,0,30,3,0,23,0.37,0.43,0.37,0.43,1.23,1.61,0.16
80,Kevin Hartman\Kevin-Hartman,us USA,GK,LA Galaxy,27,18,18,0,1648,92,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.05
81,Cobi Jones\Cobi-Jones,us USA,FWMF,LA Galaxy,31,19,18,1,1638,86,3,7,0,0,14,2,0,21,0.16,0.55,0.16,0.55,1.15,0.77,0.11
82,Dwayne De Rosario\Dwayne-De-Rosario,ca CAN,MFFW,San Jose Earthquakes,23,27,18,9,1637,61,4,6,0,0,41,3,0,29,0.22,0.55,0.22,0.55,1.59,2.25,0.16
83,Craig Ziadie\Craig-Ziadie,jm JAM,DF,MetroStars,23,20,18,2,1610,81,0,0,0,0,29,4,1,0,0.00,0.00,0.00,0.00,0.00,1.62,0.28
84,Duncan Oughton\Duncan-Oughton,nz NZL,DFMF,Columbus Crew,24,20,17,3,1608,80,0,4,0,0,30,7,0,7,0.00,0.22,0.00,0.22,0.39,1.68,0.39
85,Mike Clark\Mike-Clark,us USA,DF,Columbus Crew,29,21,19,2,1599,76,1,0,0,0,36,7,0,6,0.06,0.06,0.06,0.06,0.34,2.03,0.39
86,Ryan Nelsen\Ryan-Nelsen,nz NZL,DF,D.C. United,24,20,17,3,1596,80,4,1,0,0,28,2,0,12,0.23,0.28,0.23,0.28,0.68,1.58,0.11
87,Andy Williams\Andy-Williams,jm JAM,MF,MetroStars,24,19,17,2,1539,81,2,13,0,0,34,4,0,15,0.12,0.88,0.12,0.88,0.88,1.99,0.23
88,Tony Meola\Tony-Meola,us USA,GK,Kansas City Wizards,32,17,17,0,1519,89,0,0,0,0,0,3,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.30
89,Chris Brown\Chris-Brown,us USA,FWMF,Kansas City Wizards,24,28,14,14,1512,54,4,1,0,0,15,1,0,17,0.24,0.30,0.24,0.30,1.01,0.89,0.06
90,Daniel Hernández\Daniel-Hernandez,us USA,DFMF,New England Revolution,25,19,16,3,1492,79,3,1,0,0,32,3,1,9,0.18,0.24,0.18,0.24,0.54,1.93,0.24
91,Jeff Moore\Jeff-Moore,us USA,MF,MetroStars,22,18,17,1,1482,82,0,2,0,0,28,4,0,2,0.00,0.12,0.00,0.12,0.12,1.70,0.24
92,Igor Simutenkov\Igor-Simutenkov,ru RUS,FW,Kansas City Wizards,28,19,17,2,1480,78,4,3,1,2,21,6,0,23,0.24,0.43,0.18,0.36,1.40,1.28,0.36
93,Eddie Pope\Eddie-Pope,us USA,DF,D.C. United,28,17,16,1,1471,87,1,1,0,0,23,1,0,3,0.06,0.12,0.06,0.12,0.18,1.41,0.06
94,Ted Chronopoulos\Ted-Chronopoulos,us USA,DFMF,MetroStars,29,18,16,2,1462,81,0,4,0,0,27,3,0,3,0.00,0.25,0.00,0.25,0.18,1.66,0.18
95,Adin Brown\Adin-Brown,us USA,GK,New England Revolution,23,16,16,0,1460,91,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96,Kyle Martino\Kyle-Martino,us USA,MF,Columbus Crew,20,22,15,7,1455,66,2,3,1,1,29,3,1,11,0.12,0.31,0.06,0.25,0.68,1.79,0.25
97,Eddie Robinson\Eddie-Robinson,us USA,DF,San Jose Earthquakes,23,19,16,3,1427,75,2,1,0,0,36,5,0,5,0.13,0.19,0.13,0.19,0.32,2.27,0.32
98,Peter Vagenas\Peter-Vagenas,us USA,MF,LA Galaxy,23,17,16,1,1390,82,0,2,0,0,26,3,1,1,0.00,0.13,0.00,0.13,0.06,1.68,0.26
99,Piotr Nowak\Piotr-Nowak,pl POL,FWMF,Chicago Fire,37,16,16,0,1377,86,3,3,0,0,14,3,0,9,0.20,0.39,0.20,0.39,0.59,0.92,0.20
100,Scott Garlick\Scott-Garlick,us USA,GK,Colorado Rapids,29,15,15,0,1374,92,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.07
101,Tom Presthus\Tom-Presthus,us USA,GK,Columbus Crew,26,15,15,0,1365,91,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
102,Ian Russell\Ian-Russell,us USA,MF,San Jose Earthquakes,26,24,15,9,1348,56,0,1,0,0,23,3,0,6,0.00,0.07,0.00,0.07,0.40,1.54,0.20
103,Petter Villegas\Petter-Villegas,pr PUR,MFFW,D.C. United,26,18,14,4,1346,75,2,5,0,0,34,1,0,11,0.13,0.47,0.13,0.47,0.74,2.27,0.07
104,Pablo Mastroeni\Pablo-Mastroeni,us USA,MF,Colorado Rapids,25,15,15,0,1329,89,0,2,0,0,30,6,1,2,0.00,0.14,0.00,0.14,0.14,2.03,0.47
105,Edson Buddle\Edson-Buddle,us USA,FW,Columbus Crew,20,21,13,8,1304,62,9,2,0,0,27,2,0,19,0.62,0.76,0.62,0.76,1.31,1.86,0.14
106,David Vaudreuil\David-Vaudreuil,us USA,DFMF,Chicago Fire,35,17,14,3,1280,75,1,1,0,0,21,4,0,2,0.07,0.14,0.07,0.14,0.14,1.48,0.28
107,John Wilmar Pérez\John-Wilmar-Perez,co COL,DFMF,Columbus Crew,31,20,13,7,1256,63,1,2,0,0,17,0,0,6,0.07,0.21,0.07,0.21,0.43,1.22,0.00
108,Francisco Gomez\Francisco-Gomez,us USA,MF,Kansas City Wizards,23,20,13,7,1249,63,0,2,0,0,8,0,0,8,0.00,0.14,0.00,0.14,0.58,0.58,0.00
109,Brad Davis\Brad-Davis,us USA,MF,MetroStars,20,24,12,12,1246,52,4,2,0,0,14,2,0,10,0.29,0.43,0.29,0.43,0.72,1.01,0.14
110,Brian McBride\Brian-McBride,us USA,FW,Columbus Crew,29,14,14,0,1239,89,5,4,1,1,12,1,0,14,0.36,0.65,0.29,0.58,1.02,0.87,0.07
111,Jon Busch\Jon-Busch,us USA,GK,Columbus Crew,25,14,13,1,1236,88,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
112,Troy Dayak\Troy-Dayak,us USA,DFFW,San Jose Earthquakes,31,15,14,1,1235,82,0,1,0,0,10,3,0,2,0.00,0.07,0.00,0.07,0.15,0.73,0.22
113,Josh Wolff\Josh-Wolff,us USA,FW,Chicago Fire,24,14,14,0,1223,87,5,2,0,1,31,2,0,12,0.37,0.52,0.37,0.52,0.88,2.28,0.15
114,Ronald Cerritos\Ronald-Cerritos,sv SLV,FW,Dallas Burn,27,23,11,12,1209,53,4,1,0,0,17,0,0,25,0.30,0.37,0.30,0.37,1.86,1.27,0.00
115,David Kramer\David-Kramer,us USA,GK,Colorado Rapids,29,13,13,0,1195,92,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.08
116,Peter Vermes\Peter-Vermes,us USA,DFFW,Kansas City Wizards,35,13,13,0,1181,91,0,0,0,0,18,2,0,0,0.00,0.00,0.00,0.00,0.00,1.37,0.15
117,Chad McCarty\Chad-McCarty,us USA,MF,Columbus Crew,24,18,13,5,1176,65,1,0,0,0,31,8,2,1,0.08,0.08,0.08,0.08,0.08,2.37,0.77
118,Rusty Pierce\Rusty-Pierce,us USA,DF,New England Revolution,22,14,13,1,1161,83,0,0,0,0,22,4,0,0,0.00,0.00,0.00,0.00,0.00,1.71,0.31
119,Jaime Moreno\Jaime-Moreno,bo BOL,FW,D.C. United,28,16,14,2,1157,72,3,2,1,3,16,1,0,13,0.23,0.39,0.16,0.31,1.01,1.24,0.08
120,John Spencer\John-Spencer,sco SCO,FW,Colorado Rapids,31,16,13,3,1149,72,5,1,3,3,18,4,1,21,0.39,0.47,0.16,0.23,1.64,1.41,0.39
121,Matt McKeon\Matt-McKeon,us USA,MF,Kansas City Wizards,27,23,10,13,1146,50,1,1,0,0,29,3,0,5,0.08,0.16,0.08,0.16,0.39,2.28,0.24
122,Mamadou Diallo\Mamadou-Diallo,sn SEN,FW,MetroStars,30,17,14,3,1135,67,11,4,3,5,28,2,1,32,0.87,1.19,0.63,0.95,2.54,2.22,0.24
123,Dante Washington\Dante-Washington,us USA,FW,Columbus Crew,31,21,12,9,1122,53,6,0,0,0,24,0,0,19,0.48,0.48,0.48,0.48,1.52,1.93,0.00
124,Wolde Harris\Wolde-Harris,jm JAM,FW,New England Revolution,28,22,11,11,1117,51,4,0,0,1,24,1,0,24,0.32,0.32,0.32,0.32,1.93,1.93,0.08
125,Darío Fabbro\Dario-Fabbro,ar ARG,FW,Kansas City Wizards,25,16,16,0,1116,70,6,2,1,2,32,5,0,19,0.48,0.65,0.40,0.56,1.53,2.58,0.40
126,Clint Mathis\Clint-Mathis,us USA,FWMF,MetroStars,25,14,14,0,1106,79,4,2,0,0,20,3,1,20,0.33,0.49,0.33,0.49,1.63,1.63,0.33
127,Brian Kamler\Brian-Kamler,us USA,MF,New England Revolution,29,16,13,3,1099,69,2,5,0,0,16,0,1,4,0.16,0.57,0.16,0.57,0.33,1.31,0.08
128,Bo Oshoniyi\Bo-Oshoniyi,us USA,GK,Kansas City Wizards,30,13,11,2,1096,84,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
129,Juergen Sommer\Juergen-Sommer,us USA,GK,New England Revolution,32,12,12,0,1090,91,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
130,Zak Ibsen\Zak-Ibsen,us USA,DF,San Jose Earthquakes,29,17,10,7,1077,63,0,1,0,0,20,4,0,1,0.00,0.08,0.00,0.08,0.08,1.67,0.33
131,Carlos Llamosa\Carlos-Llamosa,us USA,DF,New England Revolution,32,14,13,1,1056,75,0,0,0,0,28,3,0,0,0.00,0.00,0.00,0.00,0.00,2.39,0.26
132,Brian Mullan\Brian-Mullan,us USA,MF,LA Galaxy,23,21,10,11,1019,49,3,1,0,0,17,1,1,13,0.26,0.35,0.26,0.35,1.15,1.50,0.18
133,Alex Pineda Chacón\Alex-Pineda-Chacon,hn HON,MFFW,New England Revolution,32,20,9,11,1014,51,2,1,0,0,11,0,0,9,0.18,0.27,0.18,0.27,0.80,0.98,0.00
134,Lazo Alavanja\Lazo-Alavanja,us USA,MF,D.C. United,25,17,10,7,1001,59,0,0,0,0,20,4,1,5,0.00,0.00,0.00,0.00,0.45,1.80,0.45
135,Zach Kingsley\Zach-Kingsley,us USA,MF,Colorado Rapids,22,15,10,5,997,67,4,1,0,0,22,2,0,17,0.36,0.45,0.36,0.45,1.53,1.99,0.18
136,Eric Quill\Eric-Quill,us USA,MF,Kansas City Wizards,23,16,13,3,992,62,0,1,0,0,18,1,0,10,0.00,0.09,0.00,0.09,0.91,1.63,0.09
137,Chris Leitch\Chris-Leitch,us USA,DF,Columbus Crew,22,13,11,2,989,76,0,0,0,0,18,3,0,2,0.00,0.00,0.00,0.00,0.18,1.64,0.27
138,Adam Frye\Adam-Frye,us USA,DFFW,LA Galaxy,27,20,10,10,956,48,0,0,0,0,14,3,0,2,0.00,0.00,0.00,0.00,0.19,1.32,0.28
139,Santino Quaranta\Santino-Quaranta,us USA,FWMF,D.C. United,17,11,11,0,949,86,3,1,0,0,24,6,0,11,0.28,0.38,0.28,0.38,1.04,2.28,0.57
140,Matt Reis\Matt-Reis,us USA,GK,LA Galaxy,26,11,10,1,929,85,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
141,Tab Ramos\Tab-Ramos,us USA,MF,MetroStars,35,14,12,2,926,66,0,2,0,0,15,4,1,7,0.00,0.19,0.00,0.19,0.68,1.46,0.49
142,Joe Addo\Joe-Addo,gh GHA,DF,MetroStars,30,15,10,5,918,61,0,0,0,0,8,3,1,1,0.00,0.00,0.00,0.00,0.10,0.78,0.39
143,Jose Alegria\Jose-Alegria,pe PER,MF,D.C. United,21,14,11,3,900,64,0,0,0,0,23,5,0,11,0.00,0.00,0.00,0.00,1.10,2.30,0.50
144,Craig Waibel\Craig-Waibel,us USA,DF,LA Galaxy,26,12,9,3,860,72,0,0,0,0,19,1,0,3,0.00,0.00,0.00,0.00,0.31,1.99,0.10
145,Stephen Herdsman\Stephen-Herdsman,us USA,DF,Colorado Rapids,26,13,9,4,858,66,0,0,0,0,16,1,0,1,0.00,0.00,0.00,0.00,0.10,1.68,0.10
146,Jeff Agoos\Jeff-Agoos,us USA,DF,San Jose Earthquakes,33,12,9,3,839,70,0,0,0,0,4,2,0,3,0.00,0.00,0.00,0.00,0.32,0.43,0.21
147,Raúl Palacios\Raul-Palacios,cl CHI,MF,Colorado Rapids,25,16,8,8,836,52,0,3,0,0,34,5,0,2,0.00,0.32,0.00,0.32,0.22,3.66,0.54
