Rk,Player,Nation,Pos,Squad,Age,Apps,Starts,Subs,Min,Mn/Ap,Gls,Ast,PK,PKatt,Fls,CrdY,CrdR,SoT,Gls,G+A,G-PK,G+A-PK,SoT,Fls,Crd
1,Richard Mulrooney\Richard-Mulrooney,us USA,DFMF,San Jose Earthquakes,27,30,30,0,2700,90,1,6,0,0,35,4,0,13,0.03,0.23,0.03,0.23,0.43,1.17,0.13
2,Jim Curtin\Jim-Curtin,us USA,DF,Chicago Fire,24,30,30,0,2700,90,0,1,0,0,26,5,0,7,0.00,0.03,0.00,0.03,0.23,0.87,0.17
3,Steve Ralston\Steve-Ralston,us USA,MF,New England Revolution,29,30,30,0,2700,90,7,4,2,2,27,3,0,11,0.23,0.37,0.17,0.30,0.37,0.90,0.10
4,Joe Cannon\Joe-Cannon,us USA,GK,Colorado Rapids,29,30,30,0,2700,90,0,0,0,0,0,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.07
5,Kevin Hartman\Kevin-Hartman,us USA,GK,LA Galaxy,29,30,30,0,2655,89,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6,Davy Arnaud\Davy-Arnaud,us USA,FWMF,Kansas City Wizards,23,30,30,0,2626,88,9,5,0,0,52,4,0,27,0.31,0.48,0.31,0.48,0.93,1.78,0.14
7,Jon Busch\Jon-Busch,us USA,GK,Columbus Crew,27,29,29,0,2610,90,0,0,0,0,0,3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.10
8,Jimmy Conrad\Jimmy-Conrad,us USA,DF,Kansas City Wizards,26,29,29,0,2610,90,1,0,0,0,33,2,0,6,0.03,0.03,0.03,0.03,0.21,1.14,0.07
9,Chris Leitch\Chris-Leitch,us USA,DF,MetroStars,24,29,29,0,2610,90,0,1,0,0,26,4,0,3,0.00,0.03,0.00,0.03,0.10,0.90,0.14
10,Nat Borchers\Nat-Borchers,us USA,DF,Colorado Rapids,22,29,29,0,2610,90,2,0,0,0,37,5,1,5,0.07,0.07,0.07,0.07,0.17,1.28,0.21
11,Ronnie O'Brien\Ronnie-OBrien,ie IRL,MF,Dallas Burn,25,29,29,0,2581,89,2,6,0,0,53,4,0,30,0.07,0.28,0.07,0.28,1.05,1.85,0.14
12,Eddie Gaven\Eddie-Gaven,us USA,GKMF,MetroStars,17,29,29,0,2578,89,7,3,0,0,44,2,0,22,0.24,0.35,0.24,0.35,0.77,1.54,0.07
13,Chris Henderson\Chris-Henderson,us USA,MF,Colorado Rapids,33,29,29,0,2562,88,3,3,1,1,36,2,1,28,0.11,0.21,0.07,0.18,0.98,1.26,0.11
14,Pat Noonan\Pat-Noonan,us USA,FW,New England Revolution,23,29,29,0,2545,88,11,3,0,0,33,4,0,37,0.39,0.50,0.39,0.50,1.31,1.17,0.14
15,Matt Crawford\Matt-Crawford,us USA,MF,Colorado Rapids,23,30,28,2,2534,85,1,2,0,0,34,4,0,9,0.04,0.11,0.04,0.11,0.32,1.21,0.14
16,Diego Gutiérrez\Diego-Gutierrez,us USA,DFMF,Kansas City Wizards,31,28,28,0,2520,90,3,4,0,0,53,8,0,8,0.11,0.25,0.11,0.25,0.29,1.89,0.29
17,Henry Ring\Henry-Ring,us USA,GK,Chicago Fire,26,28,28,0,2520,90,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04
18,Jonny Walker\Jonny-Walker,us USA,GK,MetroStars,29,28,28,0,2520,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19,Robin Fraser\Robin-Fraser,us USA,DF,Columbus Crew,37,28,28,0,2520,90,0,0,0,0,37,3,1,0,0.00,0.00,0.00,0.00,0.00,1.32,0.14
20,Ramiro Corrales\Ramiro-Corrales,us USA,MFDF,San Jose Earthquakes,26,29,28,1,2475,85,3,1,0,0,35,4,1,12,0.11,0.15,0.11,0.15,0.44,1.27,0.18
21,Chad Marshall\Chad-Marshall,us USA,DF,Columbus Crew,19,28,27,1,2446,87,0,1,0,0,34,1,0,10,0.00,0.04,0.00,0.04,0.37,1.25,0.04
22,Brian Carroll\Brian-Carroll,us USA,MF,D.C. United,22,30,26,4,2438,81,0,0,0,0,42,4,0,3,0.00,0.00,0.00,0.00,0.11,1.55,0.15
23,Steve Jolley\Steve-Jolley,us USA,DF,Dallas Burn,28,28,28,0,2428,87,1,0,0,0,20,4,0,6,0.04,0.04,0.04,0.04,0.22,0.74,0.15
24,Jay Heaps\Jay-Heaps,us USA,DFMF,New England Revolution,27,28,26,2,2415,86,1,2,0,0,23,4,0,6,0.04,0.11,0.04,0.11,0.22,0.86,0.15
25,Jeff Parke\Jeff-Parke,us USA,DF,MetroStars,21,28,27,1,2409,86,1,1,0,0,22,5,0,10,0.04,0.07,0.04,0.07,0.37,0.82,0.19
26,Antonio de la Torre\Antonio-de-la-Torre,mx MEX,MF,Colorado Rapids,26,28,28,0,2409,86,0,3,0,0,30,5,0,7,0.00,0.11,0.00,0.11,0.26,1.12,0.19
27,Brian Mullan\Brian-Mullan,us USA,MF,San Jose Earthquakes,25,28,28,0,2408,86,3,5,0,0,68,5,1,20,0.11,0.30,0.11,0.30,0.75,2.54,0.22
