Rk,Player,Nation,Pos,Squad,Age,Apps,Starts,Subs,Min,Mn/Ap,Gls,Ast,PK,PKatt,Fls,CrdY,CrdR,SoT,Gls,G+A,G-PK,G+A-PK,SoT,Fls,Crd
1,Mike Burns\Mike-Burns,us USA,DF,New England Revolution,26,32,32,0,2880,90,0,1,0,0,41,5,0,18,0.00,0.03,0.00,0.03,0.56,1.28,0.16
2,Mark Chung\Mark-Chung,us USA,MF,Kansas City Wizards,26,32,32,0,2871,90,10,7,0,0,26,0,0,32,0.31,0.53,0.31,0.53,1.00,0.82,0.00
3,Dan Calichman\Dan-Calichman,us USA,MFDF,LA Galaxy,28,32,32,0,2848,89,0,0,0,0,41,7,0,2,0.00,0.00,0.00,0.00,0.06,1.30,0.22
4,Matt Kmosko\Matt-Kmosko,us USA,DF,Colorado Rapids,25,31,31,0,2760,89,0,3,0,0,52,6,1,3,0.00,0.10,0.00,0.10,0.10,1.70,0.23
5,Matt McKeon\Matt-McKeon,us USA,MF,Kansas City Wizards,22,31,30,1,2737,88,4,1,0,0,75,8,0,7,0.13,0.16,0.13,0.16,0.23,2.47,0.26
6,Brian Maisonneuve\Brian-Maisonneuve,us USA,MF,Columbus Crew,23,32,30,2,2734,85,3,5,1,1,52,2,0,23,0.10,0.26,0.07,0.23,0.76,1.71,0.07
7,Robert Warzycha\Robert-Warzycha,pl POL,MF,Columbus Crew,33,31,31,0,2722,88,3,7,0,0,36,3,0,29,0.10,0.33,0.10,0.33,0.96,1.19,0.10
8,Mark Dodd\Mark-Dodd,us USA,GK,Dallas Burn,31,30,30,0,2700,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9,Tony Meola\Tony-Meola,us USA,GK,NY/NJ MetroStars,27,30,30,0,2700,90,0,0,0,0,0,3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.10
10,Roberto Donadoni\Roberto-Donadoni,it ITA,MF,NY/NJ MetroStars,33,32,31,1,2699,84,3,6,1,2,26,1,0,15,0.10,0.30,0.07,0.27,0.50,0.87,0.03
11,Ted Chronopoulos\Ted-Chronopoulos,us USA,DFMF,New England Revolution,24,30,30,0,2624,88,2,1,0,0,50,8,2,13,0.07,0.10,0.07,0.10,0.45,1.71,0.34
