Rk,Player,Nation,Pos,Squad,Age,Apps,Starts,Subs,Min,Mn/Ap,Gls,Ast,PK,PKatt,Fls,CrdY,CrdR,SoT,Gls,G+A,G-PK,G+A-PK,SoT,Fls,Crd
14,John Harkes\John-Harkes,us USA,MF,D.C. United,30,29,29,0,2600,90,6,4,0,0,28,3,0,21,0.21,0.35,0.21,0.35,0.73,0.97,0.10
15,Marco Etcheverry\Marco-Etcheverry,bo BOL,MF,D.C. United,27,29,29,0,2590,89,10,13,0,0,33,9,0,37,0.35,0.80,0.35,0.80,1.29,1.15,0.31
16,Martín Machón\Martin-Machon,gt GUA,MF,LA Galaxy,24,31,29,2,2588,84,6,8,0,0,33,1,0,18,0.21,0.49,0.21,0.49,0.63,1.15,0.03
17,Paul Bravo\Paul-Bravo,us USA,FWMF,Colorado Rapids,29,30,30,0,2579,86,11,6,1,2,34,5,0,39,0.38,0.59,0.35,0.56,1.36,1.19,0.17
18,Jason Kreis\Jason-Kreis,us USA,FWMF,Dallas Burn,25,30,30,0,2578,86,9,6,0,1,33,6,1,39,0.31,0.52,0.31,0.52,1.36,1.15,0.24
19,Diego Soñora\Diego-Sonora,ar ARG,MFDF,MetroStars,28,30,30,0,2572,86,3,4,1,3,16,2,0,9,0.10,0.24,0.07,0.21,0.31,0.56,0.07
20,Mike Clark\Mike-Clark,us USA,DF,Columbus Crew,25,30,30,0,2571,86,0,0,0,0,41,4,1,2,0.00,0.00,0.00,0.00,0.07,1.44,0.18
21,Jorge Rodríguez\Jorge-Rodriguez,sv SLV,DF,Dallas Burn,26,30,28,2,2569,86,4,2,0,0,29,4,0,9,0.14,0.21,0.14,0.21,0.32,1.02,0.14
22,Sean Bowers\Sean-Bowers,us USA,DF,Kansas City Wizards,29,29,29,0,2565,88,0,1,0,0,38,1,1,5,0.00,0.04,0.00,0.04,0.18,1.33,0.07
23,Mark Chung\Mark-Chung,us USA,MF,Kansas City Wizards,27,30,29,1,2551,85,2,5,0,1,19,0,0,23,0.07,0.25,0.07,0.25,0.81,0.67,0.00
24,Kevin Hartman\Kevin-Hartman,us USA,GK,LA Galaxy,23,29,28,1,2544,88,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
25,Richard Goulooze\Richard-Goulooze,nl NED,DF,New England Revolution,30,29,29,0,2529,87,1,1,0,0,52,2,1,2,0.04,0.07,0.04,0.07,0.07,1.85,0.11
26,Steve Ralston\Steve-Ralston,us USA,MF,Tampa Bay Mutiny,23,30,29,1,2521,84,5,6,0,0,22,1,0,24,0.18,0.39,0.18,0.39,0.86,0.79,0.04
27,Marcus Hahnemann\Marcus-Hahnemann,us USA,GK,Colorado Rapids,25,28,28,0,2520,90,0,0,0,0,0,4,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.14
28,Ross Paule\Ross-Paule,us USA,MF,Colorado Rapids,21,30,29,1,2503,83,10,5,0,0,27,4,0,26,0.36,0.54,0.36,0.54,0.93,0.97,0.14
29,Wade Webber\Wade-Webber,us USA,DF,Miami Fusion,31,28,28,0,2488,89,0,1,0,0,43,7,0,2,0.00,0.04,0.00,0.04,0.07,1.56,0.25
30,Imad Baba\Imad-Baba,us USA,MF,New England Revolution,23,30,29,1,2484,83,5,2,0,0,49,3,1,29,0.18,0.25,0.18,0.25,1.05,1.78,0.14
31,C. J. Brown\C-J-Brown,us USA,DF,Chicago Fire,22,28,28,0,2470,88,2,0,0,0,40,4,1,3,0.07,0.07,0.07,0.07,0.11,1.46,0.18
32,Robin Fraser\Robin-Fraser,us USA,DF,LA Galaxy,31,29,29,0,2456,85,0,0,0,0,38,5,2,1,0.00,0.00,0.00,0.00,0.04,1.39,0.26
33,Alan Prampin\Alan-Prampin,us USA,FW,Tampa Bay Mutiny,26,31,28,3,2450,79,7,8,0,0,18,2,0,24,0.26,0.55,0.26,0.55,0.88,0.66,0.07
34,Wélton\Welton,br BRA,MFFW,LA Galaxy,22,31,29,2,2435,79,17,6,0,0,45,1,1,37,0.63,0.85,0.63,0.85,1.37,1.66,0.07
35,John Doyle\John-Doyle,us USA,DF,San Jose Clash,31,28,27,1,2431,87,1,2,0,0,46,6,0,13,0.04,0.11,0.04,0.11,0.48,1.70,0.22
36,Mike Ammann\Mike-Ammann,us USA,GK,Kansas City Wizards,26,27,27,0,2430,90,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04
37,Ancil Elcock\Ancil-Elcock,tt TRI,DF,Columbus Crew,28,28,27,1,2409,86,0,4,0,0,44,4,0,4,0.00,0.15,0.00,0.15,0.15,1.64,0.15
38,Edwin Gorter\Edwin-Gorter,nl NED,MF,New England Revolution,34,28,27,1,2394,86,7,4,0,0,27,5,0,25,0.26,0.41,0.26,0.41,0.94,1.02,0.19
39,Brandon Pollard\Brandon-Pollard,us USA,DF,Dallas Burn,24,29,26,3,2373,82,0,0,0,0,49,4,0,2,0.00,0.00,0.00,0.00,0.08,1.86,0.15
40,Chris Martinez\Chris-Martinez,us USA,DF,Colorado Rapids,27,28,28,0,2358,84,0,2,0,0,20,3,0,2,0.00,0.08,0.00,0.08,0.08,0.76,0.11
41,Eduardo Hurtado\Eduardo-Hurtado,ec ECU,FW,MetroStars,28,27,26,1,2351,87,10,14,0,0,59,6,0,45,0.38,0.92,0.38,0.92,1.72,2.26,0.23
42,Victor Mella\Victor-Mella,cl CHI,FW,San Jose Clash,23,31,25,6,2350,76,4,3,0,0,36,4,0,16,0.15,0.27,0.15,0.27,0.61,1.38,0.15
43,Jan Eriksson\Jan-Eriksson,se SWE,DF,Tampa Bay Mutiny,30,29,28,1,2342,81,2,0,0,0,47,4,0,7,0.08,0.08,0.08,0.08,0.27,1.81,0.15
44,Leonel Álvarez\Leonel-Alvarez,co COL,MF,Dallas Burn,32,27,27,0,2338,87,0,2,0,1,63,12,2,6,0.00,0.08,0.00,0.08,0.23,2.43,0.54
45,Ian Feuer\Ian-Feuer,us USA,GK,New England Revolution,26,26,26,0,2336,90,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04
46,Ted Eck\Ted-Eck,us USA,MFFW,Dallas Burn,31,31,28,3,2331,75,2,1,0,0,33,5,1,10,0.08,0.12,0.08,0.12,0.39,1.27,0.23
47,Greg Vanney\Greg-Vanney,us USA,DF,LA Galaxy,23,31,27,4,2321,75,3,2,0,0,42,3,0,13,0.12,0.19,0.12,0.19,0.50,1.63,0.12
48,Adrián Paz\Adrian-Paz,uy URU,FWMF,Colorado Rapids,29,28,28,0,2313,83,2,10,0,0,37,7,0,24,0.08,0.47,0.08,0.47,0.93,1.44,0.27
49,Ryan Tinsley\Ryan-Tinsley,us USA,MF,Kansas City Wizards,26,30,26,4,2305,77,2,2,0,0,36,2,0,3,0.08,0.16,0.08,0.16,0.12,1.41,0.08
50,Francis Okaroh\Francis-Okaroh,ng NGA,DF,Chicago Fire,34,26,26,0,2294,88,0,0,0,0,32,6,0,0,0.00,0.00,0.00,0.00,0.00,1.26,0.24
51,Marcelo Balboa\Marcelo-Balboa,us USA,DF,Colorado Rapids,30,26,25,1,2290,88,5,2,0,0,10,2,0,21,0.20,0.28,0.20,0.28,0.83,0.39,0.08
52,Ivan McKinley\Ivan-McKinley,za RSA,DF,New England Revolution,28,28,28,0,2282,82,4,0,0,0,36,5,2,14,0.16,0.16,0.16,0.16,0.55,1.42,0.28
53,Alexi Lalas\Alexi-Lalas,us USA,DF,MetroStars,27,25,25,0,2250,90,2,0,0,0,37,7,0,5,0.08,0.08,0.08,0.08,0.20,1.48,0.28
54,Mike Petke\Mike-Petke,us USA,DF,MetroStars,22,27,25,2,2234,83,1,0,0,0,21,1,0,4,0.04,0.04,0.04,0.04,0.16,0.85,0.04
55,Matt Kmosko\Matt-Kmosko,us USA,DF,Miami Fusion,26,27,25,2,2232,83,0,1,0,0,37,4,1,5,0.00,0.04,0.00,0.04,0.20,1.49,0.20
56,Mark Dodd\Mark-Dodd,us USA,GK,Dallas Burn,32,25,24,1,2205,88,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04
57,Scott Garlick\Scott-Garlick,us USA,GK,D.C. United,25,25,25,0,2205,88,0,0,0,0,0,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.08
58,Jesse Marsch\Jesse-Marsch,us USA,MF,Chicago Fire,24,29,25,4,2199,76,2,2,0,0,34,4,0,10,0.08,0.16,0.08,0.16,0.41,1.39,0.16
59,Billy Thompson\Billy-Thompson,us USA,FWMF,Columbus Crew,29,29,24,5,2191,76,1,2,0,0,23,2,0,8,0.04,0.12,0.04,0.12,0.33,0.94,0.08
60,Stern John\Stern-John,tt TRI,FW,Columbus Crew,21,27,25,2,2170,80,26,4,1,1,55,2,0,47,1.08,1.24,1.04,1.20,1.95,2.28,0.08
61,Preki\Preki,us USA,MFFW,Kansas City Wizards,34,25,24,1,2164,87,10,8,3,4,22,2,0,33,0.42,0.75,0.29,0.62,1.37,0.91,0.08
62,Giovanni Savarese\Giovanni-Savarese,ve VEN,FW,MetroStars,26,30,25,5,2163,72,14,3,1,2,48,3,0,37,0.58,0.71,0.54,0.67,1.54,2.00,0.12
63,Brian Kelly\Brian-Kelly,us USA,MF,MetroStars,23,29,26,3,2160,75,6,2,0,0,18,2,0,18,0.25,0.33,0.25,0.33,0.75,0.75,0.08
64,Mike Sorber\Mike-Sorber,us USA,MF,MetroStars,26,28,24,4,2158,77,0,3,0,0,41,4,1,10,0.00,0.13,0.00,0.13,0.42,1.71,0.21
65,Roy Lassiter\Roy-Lassiter,us USA,MFFW,D.C. United,28,25,23,2,2151,86,18,6,3,3,24,4,0,46,0.75,1.00,0.63,0.88,1.92,1.00,0.17
66,Cobi Jones\Cobi-Jones,us USA,FWMF,LA Galaxy,27,24,24,0,2136,89,19,9,0,1,19,1,0,41,0.80,1.18,0.80,1.18,1.73,0.80,0.04
67,David Kramer\David-Kramer,us USA,GK,San Jose Clash,25,24,24,0,2125,89,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
68,Richard Farrer\Richard-Farrer,za RSA,DFFW,Dallas Burn,26,28,24,4,2119,76,1,1,0,0,33,3,0,4,0.04,0.08,0.04,0.08,0.17,1.40,0.13
69,Brian McBride\Brian-McBride,us USA,FW,Columbus Crew,25,24,24,0,2117,88,10,6,2,3,26,2,0,30,0.43,0.68,0.34,0.60,1.28,1.11,0.09
70,Paul Rideout\Paul-Rideout,eng ENG,FW,Kansas City Wizards,33,27,23,4,2114,78,4,1,0,0,48,5,0,28,0.17,0.21,0.17,0.21,1.19,2.04,0.21
71,Ben Olsen\Ben-Olsen,us USA,MF,D.C. United,20,31,24,7,2107,68,4,5,0,0,48,2,1,25,0.17,0.38,0.17,0.38,1.07,2.05,0.13
72,Steve Jolley\Steve-Jolley,us USA,DF,LA Galaxy,22,28,23,5,2093,75,2,2,0,0,29,4,0,5,0.09,0.17,0.09,0.17,0.22,1.25,0.17
73,Ante Razov\Ante-Razov,us USA,FW,Chicago Fire,23,30,24,6,2091,70,10,5,0,0,30,2,0,41,0.43,0.65,0.43,0.65,1.76,1.29,0.09
74,Mo Johnston\Mo-Johnston,sco SCO,FW,Kansas City Wizards,34,26,23,3,2080,80,11,2,0,0,34,1,2,34,0.48,0.56,0.48,0.56,1.47,1.47,0.13
75,Braeden Cloutier\Braeden-Cloutier,us USA,FWMF,San Jose Clash,23,30,25,5,2078,69,3,3,0,0,53,1,0,21,0.13,0.26,0.13,0.26,0.91,2.30,0.04
76,Martín Vásquez\Martin-Vasquez,mx MEXus USA,MF,San Jose Clash,34,28,24,4,2076,74,0,3,0,0,55,6,0,4,0.00,0.13,0.00,0.13,0.17,2.38,0.26
77,Zach Thornton\Zach-Thornton,us USA,GK,Chicago Fire,24,25,23,2,2076,83,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
78,Paul Wright\Paul-Wright,us USA,FW,Kansas City Wizards,28,30,25,5,2060,69,6,4,0,0,30,3,0,28,0.26,0.44,0.26,0.44,1.22,1.31,0.13
79,Thomas Ravelli\Thomas-Ravelli,se SWE,GK,Tampa Bay Mutiny,38,23,23,0,2053,89,0,0,0,0,0,3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.18
80,Danny Pena\Danny-Pena,us USA,MF,LA Galaxy,29,25,25,0,2049,82,0,1,0,0,36,6,2,8,0.00,0.04,0.00,0.04,0.35,1.58,0.35
81,Jim Rooney\Jim-Rooney,us USA,FWMF,MetroStars,29,28,23,5,2040,73,8,4,0,1,34,3,2,28,0.35,0.53,0.35,0.53,1.24,1.50,0.22
82,Mike Burns\Mike-Burns,us USA,DF,New England Revolution,27,23,23,0,2025,88,1,3,0,0,32,3,1,5,0.04,0.18,0.04,0.18,0.22,1.42,0.18
83,Thomas Dooley\Thomas-Dooley,us USA,DFMF,Columbus Crew,36,23,23,0,2008,87,1,1,0,0,20,2,0,9,0.04,0.09,0.04,0.09,0.40,0.90,0.09
84,Chris Houser\Chris-Houser,us USA,DF,Tampa Bay Mutiny,24,24,22,2,2005,84,1,2,0,0,46,7,1,2,0.04,0.13,0.04,0.13,0.09,2.06,0.36
85,Jason Farrell\Jason-Farrell,us USA,MF,Columbus Crew,27,28,24,4,2002,72,5,8,0,0,24,0,0,12,0.22,0.58,0.22,0.58,0.54,1.08,0.00
86,Roman Kosecki\Roman-Kosecki,pl POL,FWDF,Chicago Fire,31,25,25,0,1999,80,9,8,0,0,39,3,1,35,0.41,0.77,0.41,0.77,1.58,1.76,0.18
87,Diego Serna\Diego-Serna,co COL,FW,Miami Fusion,24,26,23,3,1988,77,11,8,0,0,56,10,1,38,0.50,0.86,0.50,0.86,1.72,2.54,0.50
88,Arley Palacios\Arley-Palacios,co COL,DF,MetroStars,24,24,23,1,1986,83,0,0,0,0,40,8,1,1,0.00,0.00,0.00,0.00,0.05,1.81,0.41
89,Jerzy Podbrożny\Jerzy-Podbrozny,pl POL,FWMF,Chicago Fire,31,26,25,1,1979,76,6,12,0,0,20,4,0,22,0.27,0.82,0.27,0.82,1.00,0.91,0.18
90,Ritchie Kotschau\Ritchie-Kotschau,us USA,DF,Chicago Fire,22,24,23,1,1973,82,4,2,0,0,25,1,0,7,0.18,0.27,0.18,0.27,0.32,1.14,0.05
91,Uche Okafor\Uche-Okafor,ng NGA,DF,Kansas City Wizards,30,22,22,0,1967,89,0,1,0,0,25,4,0,1,0.00,0.05,0.00,0.05,0.05,1.14,0.18
92,Ted Chronopoulos\Ted-Chronopoulos,us USA,MFDF,New England Revolution,25,23,23,0,1960,85,2,2,0,0,32,4,0,8,0.09,0.18,0.09,0.18,0.37,1.47,0.18
93,Todd Yeagley\Todd-Yeagley,us USA,DFMF,Columbus Crew,25,27,22,5,1958,73,2,0,0,0,31,5,0,5,0.09,0.09,0.09,0.09,0.23,1.42,0.23
94,Scott Vermillion\Scott-Vermillion,us USA,DF,Kansas City Wizards,21,22,22,0,1955,89,1,1,0,1,31,2,0,6,0.05,0.09,0.05,0.09,0.28,1.43,0.09
95,Ezra Hendrickson\Ezra-Hendrickson,vc VIN,DF,LA Galaxy,26,27,22,5,1946,72,5,5,0,0,38,4,0,14,0.23,0.46,0.23,0.46,0.65,1.76,0.18
96,Mauricio Ramos\Mauricio-Ramos,bo BOL,MF,Tampa Bay Mutiny,28,22,21,1,1932,88,9,3,0,0,9,2,0,29,0.42,0.56,0.42,0.56,1.35,0.42,0.09
97,Wade Barrett\Wade-Barrett,us USA,DF,San Jose Clash,21,26,22,4,1921,74,2,0,0,0,31,2,1,6,0.09,0.09,0.09,0.09,0.28,1.45,0.14
98,Piotr Nowak\Piotr-Nowak,pl POL,MFFW,Chicago Fire,33,24,24,0,1921,80,6,7,0,0,22,0,0,20,0.28,0.61,0.28,0.61,0.94,1.03,0.00
99,Chris Henderson\Chris-Henderson,us USA,MF,Colorado Rapids,27,28,22,6,1915,68,2,6,0,0,28,3,1,24,0.09,0.38,0.09,0.38,1.13,1.32,0.19
100,Jeff Cassar\Jeff-Cassar,us USA,GK,Miami Fusion,23,21,21,0,1890,90,0,0,0,0,0,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.10
101,Juergen Sommer\Juergen-Sommer,us USA,GK,Columbus Crew,28,21,21,0,1890,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
102,Matt McKeon\Matt-McKeon,us USA,MF,Kansas City Wizards,23,22,21,1,1875,85,0,0,0,0,40,4,1,8,0.00,0.00,0.00,0.00,0.38,1.92,0.24
103,Joe-Max Moore\Joe-Max-Moore,us USA,FW,New England Revolution,26,21,21,0,1864,89,7,11,0,0,35,3,0,25,0.34,0.87,0.34,0.87,1.21,1.69,0.14
104,Dante Washington\Dante-Washington,us USA,FW,Dallas Burn,27,28,21,7,1852,66,7,4,0,0,18,1,0,28,0.34,0.53,0.34,0.53,1.36,0.87,0.05
105,Tim Martin\Tim-Martin,us USA,DF,San Jose Clash,30,23,21,2,1847,80,0,0,0,0,13,0,0,0,0.00,0.00,0.00,0.00,0.00,0.63,0.00
106,Henry Gutierrez\Henry-Gutierrez,us USA,FWMF,Miami Fusion,29,26,20,6,1784,69,5,2,0,0,40,7,1,16,0.25,0.35,0.25,0.35,0.81,2.02,0.40
107,Jeff Agoos\Jeff-Agoos,us USA,DF,D.C. United,29,21,20,1,1780,85,1,3,0,0,15,1,1,6,0.05,0.20,0.05,0.20,0.30,0.76,0.10
108,Ricardo Iribarren\Ricardo-Iribarren,ar ARG,DF,Columbus Crew,30,24,22,2,1779,74,0,1,0,0,42,8,1,1,0.00,0.05,0.00,0.05,0.05,2.12,0.46
109,Vitalis Takawira\Vitalis-Takawira,zw ZIM,FW,Kansas City Wizards,25,29,21,8,1769,61,7,2,0,0,35,1,0,18,0.36,0.46,0.36,0.46,0.92,1.78,0.05
110,Carey Talley\Carey-Talley,us USA,DF,D.C. United,21,29,19,10,1757,61,0,1,0,0,38,3,0,6,0.00,0.05,0.00,0.05,0.31,1.95,0.15
111,Eddie Pope\Eddie-Pope,us USA,DF,D.C. United,24,20,20,0,1754,88,1,0,0,0,23,4,1,2,0.05,0.05,0.05,0.05,0.10,1.18,0.26
112,Robert Warzycha\Robert-Warzycha,pl POL,MF,Columbus Crew,34,25,19,6,1752,70,2,8,0,0,27,4,0,17,0.10,0.51,0.10,0.51,0.87,1.39,0.21
113,Brian Kamler\Brian-Kamler,us USA,MF,D.C. United,25,22,20,2,1743,79,1,2,0,0,9,1,0,9,0.05,0.15,0.05,0.15,0.46,0.46,0.05
114,David Vaudreuil\David-Vaudreuil,us USA,DFMF,Miami Fusion,31,20,19,1,1690,85,3,2,0,0,24,4,0,11,0.16,0.27,0.16,0.27,0.59,1.28,0.21
115,Scott Uderitz\Scott-Uderitz,us USA,MF,Kansas City Wizards,27,22,18,4,1660,76,0,2,0,0,42,3,0,3,0.00,0.11,0.00,0.11,0.16,2.28,0.16
116,Refik Šabanadžović\Refik-Sabanadzovic,yu YUG,DFMF,Kansas City Wizards,32,21,19,2,1644,78,0,1,0,0,38,6,1,0,0.00,0.05,0.00,0.05,0.00,2.08,0.38
117,Mark Santel\Mark-Santel,us USA,MF,Dallas Burn,29,21,20,1,1634,78,0,2,0,0,28,3,0,8,0.00,0.11,0.00,0.11,0.44,1.54,0.17
118,Frankie Hejduk\Frankie-Hejduk,us USA,MFDF,Tampa Bay Mutiny,23,18,18,0,1618,90,3,1,0,0,31,5,0,15,0.17,0.22,0.17,0.22,0.83,1.72,0.28
119,Pablo Mastroeni\Pablo-Mastroeni,us USA,MF,Miami Fusion,21,23,19,4,1611,70,0,1,0,0,25,2,0,6,0.00,0.06,0.00,0.06,0.34,1.40,0.11
120,Richard Gough\Richard-Gough,sco SCO,DF,San Jose Clash,35,19,19,0,1609,85,2,0,0,0,28,1,0,8,0.11,0.11,0.11,0.11,0.45,1.57,0.06
121,Sam George\Sam-George,us USA,MF,Tampa Bay Mutiny,27,21,20,1,1591,76,0,0,0,0,17,3,0,0,0.00,0.00,0.00,0.00,0.00,0.96,0.17
122,John Maessner\John-Maessner,us USA,MFFW,Miami Fusion,28,27,15,12,1575,58,0,0,0,0,10,0,0,6,0.00,0.00,0.00,0.00,0.34,0.57,0.00
123,Joey DiGiamarino\Joey-DiGiamarino,us USA,DF,Colorado Rapids,20,23,16,7,1554,68,3,0,0,0,24,5,0,5,0.17,0.17,0.17,0.17,0.29,1.39,0.29
124,Clint Mathis\Clint-Mathis,us USA,FWMF,LA Galaxy,21,30,15,15,1550,52,5,6,0,0,23,5,1,14,0.29,0.64,0.29,0.64,0.81,1.34,0.35
125,Carlos Valderrama\Carlos-Valderrama,co COL,MF,Miami Fusion,36,18,18,0,1542,86,2,7,1,2,7,2,1,8,0.12,0.53,0.06,0.47,0.47,0.41,0.18
126,Carlos Hermosillo\Carlos-Hermosillo,mx MEX,FW,LA Galaxy,33,18,18,0,1530,85,6,5,0,0,32,0,1,22,0.35,0.65,0.35,0.65,1.29,1.88,0.06
127,Rob Smith\Rob-Smith,us USA,MF,Columbus Crew,24,24,15,9,1502,63,3,0,0,0,26,2,0,8,0.18,0.18,0.18,0.18,0.48,1.56,0.12
128,Frank Klopas\Frank-Klopas,us USA,FW,Chicago Fire,31,27,17,10,1497,55,6,2,0,0,33,3,0,14,0.36,0.48,0.36,0.48,0.84,1.98,0.18
129,Tab Ramos\Tab-Ramos,us USA,MF,MetroStars,31,17,16,1,1455,86,1,3,0,0,14,2,1,8,0.06,0.25,0.06,0.25,0.49,0.87,0.19
130,Carlos Llamosa\Carlos-Llamosa,us USA,DF,D.C. United,28,18,18,0,1444,80,0,0,0,0,29,3,0,1,0.00,0.00,0.00,0.00,0.06,1.81,0.19
131,Marcelo Herrera\Marcelo-Herrera,ar ARG,MF,Miami Fusion,31,17,17,0,1441,85,5,2,2,2,27,4,1,14,0.31,0.44,0.19,0.31,0.87,1.69,0.31
132,Eric Wynalda\Eric-Wynalda,us USA,FW,San Jose Clash,28,16,16,0,1424,89,6,5,1,1,17,2,0,31,0.38,0.70,0.32,0.63,1.96,1.07,0.13
133,Brian Dunseth\Brian-Dunseth,us USA,DF,New England Revolution,20,18,15,3,1416,79,0,0,0,0,21,3,0,0,0.00,0.00,0.00,0.00,0.00,1.33,0.19
134,Brian Haynes\Brian-Haynes,tt TRI,MF,Dallas Burn,35,31,11,20,1414,46,3,1,0,0,22,0,0,12,0.19,0.25,0.19,0.25,0.76,1.40,0.00
135,Mike Duhaney\Mike-Duhaney,us USA,DF,Tampa Bay Mutiny,23,16,16,0,1399,87,0,1,0,0,15,2,1,2,0.00,0.06,0.00,0.06,0.13,0.96,0.19
136,Eric Dade\Eric-Dade,us USA,DF,Dallas Burn,28,20,15,5,1393,70,0,0,0,0,11,5,0,0,0.00,0.00,0.00,0.00,0.00,0.71,0.32
137,Geoff Aunger\Geoff-Aunger,ca CAN,FWMFDF,D.C. United,29,22,15,7,1389,63,0,1,0,0,31,6,0,1,0.00,0.06,0.00,0.06,0.06,2.01,0.39
138,Waldir Sáenz\Waldir-Saenz,pe PER,FW,Colorado Rapids,24,23,17,6,1382,60,6,4,0,0,23,2,0,23,0.39,0.65,0.39,0.65,1.50,1.50,0.13
139,Tony Sanneh\Tony-Sanneh,us USA,DFMF,D.C. United,26,17,17,0,1367,80,5,5,0,0,28,2,0,17,0.33,0.66,0.33,0.66,1.12,1.84,0.13
140,David Nakhid\David-Nakhid,tt TRI,MF,New England Revolution,33,18,14,4,1350,75,0,0,0,0,20,2,0,7,0.00,0.00,0.00,0.00,0.47,1.33,0.13
141,Carlos Parra\Carlos-Parra,us USA,DF,Miami Fusion,20,16,16,0,1317,82,0,2,0,0,25,3,0,4,0.00,0.14,0.00,0.14,0.27,1.71,0.21
142,Paul Caligiuri\Paul-Caligiuri,us USA,MFDF,LA Galaxy,33,18,14,4,1293,72,1,1,0,0,18,4,0,1,0.07,0.14,0.07,0.14,0.07,1.25,0.28
143,Jorge Salcedo\Jorge-Salcedo,us USA,DF,Tampa Bay Mutiny,25,15,15,0,1284,86,1,5,0,0,21,3,0,2,0.07,0.42,0.07,0.42,0.14,1.47,0.21
144,Mickey Trotman\Mickey-Trotman,tt TRI,FW,Dallas Burn,23,23,15,8,1278,56,5,3,0,0,29,3,0,17,0.35,0.56,0.35,0.56,1.20,2.04,0.21
145,Sean Henderson\Sean-Henderson,us USA,MF,Colorado Rapids,25,21,15,6,1266,60,0,0,0,0,20,3,1,2,0.00,0.00,0.00,0.00,0.14,1.42,0.28
146,Dan Stebbins\Dan-Stebbins,us USA,FW,Miami Fusion,28,24,11,13,1263,53,6,3,0,0,19,1,0,13,0.43,0.64,0.43,0.64,0.93,1.35,0.07
147,Cle Kooiman\Cle-Kooiman,us USA,DF,Miami Fusion,34,14,14,0,1260,90,0,0,0,0,38,8,0,2,0.00,0.00,0.00,0.00,0.14,2.71,0.57
