Rk,Player,Nation,Pos,Squad,Age,Apps,Starts,Subs,Min,Mn/Ap,Gls,Ast,PK,PKatt,Fls,CrdY,CrdR,SoT,Gls,G+A,G-PK,G+A-PK,SoT,Fls,Crd
13,Joel Lindpere\Joel-Lindpere,ee EST,MF,New York Red Bulls,28,29,29,0,2567,89,3,5,0,0,45,3,0,13,0.11,0.28,0.11,0.28,0.46,1.58,0.11
14,Michael Orozco\Michael-Orozco,us USA,DF,Philadelphia Union,23,29,29,0,2562,88,2,0,0,0,36,5,1,5,0.07,0.07,0.07,0.07,0.18,1.26,0.21
15,Michael Harrington\Michael-Harrington,us USA,MFDF,Kansas City Wizards,24,29,29,0,2560,88,0,2,0,0,21,3,0,2,0.00,0.07,0.00,0.07,0.07,0.74,0.11
16,Guillermo Barros Schelotto\Guillermo-Barros-Schelotto,ar ARG,FWMF,Columbus Crew,36,29,29,0,2545,88,9,8,5,6,14,2,0,27,0.32,0.60,0.14,0.42,0.95,0.50,0.07
17,Omar Gonzalez\Omar-Gonzalez,us USA,DF,LA Galaxy,21,28,28,0,2520,90,2,0,0,0,22,8,0,4,0.07,0.07,0.07,0.07,0.14,0.79,0.29
18,Stefan Frei\Stefan-Frei,ch SUI,GK,Toronto FC,23,28,28,0,2520,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19,Sébastien Le Toux\Sebastien-Le-Toux,fr FRA,FWMF,Philadelphia Union,26,28,28,0,2520,90,14,9,3,3,10,0,0,48,0.50,0.82,0.39,0.71,1.71,0.36,0.00
20,Mariano Trujillo\Mariano-Trujillo,mx MEX,DFMF,Chivas USA,32,28,28,0,2517,90,0,3,0,0,35,7,1,1,0.00,0.11,0.00,0.11,0.04,1.25,0.29
21,Pablo Mastroeni\Pablo-Mastroeni,us USA,MF,Colorado Rapids,33,29,29,0,2493,86,2,1,0,0,30,4,1,6,0.07,0.11,0.07,0.11,0.22,1.08,0.18
22,Michael Umaña\Michael-Umana,cr CRC,DF,Chivas USA,27,28,28,0,2483,89,0,0,0,0,26,6,0,1,0.00,0.00,0.00,0.00,0.04,0.94,0.22
23,Atiba Harris\Atiba-Harris,kn SKN,MFFW,FC Dallas,25,29,28,1,2473,85,4,2,0,0,51,8,0,21,0.15,0.22,0.15,0.22,0.76,1.86,0.29
24,Bobby Convey\Bobby-Convey,us USA,MFFW,San Jose Earthquakes,26,28,28,0,2472,88,1,7,0,0,35,7,0,9,0.04,0.29,0.04,0.29,0.33,1.27,0.25
25,Omar Cummings\Omar-Cummings,jm JAM,FW,Colorado Rapids,27,29,28,1,2471,85,14,3,0,0,21,4,0,37,0.51,0.62,0.51,0.62,1.35,0.76,0.15
26,Danny Califf\Danny-Califf,us USA,DF,Philadelphia Union,29,28,28,0,2464,88,0,1,0,0,29,3,1,2,0.00,0.04,0.00,0.04,0.07,1.06,0.15
27,Bouna Coundoul\Bouna-Coundoul,sn SEN,GK,New York Red Bulls,27,27,27,0,2430,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28,Nick Rimando\Nick-Rimando,us USA,GK,Real Salt Lake,30,27,27,0,2430,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29,Brandon McDonald\Brandon-McDonald,gu GUM,DF,San Jose Earthquakes,24,29,28,1,2429,84,1,0,0,0,22,1,1,4,0.04,0.04,0.04,0.04,0.15,0.82,0.07
30,Jair Benítez\Jair-Benitez,co COL,DF,FC Dallas,31,28,28,0,2424,87,0,1,0,0,22,3,1,1,0.00,0.04,0.00,0.04,0.04,0.82,0.15
31,Kei Kamara\Kei-Kamara,sl SLE,FW,Kansas City Wizards,25,29,27,2,2418,83,10,4,0,0,44,4,0,33,0.37,0.52,0.37,0.52,1.23,1.64,0.15
32,James Riley\James-Riley,us USA,DF,Seattle Sounders FC,27,27,27,0,2418,90,1,2,0,0,20,4,0,2,0.04,0.11,0.04,0.11,0.07,0.74,0.15
33,Heath Pearce\Heath-Pearce,us USA,DF,FC Dallas,25,28,27,1,2414,86,0,2,0,0,21,5,0,2,0.00,0.07,0.00,0.07,0.07,0.78,0.19
34,Jámison Olave\Jamison-Olave,co COL,DF,Real Salt Lake,30,27,27,0,2413,89,3,0,0,0,30,8,0,5,0.11,0.11,0.11,0.11,0.19,1.12,0.30
35,Jason Hernandez\Jason-Hernandez,pr PUR,DF,San Jose Earthquakes,26,27,27,0,2412,89,0,0,0,0,5,2,1,0,0.00,0.00,0.00,0.00,0.00,0.19,0.11
36,Todd Dunivant\Todd-Dunivant,us USA,DF,LA Galaxy,29,27,27,0,2409,89,1,1,0,0,19,2,0,4,0.04,0.07,0.04,0.07,0.15,0.71,0.07
37,Brian Carroll\Brian-Carroll,us USA,MF,Columbus Crew,28,28,27,1,2390,85,1,0,0,0,28,3,0,3,0.04,0.04,0.04,0.04,0.11,1.05,0.11
38,Eddie Gaven\Eddie-Gaven,us USA,GKMF,Columbus Crew,23,28,28,0,2384,85,3,2,0,0,23,0,0,18,0.11,0.19,0.11,0.19,0.68,0.87,0.00
39,Marvell Wynne\Marvell-Wynne,us USA,DF,Colorado Rapids,23,27,27,0,2383,88,0,0,0,0,17,3,0,1,0.00,0.00,0.00,0.00,0.04,0.64,0.11
40,André Hainault\Andre-Hainault,ca CAN,DF,Houston Dynamo,23,28,26,2,2376,85,2,1,0,0,21,4,0,4,0.08,0.11,0.08,0.11,0.15,0.80,0.15
41,Fredy Montero\Fredy-Montero,co COL,FW,Seattle Sounders FC,22,29,27,2,2353,81,10,5,0,0,44,5,0,34,0.38,0.57,0.38,0.57,1.30,1.68,0.19
42,Leonardo González\Leonardo-Gonzalez,cr CRC,DF,Seattle Sounders FC,29,27,27,0,2347,87,1,1,0,0,40,6,1,2,0.04,0.08,0.04,0.08,0.08,1.53,0.27
43,Davy Arnaud\Davy-Arnaud,us USA,FWMF,Kansas City Wizards,29,27,27,0,2342,87,6,3,1,1,38,4,3,27,0.23,0.35,0.19,0.31,1.04,1.46,0.27
44,C. J. Brown\C-J-Brown,us USA,DF,Chicago Fire,34,26,26,0,2340,90,0,0,0,0,12,2,0,0,0.00,0.00,0.00,0.00,0.00,0.46,0.08
45,Adrian Cann\Adrian-Cann,ca CAN,DF,Toronto FC,29,26,26,0,2340,90,0,0,0,0,24,5,0,3,0.00,0.00,0.00,0.00,0.12,0.92,0.19
46,Santino Quaranta\Santino-Quaranta,us USA,FWMF,D.C. United,25,27,26,1,2331,86,2,1,0,0,9,5,0,24,0.08,0.12,0.08,0.12,0.93,0.35,0.19
47,Chris Wondolowski\Chris-Wondolowski,us USA,FW,San Jose Earthquakes,27,28,26,2,2308,82,18,1,3,3,26,3,0,36,0.70,0.74,0.58,0.62,1.40,1.01,0.12
48,Sainey Nyassi\Sainey-Nyassi,gm GAM,MF,New England Revolution,21,28,27,1,2297,82,3,2,0,0,33,3,0,11,0.12,0.20,0.12,0.20,0.43,1.29,0.12
49,Conor Casey\Conor-Casey,us USA,FW,Colorado Rapids,28,27,26,1,2289,85,13,6,3,3,52,8,0,28,0.51,0.75,0.39,0.63,1.10,2.04,0.31
50,Steve Zakuani\Steve-Zakuani,cd COD,FWMF,Seattle Sounders FC,21,29,27,2,2285,79,10,5,0,0,22,4,0,21,0.39,0.59,0.39,0.59,0.83,0.87,0.16
51,Jimmy Conrad\Jimmy-Conrad,us USA,DF,Kansas City Wizards,32,26,26,0,2282,88,1,0,0,0,16,6,0,3,0.04,0.04,0.04,0.04,0.12,0.63,0.24
52,Bobby Boswell\Bobby-Boswell,us USA,DF,Houston Dynamo,26,26,26,0,2277,88,0,1,0,0,16,5,1,0,0.00,0.04,0.00,0.04,0.00,0.63,0.24
53,Logan Pause\Logan-Pause,us USA,MF,Chicago Fire,28,26,26,0,2258,87,1,0,0,0,18,2,0,1,0.04,0.04,0.04,0.04,0.04,0.72,0.08
54,Chris Tierney\Chris-Tierney,us USA,DFMF,New England Revolution,24,27,26,1,2238,83,1,4,0,0,12,0,0,13,0.04,0.20,0.04,0.20,0.52,0.48,0.00
55,Dan Gargan\Dan-Gargan,us USA,DF,Toronto FC,27,27,25,2,2237,83,1,2,0,0,39,7,0,3,0.04,0.12,0.04,0.12,0.12,1.57,0.28
56,Dwayne De Rosario\Dwayne-De-Rosario,ca CAN,FWMF,Toronto FC,31,27,24,3,2226,82,15,3,3,3,27,5,0,36,0.61,0.73,0.49,0.61,1.46,1.09,0.20
57,Roger Espinoza\Roger-Espinoza,hn HON,DFMF,Kansas City Wizards,23,25,25,0,2192,88,0,0,0,0,42,5,0,4,0.00,0.00,0.00,0.00,0.16,1.72,0.21
58,Will Johnson\Will-Johnson,ca CAN,FWMF,Real Salt Lake,23,28,24,4,2184,78,1,0,0,0,23,3,0,12,0.04,0.04,0.04,0.04,0.49,0.95,0.12
59,Cory Gibbs\Cory-Gibbs,us USA,DF,New England Revolution,30,25,25,0,2179,87,0,0,0,0,22,5,1,1,0.00,0.00,0.00,0.00,0.04,0.91,0.25
60,Nick LaBrocca\Nick-LaBrocca,us USA,MFDF,Toronto FC,25,28,24,4,2177,78,1,3,0,0,16,4,0,9,0.04,0.17,0.04,0.17,0.37,0.66,0.17
61,Pat Phelan\Pat-Phelan,us USA,MF,New England Revolution,25,28,25,3,2167,77,2,0,0,0,34,5,0,8,0.08,0.08,0.08,0.08,0.33,1.41,0.21
62,Javier Morales\Javier-Morales,ar ARG,MF,Real Salt Lake,30,26,25,1,2163,83,7,6,0,0,35,2,0,21,0.29,0.54,0.29,0.54,0.87,1.46,0.08
63,Brad Davis\Brad-Davis,us USA,MF,Houston Dynamo,28,27,25,2,2163,80,5,8,3,4,28,4,0,23,0.21,0.54,0.08,0.42,0.96,1.17,0.17
64,Chad Marshall\Chad-Marshall,us USA,DF,Columbus Crew,25,24,24,0,2160,90,1,1,0,0,16,0,0,3,0.04,0.08,0.04,0.08,0.12,0.67,0.00
65,Landon Donovan\Landon-Donovan,us USA,FWMF,LA Galaxy,27,24,24,0,2141,89,7,10,3,4,25,3,0,20,0.29,0.71,0.17,0.59,0.84,1.05,0.13
66,George John\George-John,us USA,DF,FC Dallas,22,25,25,0,2138,86,0,0,0,0,21,3,0,1,0.00,0.00,0.00,0.00,0.04,0.88,0.13
67,Sean Franklin\Sean-Franklin,us USA,DF,LA Galaxy,24,25,24,1,2126,85,0,6,0,0,14,1,0,2,0.00,0.25,0.00,0.25,0.08,0.59,0.04
68,Justin Braun\Justin-Braun,us USA,FW,Chivas USA,22,28,24,4,2118,76,9,2,0,0,25,2,0,25,0.38,0.47,0.38,0.47,1.06,1.06,0.08
69,Andy Iro\Andy-Iro,eng ENG,DF,Columbus Crew,25,25,24,1,2117,85,3,1,0,0,19,2,0,3,0.13,0.17,0.13,0.17,0.13,0.81,0.09
70,Edson Buddle\Edson-Buddle,us USA,FW,LA Galaxy,28,25,25,0,2109,84,17,2,0,0,43,4,0,43,0.73,0.81,0.73,0.81,1.83,1.83,0.17
71,Nana Attakora\Nana-Attakora,ca CAN,DF,Toronto FC,20,25,24,1,2108,84,1,0,0,0,19,3,1,1,0.04,0.04,0.04,0.04,0.04,0.81,0.17
72,Ryan Smith\Ryan-Smith,eng ENG,FWMF,Kansas City Wizards,23,26,25,1,2104,81,3,6,0,0,15,4,0,22,0.13,0.38,0.13,0.38,0.94,0.64,0.17
73,Daniel Hernández\Daniel-Hernandez,us USA,DFMF,FC Dallas,33,24,24,0,2098,87,0,0,0,0,49,6,0,7,0.00,0.00,0.00,0.00,0.30,2.10,0.26
74,Stefani Miglioranzi\Stefani-Miglioranzi,br BRA,MF,Philadelphia Union,32,26,25,1,2097,81,0,0,0,0,31,4,1,5,0.00,0.00,0.00,0.00,0.21,1.33,0.21
75,Patrick Ianni\Patrick-Ianni,us USA,DF,Seattle Sounders FC,24,25,24,1,2096,84,0,0,0,0,22,2,0,1,0.00,0.00,0.00,0.00,0.04,0.94,0.09
76,Pat Onstad\Pat-Onstad,ca CAN,GK,Houston Dynamo,42,23,23,0,2070,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
77,Patrick Nyarko\Patrick-Nyarko,gh GHA,MFFW,Chicago Fire,24,27,22,5,2068,77,1,8,0,0,21,2,0,12,0.04,0.39,0.04,0.39,0.52,0.91,0.09
78,Marko Perović\Marko-Perovic,rs SRB,MF,New England Revolution,26,25,24,1,2058,82,6,2,0,0,22,7,1,21,0.26,0.35,0.26,0.35,0.92,0.96,0.35
79,Lovel Palmer\Lovel-Palmer,jm JAM,DFMF,Houston Dynamo,25,26,24,2,2049,79,2,0,0,0,25,4,2,13,0.09,0.09,0.09,0.09,0.57,1.10,0.26
80,Chris Seitz\Chris-Seitz,us USA,GK,Philadelphia Union,22,23,22,1,2047,89,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
81,Mike Chabala\Mike-Chabala,us USA,DF,Houston Dynamo,25,25,22,3,2030,81,1,2,0,0,15,5,0,2,0.04,0.13,0.04,0.13,0.09,0.67,0.22
82,Wilman Conde\Wilman-Conde,co COL,DF,Chicago Fire,27,25,22,3,2019,81,1,0,0,0,41,10,1,2,0.04,0.04,0.04,0.04,0.09,1.83,0.49
83,Zach Thornton\Zach-Thornton,us USA,GK,Chivas USA,36,23,23,0,2015,88,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04
84,Julian de Guzman\Julian-de-Guzman,ca CAN,MF,Toronto FC,28,25,21,4,2014,81,0,2,0,0,37,8,1,5,0.00,0.09,0.00,0.09,0.22,1.65,0.40
85,Dane Richards\Dane-Richards,jm JAM,MFFW,New York Red Bulls,26,25,23,2,2008,80,5,1,0,0,36,2,0,14,0.22,0.27,0.22,0.27,0.63,1.61,0.09
86,Vitor Junior\Vitor-Junior,br BRA,MF,LA Galaxy,21,25,25,0,2006,80,2,2,0,0,37,5,0,9,0.09,0.18,0.09,0.18,0.40,1.66,0.22
87,Álvaro Saborío\Alvaro-Saborio,cr CRC,FW,Real Salt Lake,27,27,23,4,1988,74,12,2,2,2,30,3,0,22,0.54,0.63,0.45,0.54,1.00,1.36,0.14
88,Chris Wingert\Chris-Wingert,us USA,DF,Real Salt Lake,27,24,22,2,1985,83,1,0,0,0,26,4,0,2,0.05,0.05,0.05,0.05,0.09,1.18,0.18
89,Andy Najar\Andy-Najar,hn HON,MF,D.C. United,16,26,22,4,1983,76,5,2,0,0,25,6,0,13,0.23,0.32,0.23,0.32,0.59,1.13,0.27
90,Troy Perkins\Troy-Perkins,us USA,GK,D.C. United,28,22,22,0,1980,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
91,Alejandro Moreno\Alejandro-Moreno,ve VEN,FW,Philadelphia Union,30,26,25,1,1974,76,2,3,0,0,28,1,0,8,0.09,0.23,0.09,0.23,0.36,1.28,0.05
92,Chris Birchall\Chris-Birchall,tt TRI,MF,LA Galaxy,25,25,23,2,1973,79,0,2,0,0,28,5,0,8,0.00,0.09,0.00,0.09,0.36,1.28,0.23
93,Marco Pappa\Marco-Pappa,gt GUA,MF,Chicago Fire,22,25,23,2,1961,78,7,2,0,0,20,2,0,26,0.32,0.41,0.32,0.41,1.19,0.92,0.09
94,Adam Moffat\Adam-Moffat,sco SCO,MF,Columbus Crew,23,24,23,1,1951,81,2,0,0,0,21,8,0,17,0.09,0.09,0.09,0.09,0.78,0.97,0.37
95,Roy Miller\Roy-Miller,cr CRC,DF,New York Red Bulls,25,25,21,4,1948,78,0,1,0,0,29,5,1,3,0.00,0.05,0.00,0.05,0.14,1.34,0.28
96,Kosuke Kimura\Kosuke-Kimura,jp JPN,DF,Colorado Rapids,25,23,21,2,1931,84,0,2,0,0,8,0,0,2,0.00,0.09,0.00,0.09,0.09,0.37,0.00
97,Shalrie Joseph\Shalrie-Joseph,gd GRN,MFDF,New England Revolution,31,22,22,0,1931,88,4,4,1,1,30,4,0,19,0.19,0.37,0.14,0.33,0.89,1.40,0.19
98,Robbie Russell\Robbie-Russell,us USA,DF,Real Salt Lake,30,22,21,1,1915,87,1,5,0,0,8,0,0,6,0.05,0.28,0.05,0.28,0.28,0.38,0.00
99,Fred Carreiro\Fred-Carreiro,br BRA,MFFW,Philadelphia Union,30,25,24,1,1913,77,4,1,0,0,37,6,0,8,0.19,0.24,0.19,0.24,0.38,1.74,0.28
100,Michael Stephens\Michael-Stephens,us USA,MF,LA Galaxy,20,25,21,4,1884,75,1,4,0,0,13,4,0,9,0.05,0.24,0.05,0.24,0.43,0.62,0.19
101,Osvaldo Alonso\Osvaldo-Alonso,cu CUB,MF,Seattle Sounders FC,24,23,21,2,1874,82,1,3,0,0,28,4,0,9,0.05,0.19,0.05,0.19,0.43,1.34,0.19
102,Darío Delgado\Dario-Delgado,cr CRC,DF,Chivas USA,24,22,21,1,1865,85,0,0,0,0,26,2,0,3,0.00,0.00,0.00,0.00,0.14,1.25,0.10
103,Andy Williams\Andy-Williams,jm JAM,MF,Real Salt Lake,32,30,20,10,1862,62,1,4,0,0,24,5,0,10,0.05,0.24,0.05,0.24,0.48,1.16,0.24
104,Kyle Beckerman\Kyle-Beckerman,us USA,MF,Real Salt Lake,27,22,21,1,1830,83,2,3,0,0,25,4,0,4,0.10,0.25,0.10,0.25,0.20,1.23,0.20
105,Kevin Alston\Kevin-Alston,us USA,DF,New England Revolution,21,22,22,0,1826,83,0,0,0,0,14,1,0,3,0.00,0.00,0.00,0.00,0.15,0.69,0.05
106,Nick Garcia\Nick-Garcia,us USA,DF,Toronto FC,30,23,20,3,1811,79,0,1,0,0,18,2,1,1,0.00,0.05,0.00,0.05,0.05,0.89,0.15
107,Darrius Barnes\Darrius-Barnes,us USA,DF,New England Revolution,23,21,20,1,1800,86,0,0,0,0,8,3,0,0,0.00,0.00,0.00,0.00,0.00,0.40,0.15
108,Brek Shea\Brek-Shea,us USA,DFFWMF,FC Dallas,19,25,21,4,1797,72,5,4,0,0,18,2,1,19,0.25,0.45,0.25,0.45,0.95,0.90,0.15
109,Carlos Mendes\Carlos-Mendes,us USA,DF,New York Red Bulls,29,21,20,1,1785,85,0,1,0,0,22,5,1,0,0.00,0.05,0.00,0.05,0.00,1.11,0.30
110,Ante Jazić\Ante-Jazic,ca CAN,DF,Chivas USA,33,21,21,0,1771,84,0,1,0,0,8,3,0,0,0.00,0.05,0.00,0.05,0.00,0.41,0.15
111,Zach Loyd\Zach-Loyd,us USA,DF,FC Dallas,22,24,19,5,1769,74,0,0,0,0,19,2,0,0,0.00,0.00,0.00,0.00,0.00,0.97,0.10
112,Kevin Hartman\Kevin-Hartman,us USA,GK,FC Dallas,35,20,20,0,1755,88,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
113,Frankie Hejduk\Frankie-Hejduk,us USA,DFMF,Columbus Crew,35,20,20,0,1736,87,0,1,0,0,25,4,1,4,0.00,0.05,0.00,0.05,0.21,1.30,0.26
114,Emmanuel Osei\Emmanuel-Osei,gh GHA,DF,New England Revolution,27,21,18,3,1716,82,0,1,0,0,18,3,0,0,0.00,0.05,0.00,0.05,0.00,0.94,0.16
115,Dominic Oduro\Dominic-Oduro,gh GHA,FW,Houston Dynamo,24,27,19,8,1711,63,5,4,0,0,17,0,0,19,0.26,0.47,0.26,0.47,1.00,0.89,0.00
116,Ryan Johnson\Ryan-Johnson,jm JAM,FWMF,San Jose Earthquakes,25,27,19,8,1706,63,1,5,0,0,23,2,0,18,0.05,0.32,0.05,0.32,0.95,1.21,0.11
117,Michael Lahoud\Michael-Lahoud,sl SLE,MF,Chivas USA,23,23,20,3,1684,73,0,2,0,0,18,1,0,2,0.00,0.11,0.00,0.11,0.11,0.96,0.05
118,Jeff Parke\Jeff-Parke,us USA,DF,Seattle Sounders FC,27,20,20,0,1682,84,0,1,0,0,15,3,0,0,0.00,0.05,0.00,0.05,0.00,0.80,0.16
119,Julius James\Julius-James,tt TRI,DF,D.C. United,25,22,16,6,1682,77,1,0,0,0,38,7,0,3,0.05,0.05,0.05,0.05,0.16,2.03,0.37
120,Stéphane Auvray\Stephane-Auvray,gp GLP,MF,Kansas City Wizards,28,21,21,0,1681,80,0,0,0,0,24,2,0,0,0.00,0.00,0.00,0.00,0.00,1.28,0.11
121,Ramiro Corrales\Ramiro-Corrales,us USA,MFDF,San Jose Earthquakes,32,20,18,2,1677,84,1,1,0,0,17,4,0,4,0.05,0.11,0.05,0.11,0.21,0.91,0.21
122,Jack Jewsbury\Jack-Jewsbury,us USA,DFMF,Kansas City Wizards,28,29,17,12,1675,58,2,0,1,1,14,4,0,15,0.11,0.11,0.05,0.05,0.81,0.75,0.21
123,Jonathan Bornstein\Jonathan-Bornstein,us USA,DFMF,Chivas USA,25,21,17,4,1673,80,0,1,0,0,10,0,0,7,0.00,0.05,0.00,0.05,0.38,0.54,0.00
124,Richard Mulrooney\Richard-Mulrooney,us USA,MFDF,Houston Dynamo,33,23,19,4,1671,73,0,3,0,0,7,1,0,0,0.00,0.16,0.00,0.16,0.00,0.38,0.05
125,Jordan Graye\Jordan-Graye,us USA,DF,D.C. United,22,20,20,0,1662,83,0,0,0,0,10,1,0,3,0.00,0.00,0.00,0.00,0.16,0.54,0.05
126,Corey Ashe\Corey-Ashe,us USA,DFMF,Houston Dynamo,23,27,19,8,1650,61,0,2,0,0,6,0,0,4,0.00,0.11,0.00,0.11,0.22,0.33,0.00
127,Steven Lenhart\Steven-Lenhart,us USA,FW,Columbus Crew,23,27,17,10,1640,61,6,1,0,1,38,1,1,21,0.33,0.38,0.33,0.38,1.15,2.09,0.11
128,Eddie Robinson\Eddie-Robinson,us USA,DF,Houston Dynamo,31,23,19,4,1636,71,1,0,0,0,25,3,0,1,0.06,0.06,0.06,0.06,0.06,1.38,0.17
129,Dejan Jakovic\Dejan-Jakovic,ca CAN,DF,D.C. United,24,19,18,1,1624,86,0,0,0,0,14,1,1,1,0.00,0.00,0.00,0.00,0.06,0.78,0.11
130,Jon Busch\Jon-Busch,us USA,GK,San Jose Earthquakes,33,18,18,0,1620,90,0,0,0,0,0,3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.17
131,Tony Tchani\Tony-Tchani,cm CMR,MF,New York Red Bulls,20,27,17,10,1610,60,1,3,0,0,43,3,0,8,0.06,0.22,0.06,0.22,0.45,2.40,0.17
132,Dax McCarty\Dax-McCarty,us USA,MF,FC Dallas,22,21,18,3,1604,76,1,1,0,0,17,4,0,6,0.06,0.11,0.06,0.11,0.34,0.95,0.22
133,Brian McBride\Brian-McBride,us USA,FW,Chicago Fire,37,26,18,8,1604,62,6,1,1,1,10,1,0,18,0.34,0.39,0.28,0.34,1.01,0.56,0.06
134,Mehdi Ballouchy\Mehdi-Ballouchy,ma MAR,MF,Colorado Rapids,26,21,19,2,1598,76,3,4,1,1,15,2,0,10,0.17,0.39,0.11,0.34,0.56,0.84,0.11
135,Chris Albright\Chris-Albright,us USA,DF,New York Red Bulls,31,18,18,0,1585,88,0,1,0,0,13,3,0,2,0.00,0.06,0.00,0.06,0.11,0.74,0.17
136,Seth Sinovic\Seth-Sinovic,us USA,DF,New England Revolution,23,20,18,2,1580,79,0,0,0,0,13,3,0,1,0.00,0.00,0.00,0.00,0.06,0.74,0.17
137,Krzysztof Król\Krzysztof-Krol,pl POL,DF,Chicago Fire,22,19,17,2,1565,82,0,1,0,0,13,2,1,1,0.00,0.06,0.00,0.06,0.06,0.75,0.17
138,Ned Grabavoy\Ned-Grabavoy,us USA,MF,Real Salt Lake,26,23,18,5,1562,68,3,1,0,0,19,4,0,6,0.17,0.23,0.17,0.23,0.35,1.09,0.23
139,Ugo Ihemelu\Ugo-Ihemelu,us USA,DF,FC Dallas,26,19,18,1,1558,82,1,0,0,0,14,3,0,3,0.06,0.06,0.06,0.06,0.17,0.81,0.17
140,Kurt Morsink\Kurt-Morsink,cr CRCus USA,MF,D.C. United,25,20,18,2,1558,78,0,0,0,0,20,5,0,4,0.00,0.00,0.00,0.00,0.23,1.16,0.29
141,Josh Wolff\Josh-Wolff,us USA,FW,Kansas City Wizards,32,25,16,9,1549,62,2,3,0,0,10,1,0,12,0.12,0.29,0.12,0.29,0.70,0.58,0.06
142,Robbie Rogers\Robbie-Rogers,us USA,DFMF,Columbus Crew,22,20,17,3,1547,77,1,0,0,0,17,1,0,9,0.06,0.06,0.06,0.06,0.52,0.99,0.06
143,Chad Barrett\Chad-Barrett,us USA,FW,Toronto FC,24,23,18,5,1545,67,7,2,0,0,11,4,0,16,0.41,0.52,0.41,0.52,0.93,0.64,0.23
144,Ben Zemanski\Ben-Zemanski,us USA,DFMF,Chivas USA,21,22,17,5,1543,70,0,0,0,0,27,3,0,3,0.00,0.00,0.00,0.00,0.17,1.57,0.17
145,Andrew Dykstra\Andrew-Dykstra,us USA,GK,Chicago Fire,24,17,17,0,1530,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
146,Brian Mullan\Brian-Mullan,us USA,MF,Houston Dynamo,31,22,17,5,1521,69,3,3,0,0,19,3,0,10,0.18,0.36,0.18,0.36,0.59,1.12,0.18
