name,startDate,endDate,league,hyphen
Mark Simpson,1996,2001,mls,false
Eddie Lewis,1996,2010,mls,false
Todd Yeagley,1996,2002,mls,false
Zak Ibsen,1996,2002,mls,false
Joe-Max Moore,1996,2004,mls,false
Ed Puskarich,1996,1996,mls,false
Frank Klopas,1996,1999,mls,false
Brian Maisonneuve,1996,2004,mls,false
Shawn Medved,1996,1998,mls,false
Bo Oshoniyi,1996,2006,mls,false
Dave Salzwedel,1996,1997,mls,false
Cristian da Silva,1996,1998,mls,false
David Vaudreuil,1996,2002,mls,false
A. J. Wood,1996,2001,mls,false
Rob Johnson,1996,1999,mls,false
Chris Unger,1996,1996,mls,false
Ted Chronopoulos,1996,2002,mls,false
Chad Ashton,1996,1996,mls,false
Dominic Kinnear,1996,2000,mls,false
Brad Wilson,1996,1997,mls,false
Brian Bates,1996,1999,mls,false
Jose Vasquez,1996,1998,mls,false
David Kramer,1996,2002,mls,false
Arash Noamouz,1996,1996,mls,false
Shane Battelle,1996,1996,mls,false
John Kerr Jr.,1996,1997,mls,false
Rubén Darío Hernández,1996,1996,mls,false
Matt McKeon,1996,2002,mls,false
Brandon Pollard,1996,2000,mls,false
Ted Gillen,1996,1996,mls,false
Kris Kelderman,1996,1999,mls,false
Richard Weiszmann,1996,1996,mls,false
Guillermo Jara,1996,1999,mls,false
Dusty Hudock,1996,1999,mls,false
Brad Friedel,1996,1997,mls,false
Washington Rodriguez,1996,1996,mls,false
Damian Silvera,1996,1997,mls,false
Sean Henderson,1996,1998,mls,false
Diego Viera,1996,1996,mls,false
Rob Smith,1996,2000,mls,false
Kevin Koetters,1996,1996,mls,false
Imad Baba,1996,2002,mls,false
Frankie Hejduk,1996,2011,mls,false
Adam Frye,1996,2002,mls,false
John Maessner,1996,2001,mls,false
Jaime Moreno,1996,2010,mls,false
Paul Wright,1996,1999,mls,false
Curt Onalfo,1996,1999,mls,false
Richard Sharpe,1996,1996,mls,false
Ántony de Ávila,1996,1997,mls,false
Tommy Reasoner,1996,1996,mls,false
Robert Ukrop,1996,1996,mls,false
Pat Harrington,1996,1996,mls,false
David Winner,1996,1999,mls,false
John Diffley,1996,1997,mls,false
Mickey Kydes,1996,1996,mls,false
John Garvey,1996,1996,mls,false
Manny Lagos,1996,2005,mls,false
Eric Eichmann,1996,1996,mls,false
Edmundo Rodriguez,1996,1997,mls,false
Tom Lips,1996,1996,mls,false
Felipe Rodriguez,1996,1996,mls,false
Brian Kamler,1996,2005,mls,false
Ramiro Corrales,1996,2013,mls,false
Nelson Vargas,1996,2000,mls,false
Victor Mella,1996,1998,mls,false
Altimont Butler,1996,1997,mls,false
Scott Budnick,1996,1998,mls,false
Henry Gutierrez,1996,2000,mls,false
Raimo de Vries,1996,1996,mls,false
Andrew Restrepo,1996,1996,mls,false
Alan Prampin,1996,1999,mls,false
Chris Brauchle,1996,1996,mls,false
Ian Hennessy,1996,1996,mls,false
Brandon Ward,1996,1996,mls,false
Jorge Flores,1996,1998,mls,false
Mike Ammann,1996,2001,mls,false
Troy Edwards,1996,1996,mls,false
Tayt Ianni,1996,1997,mls,false
Zach Thornton,1996,2011,mls,false
Dante Washington,1996,2005,mls,false
Mike Huwiler,1996,1996,mls,false
Paul Holocher,1996,1996,mls,false
Nidal Baba,1996,1996,mls,false
Ante Razov,1996,2008,mls,false
Petter Villegas,1996,2002,mls,false
Berthy Suárez,1996,1996,mls,false
Todd Miller,1996,1997,mls,false
Mac Cozier,1996,1996,mls,false
Paul Young,1996,1998,mls,false
Said Fazlagić,1996,1996,mls,false
George Gelnovatch,1996,1996,mls,false
Thor Lee,1996,1996,mls,false
Josh McKay,1996,1996,mls,false
Jimmy Glenn,1996,1998,mls,false
Jeff Cassar,1996,2006,mls,false
Sterling Wescott,1996,1996,mls,false
Rafael Amaya,1996,1997,mls,false
Rene Ortiz,1996,1996,mls,false
Andrew Shue,1996,1996,mls,false
Greg Lalas,1996,1997,mls,false
Jesse Marsch,1996,2009,mls,false
Louis Ken-Kwofie,1996,1996,mls,true
Ken Hesse,1996,1996,mls,false
Danny Barber,1996,1996,mls,false
Ben Crawley,1996,1996,mls,false
Ryshiem Henderson,1996,1996,mls,false
Patrick Tardieu,1996,1996,mls,false
Ed Pinon,1996,1996,mls,false
Yari Allnutt,1996,2001,mls,false
Mirsad Huseinovic,1996,1996,mls,false
Travis Rinker,1996,1996,mls,false
Obi Monome,1996,1996,mls,false
Martin Munnelly,1996,1996,mls,false
Brent Longenecker,1996,1996,mls,false
Bojan Vučković,1996,1996,mls,false
Omid Namazi,1996,1996,mls,false
Stan Lembryk,1996,1996,mls,false
Ricci Greenwood,1996,1996,mls,false
Ryan Tinsley,1997,2000,mls,false
Martín Machón,1997,2000,mls,false
Danny Pena,1997,2001,mls,false
Mike Duhaney,1997,2001,mls,false
Marcus Hahnemann,1997,2013,mls,false
Alejandro Farías,1997,1997,mls,false
Walter Zenga,1997,1999,mls,false
Tom Soehn,1997,2000,mls,false
Leonardo Squadrone,1997,1997,mls,false
Jorge Rodríguez,1997,2002,mls,false
Daniel Peinado,1997,1997,mls,false
Ancil Elcock,1997,2001,mls,false
Ronald Cerritos,1997,2006,mls,false
Carlos Llamosa,1997,2006,mls,false
Alain Sutter,1997,1998,mls,false
Mike Lapper,1997,2002,mls,false
David Patiño,1997,1997,mls,false
Jorge Castañeda,1997,1997,mls,false
Arnold Cruz,1997,1997,mls,false
Wade Webber,1997,1999,mls,false
István Urbányi,1997,1997,mls,false
Joey Martinez,1997,1999,mls,false
Chiquinho Conde,1997,1997,mls,false
Wolde Harris,1997,2005,mls,false
Damián Álvarez,1997,1998,mls,false
Richard Gough,1997,1998,mls,false
Andrew Lewis,1997,2001,mls,false
Sergio Miguez,1997,1997,mls,false
Brian Kelly,1997,2001,mls,false
Thomas Dooley,1997,2000,mls,false
Eric Dade,1997,2001,mls,false
Gilmar,1997,2001,mls,false
Scott Garlick,1997,2006,mls,false
Tahj Jakins,1997,2001,mls,false
Kerry Zavagnin,1997,2008,mls,false
João Batista,1997,1997,mls,false
Jason Farrell,1997,2000,mls,false
Christopher Sullivan,1997,1997,mls,false
Brian Johnson,1997,2001,mls,false
Braeden Cloutier,1997,2002,mls,false
Sam George,1997,2000,mls,false
Branco,1997,1997,mls,false
Steve Jolley,1997,2006,mls,false
Ross Paule,1997,2004,mls,false
Guido,1997,1997,mls,false
Paul Grafer,1997,2003,mls,false
Temoc Suarez,1997,1999,mls,false
Tom Presthus,1997,2003,mls,false
Joao Luiz,1997,1997,mls,false
Marco Ferruzzi,1997,1997,mls,false
Kevin Hartman,1997,2012,mls,false
Ezra Hendrickson,1997,2008,mls,false
Bryan Taylor,1997,1998,mls,false
Scott Coufal,1997,1998,mls,false
Chris Martinez,1997,2001,mls,false
Chris Snitko,1997,2001,mls,false
Carlos Parra,1997,2000,mls,false
Zico,1997,1997,mls,false
Bill Harte,1997,1997,mls,false
Peter Hattrup,1997,1997,mls,false
Daniel Guzmán,1997,1997,mls,false
Silvio Rudman,1997,1997,mls,false
Brian Dunseth,1997,2005,mls,false
Rob Jachym,1997,1997,mls,false
Jose Botello,1997,1999,mls,false
Musa Shannon,1997,2002,mls,false
Jerry Laterza,1997,1997,mls,false
Jake Dancy,1997,1999,mls,false
Eric Quill,1997,2005,mls,false
John Jones,1997,1997,mls,false
Gerson Echeverry,1997,1997,mls,false
Steve Klein,1997,1997,mls,false
Joey Thieman,1997,1997,mls,false
Dan Stebbins,1997,1999,mls,false
Marco Rizi,1997,1997,mls,false
Peter Lak,1997,1997,mls,false
Juan Sastoque,1997,1998,mls,false
Patrick Olalere,1997,1997,mls,false
Ubusuku Abukusumo,1997,1999,mls,false
Jamel Mitchell,1997,1997,mls,false
Nino Da Silva,1997,2000,mls,false
Gabe Jones,1997,1997,mls,false
Esmundo Rodriguez,1997,2000,mls,false
Luboš Kubík,1998,2001,mls,false
Leo Cullen,1998,2005,mls,false
Richard Goulooze,1998,1999,mls,false
C. J. Brown,1998,2010,mls,false
Edwin Gorter,1998,1999,mls,false
Jan Eriksson,1998,1999,mls,false
Ian Feuer,1998,1999,mls,false
Mike Petke,1998,2010,mls,false
Stern John,1998,1999,mls,false
Paul Rideout,1998,1998,mls,false
Ben Olsen,1998,2009,mls,false
Thomas Ravelli,1998,1998,mls,false
Jim Rooney,1998,2002,mls,false
Chris Houser,1998,2000,mls,false
Roman Kosecki,1998,1999,mls,false
Diego Serna,1998,2005,mls,false
Arley Palacios,1998,1999,mls,false
Jerzy Podbrożny,1998,1999,mls,false
Ritchie Kotschau,1998,2007,mls,false
Scott Vermillion,1998,2001,mls,false
Mauricio Ramos,1998,2000,mls,false
Wade Barrett,1998,2009,mls,false
Piotr Nowak,1998,2002,mls,false
Juergen Sommer,1998,2002,mls,false
Carey Talley,1998,2010,mls,false
Refik Šabanadžović,1998,1999,mls,false
Pablo Mastroeni,1998,2013,mls,false
Joey DiGiamarino,1998,2004,mls,false
Clint Mathis,1998,2010,mls,false
Carlos Hermosillo,1998,1999,mls,false
Marcelo Herrera,1998,1998,mls,false
Waldir Sáenz,1998,1998,mls,false
David Nakhid,1998,1998,mls,false
Mickey Trotman,1998,1999,mls,false
Johnny Torres,1998,2002,mls,false
Paulinho McLaren,1998,1998,mls,false
Chad Deering,1998,2003,mls,false
Óscar Pareja,1998,2005,mls,false
Tim Weaver,1998,1999,mls,false
Jeff Cunningham,1998,2011,mls,false
Marcelo Vega,1998,1998,mls,false
Paul Dougherty,1998,2000,mls,false
Vicente Figueroa,1998,2000,mls,false
Andy Williams,1998,2011,mls,false
Jason Bent,1998,2000,mls,false
Doug Petras,1998,1998,mls,false
Chris Klein,1998,2010,mls,false
Andy Kirk,1998,1999,mls,false
Joe Franchino,1998,2008,mls,false
Francisco Uribe,1998,1998,mls,false
Wellington Sánchez,1998,1998,mls,false
Josh Wolff,1998,2012,mls,false
Jair,1998,2001,mls,false
Josh Keller,1998,2001,mls,false
Marquinho,1998,1998,mls,false
Chad McCarty,1998,2003,mls,false
Carlos Rocha,1998,1999,mls,false
Jerry Tamashiro,1998,1998,mls,false
Marquis White,1998,1999,mls,false
Brian West,1998,2003,mls,false
Daniel Hernández,1998,2012,mls,false
Dahir Mohammed,1998,2000,mls,false
Matt Napoleon,1998,2000,mls,false
Andrew Gregor,1998,2001,mls,false
Billy Walsh,1998,2002,mls,false
Matt Reis,1998,2013,mls,false
Tyrone Marshall,1998,2012,mls,false
Jason Boyce,1998,1999,mls,false
Roger Thomas,1998,1998,mls,false
Mike Slivinski,1998,2000,mls,false
Brian Sebapole,1998,1998,mls,false
Brian Loftin,1998,1998,mls,false
Jacek Ziober,1998,1998,mls,false
Tony Kuhn,1998,1999,mls,false
Jesse Van Saun,1998,1998,mls,false
Judah Cooks,1998,2001,mls,false
Bill Andracki,1998,1998,mls,false
Tim Howard,1998,2019,mls,false
R. T. Moore,1998,1999,mls,false
Albertin Montoya,1998,1998,mls,false
Alen Kozić,1998,1999,mls,false
Jamar Beasley,1998,2001,mls,false
Matt Jordan,1998,2005,mls,false
Danny Care,1998,1998,mls,false
Barry Swift,1998,1998,mls,false
Tom McLaughlin,1998,1998,mls,false
Carlos Ledesma,1998,1998,mls,false
Chris Brown,1998,2007,mls,false
Joe Munoz,1998,1998,mls,false
David Quesada,1998,1998,mls,false
Michael Richardson,1998,1998,mls,false
Lyle Yorks,1998,1998,mls,false
Andre Nunley,1998,1998,mls,false
Jay Heaps,1999,2009,mls,false
Mauricio Wright,1999,2001,mls,false
Jorge Dely Valdés,1999,2000,mls,false
Richard Mulrooney,1999,2010,mls,false
Joe Cannon,1999,2013,mls,false
Jamie Clark,1999,2000,mls,false
Simon Elliott,1999,2011,mls,false
Alex Bunbury,1999,2000,mls,false
Roy Myers,1999,2001,mls,false
Jeremy Aldrich,1999,2000,mls,false
Anders Limpar,1999,2000,mls,false
Dario Brose,1999,2001,mls,false
Mohammad Khakpour,1999,2000,mls,false
Henry Zambrano,1999,2002,mls,false
Jimmy Conrad,1999,2011,mls,false
Sergi Daniv,1999,2002,mls,false
Mauricio Solís,1999,2000,mls,false
Jason Moore,1999,2003,mls,false
Alejandro Sequeira,1999,1999,mls,false
Brandon Prideaux,1999,2009,mls,false
Nansha Kalonji,1999,1999,mls,false
Kevin Anderson,1999,2001,mls,false
Jeff Bilyk,1999,2001,mls,false
John Jairo Tréllez,1999,1999,mls,false
Jefferson Gottardi,1999,1999,mls,false
Kevin Knight,1999,1999,mls,false
Antonio Otero,1999,2000,mls,false
Ariel Graziani,1999,2002,mls,false
Joe Addo,1999,2003,mls,false
Paulo Dos Santos,1999,1999,mls,false
Scott Bower,1999,2001,mls,false
Paul Broome,1999,2005,mls,false
Maurizio Rocha,1999,2000,mls,false
Saša Ćurčić,1999,1999,mls,false
Saúl Martínez,1999,1999,mls,false
Bobby Rhine,1999,2008,mls,false
John Ball,1999,1999,mls,false
Chris Albright,1999,2013,mls,false
Francisco Gomez,1999,2005,mls,false
Roberto Gaúcho,1999,1999,mls,false
Dema Kovalenko,1999,2010,mls,false
Tim Sahaydak,1999,2001,mls,false
Matt Chulis,1999,2001,mls,false
Greg Sutton,1999,2012,mls,false
Kirk Wilson,1999,2000,mls,false
Seth George,1999,2000,mls,false
Tony Soto,1999,1999,mls,false
Marvin Quijano,1999,2002,mls,false
César Delgado,1999,1999,mls,false
Carlos Farias,1999,1999,mls,false
Caleb Porter,1999,1999,mls,false
John Wolyniec,1999,2010,mls,false
Chaka Daley,1999,1999,mls,false
Leighton O'Brien,1999,2005,mls,false
Lazo Alavanja,1999,2002,mls,false
Eric Kvello,1999,1999,mls,false
David Hayes,1999,2001,mls,false
Russell Payne,1999,2000,mls,false
Fernando Fernandes,1999,1999,mls,false
Cesar Alvarado,1999,1999,mls,false
Gabe Eastman,1999,2000,mls,false
Nick Garcia,2000,2010,mls,false
Rusty Pierce,2000,2007,mls,false
John Wilmar Pérez,2000,2002,mls,false
Mamadou Diallo,2000,2002,mls,false
Carlos Bocanegra,2000,2014,mls,false
Abdul Thompson Conteh,2000,2002,mls,false
Adolfo Valencia,2000,2001,mls,false
Nick Rimando,2000,2019,mls,false
Sasha Victorine,2000,2009,mls,false
Lance Key,2000,2001,mls,false
Junior Agogo,2000,2001,mls,false
Ian Russell,2000,2007,mls,false
Bobby Convey,2000,2014,mls,false
Alex Comas,2000,2001,mls,false
Khodadad Azizi,2000,2000,mls,false
Danny Califf,2000,2013,mls,false
Luis Hernández,2000,2001,mls,false
Steve Shak,2000,2002,mls,false
Miklos Molnar,2000,2000,mls,false
Lothar Matthäus,2000,2000,mls,false
Wojtek Krakowiak,2000,2001,mls,false
Evan Whitfield,2000,2005,mls,false
William Sunsing,2000,2001,mls,false
Adin Brown,2000,2011,mls,false
Eric Denton,2000,2009,mls,false
DaMarcus Beasley,2000,2018,mls,false
Peter Vagenas,2000,2012,mls,false
Matt Okoh,2000,2001,mls,false
Aleksey Korol,2000,2002,mls,false
Hristo Stoichkov,2000,2003,mls,false
Sebastien Vorbe,2000,2000,mls,false
Kalin Bankov,2000,2001,mls,false
Justin Evans,2000,2001,mls,false
Adam Eyre,2000,2000,mls,false
Travis Mulraine,2000,2000,mls,false
Keyeno Thomas,2000,2000,mls,false
Jon Conway,2000,2011,mls,false
Orlando Perez,2000,2007,mls,false
Antonio Martínez,2000,2005,mls,false
Wes Hart,2000,2005,mls,false
Gary Glasgow,2000,2002,mls,false
Roland Vargas-Aguilera,2000,2001,mls,true
José Luis Morales,2000,2000,mls,false
Ivan Polić,2000,2000,mls,false
Mirosław Rzepa,2000,2000,mls,false
Michael Burke,2000,2000,mls,false
Steve Armas,2000,2000,mls,false
Shaker Asad,2000,2002,mls,false
Micah Cooks,2000,2001,mls,false
Jeff DiMaria,2000,2000,mls,false
Ray Goodlett,2000,2000,mls,false
Chris Jahr,2000,2000,mls,false
Peter Byaruhanga,2000,2000,mls,false
Tico-Tico,2000,2000,mls,true
Dominic Schell,2000,2000,mls,false
Kyle Beckerman,2000,2019,mls,false
Danny DeVall,2000,2000,mls,false
John Wilson,2000,2006,mls,false
Tenywa Bonseu,2000,2004,mls,false
Johann Noetzel,2000,2000,mls,false
Ihor Dotsenko,2000,2000,mls,false
Craig Waibel,2000,2010,mls,false
Yuri Lavrinenko,2000,2000,mls,false
Amos Magee,2000,2002,mls,false
Sergio Salas,2000,2000,mls,false
Fabio Zuniga,2000,2000,mls,false
Julian Gómez,2000,2000,mls,false
Seth Trembly,2000,2005,mls,false
Ángel Rivillo,2000,2000,mls,false
Sheldon Thomas,2000,2000,mls,false
Keith Beach,2000,2000,mls,false
Ryan Edwards,2000,2000,mls,false
Alan Woods,2000,2001,mls,false
Paul Marcoullier,2000,2000,mls,false
Ian Bishop,2001,2001,mls,false
John Spencer,2001,2004,mls,false
Alex Pineda Chacón,2001,2003,mls,false
Catê,2001,2001,mls,false
Mark Lisi,2001,2006,mls,false
Craig Demmin,2001,2001,mls,false
Landon Donovan,2001,2016,mls,false
Ryan Suarez,2001,2005,mls,false
Ryan Nelsen,2001,2004,mls,false
Pedro Álvarez,2001,2001,mls,false
Chris Dawes,2001,2001,mls,false
Joselito Vaca,2001,2004,mls,false
Ronnie Ekelund,2001,2004,mls,false
Rodrigo Faria,2001,2003,mls,false
Devin Barclay,2001,2005,mls,false
Craig Ziadie,2001,2004,mls,false
Stephen Herdsman,2001,2005,mls,false
Duncan Oughton,2001,2010,mls,false
Ali Curtis,2001,2003,mls,false
Jim Curtin,2001,2009,mls,false
Bryan Namoff,2001,2009,mls,false
Stephen Armstrong,2001,2005,mls,false
Dwayne De Rosario,2001,2014,mls,false
Onandi Lowe,2001,2001,mls,false
Chris Carrieri,2001,2004,mls,false
Santino Quaranta,2001,2011,mls,false
Brian Mullan,2001,2013,mls,false
José Carlos Fernández,2001,2001,mls,false
Edson Buddle,2001,2015,mls,false
Gus Kartes,2001,2001,mls,false
Greg Simmonds,2001,2001,mls,false
Nick Downing,2001,2002,mls,false
Jose Alegria,2001,2003,mls,false
Martin Klinger,2001,2001,mls,false
Isaias Bardales Jr.,2001,2003,mls,false
Eddie Johnson,2001,2014,mls,false
Brian Ching,2001,2013,mls,false
Neathan Gibson,2001,2001,mls,false
Michael Green,2001,2001,mls,false
José Burciaga Jr.,2001,2008,mls,false
Eddie Robinson,2001,2011,mls,false
Ian Woan,2001,2001,mls,false
Alex Bengard,2001,2002,mls,false
Kevin Adams,2001,2001,mls,false
Cordt Weinstein,2001,2001,mls,false
Mario Longo,2001,2001,mls,false
Josué Mayard,2001,2001,mls,false
Michael Butler,2001,2001,mls,false
Alberto Muñoz,2001,2001,mls,false
Fausto Klinger,2001,2001,mls,false
Mersim Beskovic,2001,2001,mls,false
Rivers Guthrie,2001,2001,mls,false
Paul Schneider,2001,2001,mls,false
Narciso Fernandes,2001,2001,mls,false
Randy Merkel,2001,2001,mls,false
Chad Prince,2001,2001,mls,false
Don Gramenz,2001,2001,mls,false
Taylor Twellman,2002,2009,mls,false
Carlos Ruíz,2002,2016,mls,false
Milton Reyes,2002,2004,mls,false
Rick Titus,2002,2008,mls,false
Steve Morrow,2002,2003,mls,false
Daniel Torres,2002,2009,mls,false
Kelly Gray,2002,2009,mls,false
Jeff Stewart,2002,2003,mls,false
Jeff Moore,2002,2002,mls,false
Igor Simutenkov,2002,2004,mls,false
Kyle Martino,2002,2007,mls,false
Brad Davis,2002,2016,mls,false
Jon Busch,2002,2015,mls,false
Darío Fabbro,2002,2003,mls,false
Zach Kingsley,2002,2004,mls,false
Chris Leitch,2002,2011,mls,false
Raúl Palacios,2002,2002,mls,false
Billy Sleeth,2002,2002,mls,false
Gavin Glinton,2002,2008,mls,false
Daouda Kanté,2002,2004,mls,false
Eliseo Quintanilla,2002,2003,mls,false
Carlos Semedo,2002,2002,mls,false
Alejandro Moreno,2002,2012,mls,false
Ronnie O'Brien,2002,2008,mls,false
Ian Fuller,2002,2002,mls,false
Winston Griffiths,2002,2002,mls,false
Sam Forko,2002,2002,mls,false
Jesús Ochoa,2002,2005,mls,false
Nelson Akwari,2002,2006,mls,false
Percy Olivares,2002,2002,mls,false
Birahim Diop,2002,2011,mls,false
Freddy García,2002,2003,mls,false
Matt Behncke,2002,2005,mls,false
Carl Bussey,2002,2002,mls,false
Chris Brunt,2002,2003,mls,false
Byron Alvarez,2002,2002,mls,false
Lee Morrison,2002,2002,mls,false
Hamisi Amani-Dove,2002,2002,mls,true
D. J. Countess,2002,2005,mls,false
Craig Capano,2002,2004,mls,false
Jordan Stone,2002,2004,mls,false
Henry Ring,2002,2004,mls,false
Dustin Sheppard,2002,2002,mls,false
Mike Nugent,2002,2003,mls,false
Darin Lewis,2002,2002,mls,false
Luchi Gonzalez,2002,2006,mls,false
Davy Arnaud,2002,2015,mls,false
Dennis Ludwig,2002,2002,mls,false
Chris Roner,2002,2003,mls,false
Justin Mapp,2002,2016,mls,false
Danny Jackson,2002,2002,mls,false
Jeff Matteo,2002,2003,mls,false
Dipsy Selolwane,2002,2005,mls,false
Brian Piesner,2002,2002,mls,false
Todd Dunivant,2003,2015,mls,false
Ricardo Clark,2003,2018,mls,false
Pat Onstad,2003,2011,mls,false
Shalrie Joseph,2003,2013,mls,false
Hong Myung-bo,2003,2004,mls,true
Amado Guevara,2003,2009,mls,false
Nat Borchers,2003,2016,mls,false
Galin Ivanov,2003,2003,mls,false
Damani Ralph,2003,2004,mls,false
Earnie Stewart,2003,2004,mls,false
Mike Magee,2003,2016,mls,false
Pat Noonan,2003,2012,mls,false
Chris Gbandi,2003,2007,mls,false
Logan Pause,2003,2014,mls,false
Jonny Walker,2003,2005,mls,false
Shavar Thomas,2003,2012,mls,false
Alex Zotincă,2003,2010,mls,false
José Cancela,2003,2007,mls,false
Edgar Bartolomeu,2003,2003,mls,false
Ricky Lewis,2003,2005,mls,false
Toni Nhleko,2003,2004,mls,false
Juan Forchetti,2003,2003,mls,false
Matt Crawford,2003,2006,mls,false
Tim Regan,2003,2008,mls,false
Zizi Roberts,2003,2004,mls,false
Alecko Eskandarian,2003,2009,mls,false
Nate Jaqua,2003,2011,mls,false
Eddie Gaven,2003,2013,mls,false
Arturo Alvarez,2003,2018,mls,false
Diego Walsh,2003,2005,mls,false
Marshall Leonard,2003,2006,mls,false
Philip Salyer,2003,2005,mls,false
Kenny Arena,2003,2004,mls,false
Doug Warren,2003,2008,mls,false
Mark Williams,2003,2003,mls,false
Scott Vallow,2003,2003,mls,false
Jamil Walker,2003,2006,mls,false
Casey Schmidt,2003,2003,mls,false
Thiago Martins,2003,2006,mls,false
Darryl Powell,2003,2004,mls,false
Arturo Torres,2003,2005,mls,false
Alberto Rizo,2003,2003,mls,false
José Galván,2003,2003,mls,false
Jacob LeBlanc,2003,2003,mls,false
Ryan Futagaki,2003,2003,mls,false
Jorge Gabriel Vázquez,2003,2003,mls,false
Andrzej Juskowiak,2003,2003,mls,false
Guillermo Gonzalez,2003,2004,mls,false
José Retiz,2003,2006,mls,false
Clint Baumstark,2003,2003,mls,false
Jonathan Bolaños,2003,2003,mls,false
