name,season,hyphen
Jeff Cassar,1996,false
Sterling Wescott,1996,false
Rafael Amaya,1996,false
Rene Ortiz,1996,false
Andrew Shue,1996,false
Greg Lalas,1996,false
Jesse Marsch,1996,false
Louis Ken-Kwofie,1996,true
Ken Hesse,1996,false
Danny Barber,1996,false
Ben Crawley,1996,false
Ryshiem Henderson,1996,false
Patrick Tardieu,1996,false
Dante Washington,1996,false
Ed Pinon,1996,false
Yari Allnutt,1996,false
Mirsad Huseinovic,1996,false
Travis Rinker,1996,false
Obi Monome,1996,false
Martin Munnelly,1996,false
Brent Longenecker,1996,false
Bojan Vučković,1996,false
Omid Namazi,1996,false
Stan Lembryk,1996,false
Ricci Greenwood,1996,false
Mike Burns,1997,false
Mark Chung,1997,false
Dan Calichman,1997,false
Matt Kmosko,1997,false
Matt McKeon,1997,false
Brian Maisonneuve,1997,false
Robert Warzycha,1997,false
Mark Dodd,1997,false
Tony Meola,1997,false
Roberto Donadoni,1997,false
Ted Chronopoulos,1997,false
Brad Friedel,1997,false
Alexi Lalas,1997,false
Richie Williams,1997,false
Mike Ammann,1997,false
Ryan Tinsley,1997,false
Steve Trittschuh,1997,false
Mo Johnston,1997,false
Francis Okaroh,1997,false
Marcelo Balboa,1997,false
Eddie Pope,1997,false
Chris Henderson,1997,false
Steve Ralston,1997,false
Mike Clark,1997,false
Martín Vásquez,1997,false
Mark Santel,1997,false
Paul Bravo,1997,false
Martín Machón,1997,false
Frank Yallop,1997,false
Tim Martin,1997,false
Jeff Agoos,1997,false
Beto Naveda,1997,false
Imad Baba,1997,false
Uche Okafor,1997,false
John Doyle,1997,false
Preki,1997,false
Greg Vanney,1997,false
Chris Armas,1997,false
Cle Kooiman,1997,false
Michael Emenalo,1997,false
Rhett Harty,1997,false
Tony Sanneh,1997,false
Jorge Salcedo,1997,false
Eddie Lewis,1997,false
Danny Pena,1997,false
Cobi Jones,1997,false
Peter Vermes,1997,false
Mike Duhaney,1997,false
Jason Kreis,1997,false
Dante Washington,1997,false
Marcus Hahnemann,1997,false
Mark Dougherty,1997,false
Vitalis Takawira,1997,false
Lawrence Lozzano,1997,false
Alejandro Farías,1997,false
Giovanni Savarese,1997,false
Steve Pittman,1997,false
John Harkes,1997,false
Adrián Paz,1997,false
Jeff Baicher,1997,false
Robin Fraser,1997,false
Sean Bowers,1997,false
John Maessner,1997,false
Todd Yeagley,1997,false
Walter Zenga,1997,false
Mauricio Cienfuegos,1997,false
Frank Klopas,1997,false
Tom Soehn,1997,false
Frankie Hejduk,1997,false
Dominic Kinnear,1997,false
Ántony de Ávila,1997,false
Mike Sorber,1997,false
Roy Lassiter,1997,false
Leonardo Squadrone,1997,false
Jorge Rodríguez,1997,false
Daniel Peinado,1997,false
Ancil Elcock,1997,false
Ronald Cerritos,1997,false
Ted Eck,1997,false
Carlos Llamosa,1997,false
Troy Dayak,1997,false
Alain Sutter,1997,false
Raúl Díaz Arce,1997,false
David Vaudreuil,1997,false
Mike Lapper,1997,false
Eduardo Hurtado,1997,false
Harut Karapetyan,1997,false
Miles Joseph,1997,false
David Patiño,1997,false
Carlos Valderrama,1997,false
Jaime Moreno,1997,false
Marco Etcheverry,1997,false
Jorge Campos,1997,false
Dave Salzwedel,1997,false
Sean Henderson,1997,false
Paul Wright,1997,false
Jorge Castañeda,1997,false
Arnold Cruz,1997,false
Shawn Medved,1997,false
Wade Webber,1997,false
István Urbányi,1997,false
Brandon Pollard,1997,false
Joey Martinez,1997,false
Gerell Elliott,1997,false
Chiquinho Conde,1997,false
Wolde Harris,1997,false
Damián Álvarez,1997,false
Richard Gough,1997,false
Adam Frye,1997,false
Diego Soñora,1997,false
Andrew Lewis,1997,false
Paul Caligiuri,1997,false
Mark Semioli,1997,false
Sergio Miguez,1997,false
Brian Kelly,1997,false
Ivan McKinley,1997,false
Doctor Khumalo,1997,false
Wélton,1997,false
Thomas Dooley,1997,false
Eric Dade,1997,false
A. J. Wood,1997,false
Pete Marino,1997,false
Marcelo Carrera,1997,false
Manny Lagos,1997,false
Gilmar,1997,false
Giuseppe Galderisi,1997,false
Alan Prampin,1997,false
Brian Bliss,1997,false
Scott Garlick,1997,false
John Kerr Jr.,1997,false
Tahj Jakins,1997,false
Rob Smith,1997,false
Benedict Iroha,1997,false
Kerry Zavagnin,1997,false
Brian McBride,1997,false
João Batista,1997,false
Ramiro Corrales,1997,false
Jason Farrell,1997,false
David Kramer,1997,false
Christopher Sullivan,1997,false
Mark Semioli,1997,false
Roy Wegerle,1997,false
Joe-Max Moore,1997,false
Nelson Vargas,1997,false
Tab Ramos,1997,false
Brian Johnson,1997,false
Roy Wegerle,1997,false
Eric Wynalda,1997,false
Braeden Cloutier,1997,false
Kris Kelderman,1997,false
Darren Sawatzky,1997,false
Sam George,1997,false
Oscar Draguicevich,1997,false
Branco,1997,false
Steve Jolley,1997,false
Shaun Bartlett,1997,false
Ross Paule,1997,false
Erik Imler,1997,false
Brian Bliss,1997,false
Clint Peay,1997,false
David Kramer,1997,false
Guido,1997,false
Steve Rammel,1997,false
Scott Budnick,1997,false
Paul Grafer,1997,false
Temoc Suarez,1997,false
Jorge Flores,1997,false
Paul Keegan,1997,false
Evans Wise,1997,false
Chiquinho Conde,1997,false
Ivan McKinley,1997,false
Mark Simpson,1997,false
Tom Presthus,1997,false
Jeff Zaun,1997,false
Mario Gori,1997,false
Cristian da Silva,1997,false
Joao Luiz,1997,false
Shaun Bartlett,1997,false
Marco Ferruzzi,1997,false
John DeBrito,1997,false
A. J. Wood,1997,false
Edmundo Rodriguez,1997,false
Jeff Causey,1997,false
Brian Bates,1997,false
Giuseppe Galderisi,1997,false
Richard Farrer,1997,false
Kevin Hartman,1997,false
Ezra Hendrickson,1997,false
Jeff Causey,1997,false
Arnold Cruz,1997,false
Janusz Michallik,1997,false
Sam George,1997,false
Bryan Taylor,1997,false
Scott Coufal,1997,false
Steve Rammel,1997,false
Guillermo Jara,1997,false
Ezra Hendrickson,1997,false
Chris Martinez,1997,false
Evans Wise,1997,false
Billy Thompson,1997,false
Benedict Iroha,1997,false
Chris Snitko,1997,false
Carlos Parra,1997,false
David Winner,1997,false
Zico,1997,false
Jose Vasquez,1997,false
Rafael Amaya,1997,false
Bill Harte,1997,false
Jesse Marsch,1997,false
Peter Hattrup,1997,false
Bill Harte,1997,false
Brad Wilson,1997,false
Daniel Guzmán,1997,false
Zach Thornton,1997,false
Silvio Rudman,1997,false
Derek Backman,1997,false
Brian Dunseth,1997,false
Tom Liner,1997,false
Garth Lagerwey,1997,false
Curt Onalfo,1997,false
Matt Knowles,1997,false
Damian Silvera,1997,false
Brian Kamler,1997,false
Rob Jachym,1997,false
Jose Botello,1997,false
John Diffley,1997,false
Musa Shannon,1997,false
Scott Benedetti,1997,false
Jerry Laterza,1997,false
Jake Dancy,1997,false
Eric Quill,1997,false
Rob Jachym,1997,false
John Jones,1997,false
Todd Miller,1997,false
Ante Razov,1997,false
Gerson Echeverry,1997,false
Steve Klein,1997,false
Brian Haynes,1997,false
Joey Thieman,1997,false
John DeBrito,1997,false
Tayt Ianni,1997,false
Altimont Butler,1997,false
Dan Stebbins,1997,false
Marco Rizi,1997,false
Peter Lak,1997,false
Kevin Wylie,1997,false
Rob Johnson,1997,false
Juan Sastoque,1997,false
Patrick Olalere,1997,false
Ubusuku Abukusumo,1997,false
Jamel Mitchell,1997,false
Nino Da Silva,1997,false
Gabe Jones,1997,false
Greg Lalas,1997,false
Esmundo Rodriguez,1997,false
Raúl Díaz Arce,1998,false
Eddie Lewis,1998,false
Chris Armas,1998,false
Tony Meola,1998,false
Luboš Kubík,1998,false
Frank Yallop,1998,false
Ronald Cerritos,1998,false
Steve Trittschuh,1998,false
Leo Cullen,1998,false
Peter Vermes,1998,false
Richie Williams,1998,false
Mauricio Cienfuegos,1998,false
Jaime Moreno,1998,false
John Harkes,1998,false
Marco Etcheverry,1998,false
Martín Machón,1998,false
Paul Bravo,1998,false
Jason Kreis,1998,false
Diego Soñora,1998,false
Mike Clark,1998,false
Jorge Rodríguez,1998,false
Sean Bowers,1998,false
Mark Chung,1998,false
Kevin Hartman,1998,false
Richard Goulooze,1998,false
Steve Ralston,1998,false
Marcus Hahnemann,1998,false
Ross Paule,1998,false
Wade Webber,1998,false
Imad Baba,1998,false
C. J. Brown,1998,false
Robin Fraser,1998,false
Alan Prampin,1998,false
Wélton,1998,false
John Doyle,1998,false
Mike Ammann,1998,false
Ancil Elcock,1998,false
Edwin Gorter,1998,false
Brandon Pollard,1998,false
Chris Martinez,1998,false
Eduardo Hurtado,1998,false
Victor Mella,1998,false
Jan Eriksson,1998,false
Leonel Álvarez,1998,false
Ian Feuer,1998,false
Ted Eck,1998,false
Greg Vanney,1998,false
Adrián Paz,1998,false
Ryan Tinsley,1998,false
Francis Okaroh,1998,false
Marcelo Balboa,1998,false
Ivan McKinley,1998,false
Alexi Lalas,1998,false
Mike Petke,1998,false
Matt Kmosko,1998,false
Mark Dodd,1998,false
Scott Garlick,1998,false
Jesse Marsch,1998,false
Billy Thompson,1998,false
Stern John,1998,false
Preki,1998,false
Giovanni Savarese,1998,false
Brian Kelly,1998,false
Mike Sorber,1998,false
Roy Lassiter,1998,false
Cobi Jones,1998,false
David Kramer,1998,false
Richard Farrer,1998,false
Brian McBride,1998,false
Paul Rideout,1998,false
Ben Olsen,1998,false
Steve Jolley,1998,false
Ante Razov,1998,false
Mo Johnston,1998,false
Braeden Cloutier,1998,false
Martín Vásquez,1998,false
Zach Thornton,1998,false
Paul Wright,1998,false
Thomas Ravelli,1998,false
Danny Pena,1998,false
Jim Rooney,1998,false
Mike Burns,1998,false
Thomas Dooley,1998,false
Chris Houser,1998,false
Jason Farrell,1998,false
Roman Kosecki,1998,false
Diego Serna,1998,false
Arley Palacios,1998,false
Jerzy Podbrożny,1998,false
Ritchie Kotschau,1998,false
Uche Okafor,1998,false
Ted Chronopoulos,1998,false
Todd Yeagley,1998,false
Scott Vermillion,1998,false
Ezra Hendrickson,1998,false
Mauricio Ramos,1998,false
Wade Barrett,1998,false
Piotr Nowak,1998,false
Chris Henderson,1998,false
Jeff Cassar,1998,false
Juergen Sommer,1998,false
Matt McKeon,1998,false
Joe-Max Moore,1998,false
Dante Washington,1998,false
Tim Martin,1998,false
Henry Gutierrez,1998,false
Jeff Agoos,1998,false
Ricardo Iribarren,1998,false
Vitalis Takawira,1998,false
Carey Talley,1998,false
Eddie Pope,1998,false
Robert Warzycha,1998,false
Brian Kamler,1998,false
David Vaudreuil,1998,false
Scott Uderitz,1998,false
Refik Šabanadžović,1998,false
Mark Santel,1998,false
Frankie Hejduk,1998,false
Pablo Mastroeni,1998,false
Richard Gough,1998,false
Sam George,1998,false
John Maessner,1998,false
Joey DiGiamarino,1998,false
Clint Mathis,1998,false
Carlos Valderrama,1998,false
Carlos Hermosillo,1998,false
Rob Smith,1998,false
Frank Klopas,1998,false
Tab Ramos,1998,false
Carlos Llamosa,1998,false
Marcelo Herrera,1998,false
Eric Wynalda,1998,false
Brian Dunseth,1998,false
Brian Haynes,1998,false
Mike Duhaney,1998,false
Eric Dade,1998,false
Geoff Aunger,1998,false
Waldir Sáenz,1998,false
Tony Sanneh,1998,false
David Nakhid,1998,false
Carlos Parra,1998,false
Paul Caligiuri,1998,false
Jorge Salcedo,1998,false
Mickey Trotman,1998,false
Sean Henderson,1998,false
Dan Stebbins,1998,false
Cle Kooiman,1998,false
Kris Kelderman,1998,false
Johnny Torres,1998,false
Paulinho McLaren,1998,false
Tahj Jakins,1998,false
Wolde Harris,1998,false
Chad Deering,1998,false
Gerell Elliott,1998,false
Jeff Baicher,1998,false
Óscar Pareja,1998,false
Tim Weaver,1998,false
Jeff Cunningham,1998,false
Shawn Medved,1998,false
Marcelo Vega,1998,false
Paul Dougherty,1998,false
Tom Soehn,1998,false
Manny Motajo,1998,false
Vicente Figueroa,1998,false
Mark Dougherty,1998,false
Andy Williams,1998,false
Paul Dougherty,1998,false
Mike Duhaney,1998,false
Gilmar,1998,false
Zak Ibsen,1998,false
Brian Maisonneuve,1998,false
Damián Álvarez,1998,false
Paul Keegan,1998,false
Jason Bent,1998,false
Dominic Kinnear,1998,false
Mario Gori,1998,false
Temoc Suarez,1998,false
Mark Semioli,1998,false
Doug Petras,1998,false
Musa Shannon,1998,false
Roy Wegerle,1998,false
Diego Gutiérrez,1998,false
Chris Klein,1998,false
Jorge Flores,1998,false
Oscar Draguicevich,1998,false
Paul Young,1998,false
Jorge Campos,1998,false
Janusz Michallik,1998,false
Andy Kirk,1998,false
Kerry Zavagnin,1998,false
Scott Cannon,1998,false
Joe Franchino,1998,false
Francisco Uribe,1998,false
Nelson Vargas,1998,false
Adam Frye,1998,false
Wellington Sánchez,1998,false
Dan Calichman,1998,false
Josh Wolff,1998,false
Jair,1998,false
Evans Wise,1998,false
Garth Lagerwey,1998,false
Jorge Salcedo,1998,false
Andrew Lewis,1998,false
Josh Keller,1998,false
Troy Dayak,1998,false
Lawrence Lozzano,1998,false
Marquinho,1998,false
Marcelo Carrera,1998,false
Mike Lapper,1998,false
Rhett Harty,1998,false
Jeff Causey,1998,false
Guillermo Jara,1998,false
Chad McCarty,1998,false
Roy Lassiter,1998,false
Carlos Rocha,1998,false
Jerry Tamashiro,1998,false
Tom Soehn,1998,false
Tom Presthus,1998,false
Marquis White,1998,false
David Vaudreuil,1998,false
Miles Joseph,1998,false
Brian West,1998,false
Daniel Hernández,1998,false
Roy Wegerle,1998,false
Chris Snitko,1998,false
Dahir Mohammed,1998,false
A. J. Wood,1998,false
Harut Karapetyan,1998,false
Óscar Pareja,1998,false
Clint Peay,1998,false
Joey Martinez,1998,false
Matt Napoleon,1998,false
Paul Grafer,1998,false
Jeff Zaun,1998,false
Andrew Gregor,1998,false
Alain Sutter,1998,false
Billy Walsh,1998,false
Matt Knowles,1998,false
Matt Reis,1998,false
Tyrone Marshall,1998,false
Jason Boyce,1998,false
Roger Thomas,1998,false
Ubusuku Abukusumo,1998,false
Jose Vasquez,1998,false
Bryan Taylor,1998,false
Pete Marino,1998,false
Jason Boyce,1998,false
Scott Budnick,1998,false
David Winner,1998,false
John DeBrito,1998,false
Goran Hunjak,1998,false
Mike Slivinski,1998,false
Jimmy Glenn,1998,false
Brian Sebapole,1998,false
Brian Loftin,1998,false
Josh Keller,1998,false
Matt Knowles,1998,false
Ramiro Corrales,1998,false
Jacek Ziober,1998,false
Mark Simpson,1998,false
Cristian da Silva,1998,false
Eduardo Hurtado,1998,false
Brian Bates,1998,false
Eric Quill,1998,false
Brian Johnson,1998,false
Tony Kuhn,1998,false
Jake Dancy,1998,false
Brian Bates,1998,false
Evans Wise,1998,false
Harut Karapetyan,1998,false
Jesse Van Saun,1998,false
Brian Bliss,1998,false
Scott Coufal,1998,false
Judah Cooks,1998,false
Ramiro Corrales,1998,false
Bill Andracki,1998,false
Tim Howard,1998,false
Lawrence Lozzano,1998,false
Curt Onalfo,1998,false
R. T. Moore,1998,false
Damián Álvarez,1998,false
Albertin Montoya,1998,false
Alen Kozić,1998,false
Esmundo Rodriguez,1998,false
Carlos Parra,1998,false
Jamar Beasley,1998,false
Juan Sastoque,1998,false
Matt Jordan,1998,false
Danny Care,1998,false
Nino Da Silva,1998,false
Barry Swift,1998,false
Tom McLaughlin,1998,false
Jose Botello,1998,false
Guillermo Jara,1998,false
Carlos Ledesma,1998,false
Tyrone Marshall,1998,false
Chris Brown,1998,false
Joe Munoz,1998,false
Manny Lagos,1998,false
Wellington Sánchez,1998,false
David Quesada,1998,false
Michael Richardson,1998,false
Lyle Yorks,1998,false
Darren Sawatzky,1998,false
David Winner,1998,false
Andre Nunley,1998,false
Peter Vermes,1999,false
Steve Ralston,1999,false
Kevin Hartman,1999,false
Jason Kreis,1999,false
Wade Barrett,1999,false
Greg Vanney,1999,false
Brandon Pollard,1999,false
David Vaudreuil,1999,false
Mark Dougherty,1999,false
Ronald Cerritos,1999,false
Ted Chronopoulos,1999,false
Alexi Lalas,1999,false
Mike Lapper,1999,false
Billy Walsh,1999,false
Ramiro Corrales,1999,false
Chad McCarty,1999,false
Zach Thornton,1999,false
Roy Lassiter,1999,false
Chris Henderson,1999,false
Mauricio Cienfuegos,1999,false
Leo Cullen,1999,false
Joe-Max Moore,1999,false
Jeff Agoos,1999,false
Richard Farrer,1999,false
Matt Jordan,1999,false
Preki,1999,false
Mike Clark,1999,false
Eddie Lewis,1999,false
Jorge Rodríguez,1999,false
Mo Johnston,1999,false
Jay Heaps,1999,false
Mike Burns,1999,false
Brian Maisonneuve,1999,false
Cobi Jones,1999,false
Piotr Nowak,1999,false
Scott Garlick,1999,false
Marcelo Balboa,1999,false
Ivan McKinley,1999,false
Mauricio Wright,1999,false
Henry Gutierrez,1999,false
Matt McKeon,1999,false
Jorge Dely Valdés,1999,false
Carlos Valderrama,1999,false
Luboš Kubík,1999,false
Eduardo Hurtado,1999,false
Brian Dunseth,1999,false
Jesse Marsch,1999,false
Jerzy Podbrożny,1999,false
Todd Yeagley,1999,false
Richard Mulrooney,1999,false
Stern John,1999,false
Ben Olsen,1999,false
Ted Eck,1999,false
Danny Pena,1999,false
Paul Caligiuri,1999,false
Francis Okaroh,1999,false
Uche Okafor,1999,false
Mauricio Ramos,1999,false
C. J. Brown,1999,false
Ross Paule,1999,false
Tom Presthus,1999,false
Tyrone Marshall,1999,false
Brian McBride,1999,false
Diego Soñora,1999,false
Chris Klein,1999,false
Diego Gutiérrez,1999,false
Joe Cannon,1999,false
Dominic Kinnear,1999,false
John Doyle,1999,false
Mike Ammann,1999,false
Geoff Aunger,1999,false
Walter Zenga,1999,false
Jaime Moreno,1999,false
Mark Semioli,1999,false
Wolde Harris,1999,false
Robin Fraser,1999,false
Robert Warzycha,1999,false
Ante Razov,1999,false
Giovanni Savarese,1999,false
Pablo Mastroeni,1999,false
Mike Petke,1999,false
Dan Calichman,1999,false
Richie Williams,1999,false
Mark Chung,1999,false
Mike Sorber,1999,false
Paul Bravo,1999,false
Óscar Pareja,1999,false
Steve Jolley,1999,false
Chad Deering,1999,false
Chris Armas,1999,false
Joey DiGiamarino,1999,false
Ancil Elcock,1999,false
Jamie Clark,1999,false
Clint Mathis,1999,false
Marco Etcheverry,1999,false
John Harkes,1999,false
Diego Serna,1999,false
Brian Kelly,1999,false
Musa Shannon,1999,false
Sean Bowers,1999,false
Roman Kosecki,1999,false
Leonel Álvarez,1999,false
Josh Keller,1999,false
Mark Santel,1999,false
Josh Wolff,1999,false
Wélton,1999,false
Jason Farrell,1999,false
Ezra Hendrickson,1999,false
Thomas Dooley,1999,false
Ian Feuer,1999,false
Simon Elliott,1999,false
Chris Brown,1999,false
Brian Johnson,1999,false
Eddie Pope,1999,false
Scott Vermillion,1999,false
Eric Dade,1999,false
Carey Talley,1999,false
Jeff Baicher,1999,false
Alex Bunbury,1999,false
Braeden Cloutier,1999,false
Jeff Cunningham,1999,false
Jason Bent,1999,false
Carlos Llamosa,1999,false
Roy Myers,1999,false
Raúl Díaz Arce,1999,false
Petter Villegas,1999,false
Chris Snitko,1999,false
Sam George,1999,false
A. J. Wood,1999,false
Jeremy Aldrich,1999,false
Tom Soehn,1999,false
Anders Limpar,1999,false
Mario Gori,1999,false
Joe Franchino,1999,false
Vicente Figueroa,1999,false
Garth Lagerwey,1999,false
Jeff Cassar,1999,false
Brian Kamler,1999,false
Tim Martin,1999,false
Dario Brose,1999,false
Carlos Hermosillo,1999,false
Jair,1999,false
Mohammad Khakpour,1999,false
Edwin Gorter,1999,false
Johnny Torres,1999,false
Andy Williams,1999,false
Henry Zambrano,1999,false
Miles Joseph,1999,false
Nelson Vargas,1999,false
Raúl Díaz Arce,1999,false
Marcus Hahnemann,1999,false
Jimmy Conrad,1999,false
R. T. Moore,1999,false
Jorge Salcedo,1999,false
Brian West,1999,false
Mike Duhaney,1999,false
Sergi Daniv,1999,false
Mauricio Solís,1999,false
Jason Moore,1999,false
Kris Kelderman,1999,false
Joey Martinez,1999,false
Dante Washington,1999,false
Lawrence Lozzano,1999,false
Steve Trittschuh,1999,false
Jake Dancy,1999,false
Alejandro Sequeira,1999,false
Mario Gori,1999,false
Temoc Suarez,1999,false
Brandon Prideaux,1999,false
Nansha Kalonji,1999,false
Kevin Anderson,1999,false
Jeff Bilyk,1999,false
John Maessner,1999,false
Ritchie Kotschau,1999,false
Daniel Hernández,1999,false
Alejandro Sequeira,1999,false
Zak Ibsen,1999,false
Richard Goulooze,1999,false
Tahj Jakins,1999,false
Chris Martinez,1999,false
Jeff Baicher,1999,false
John Jairo Tréllez,1999,false
Billy Thompson,1999,false
Matt Kmosko,1999,false
Jim Rooney,1999,false
Tony Meola,1999,false
Sam George,1999,false
Jefferson Gottardi,1999,false
Brian Kamler,1999,false
Jeff Causey,1999,false
Arley Palacios,1999,false
John Maessner,1999,false
Tim Howard,1999,false
Manny Lagos,1999,false
Kevin Knight,1999,false
David Kramer,1999,false
Antonio Otero,1999,false
Ariel Graziani,1999,false
Joe Addo,1999,false
Leonel Álvarez,1999,false
John DeBrito,1999,false
Mark Simpson,1999,false
Paulo Dos Santos,1999,false
Vitalis Takawira,1999,false
Scott Bower,1999,false
Ryan Tinsley,1999,false
Wélton,1999,false
David Winner,1999,false
Paul Broome,1999,false
Carlos Parra,1999,false
Arley Palacios,1999,false
Paul Dougherty,1999,false
Maurizio Rocha,1999,false
Roy Myers,1999,false
Wade Webber,1999,false
Brian Haynes,1999,false
Chris Houser,1999,false
Jan Eriksson,1999,false
Jamar Beasley,1999,false
Darren Sawatzky,1999,false
Saša Ćurčić,1999,false
Saúl Martínez,1999,false
Bobby Rhine,1999,false
Eric Wynalda,1999,false
John Ball,1999,false
Frank Klopas,1999,false
Carlos Parra,1999,false
Paul Dougherty,1999,false
Guillermo Jara,1999,false
Marquis White,1999,false
