name,startDate,endDate,league,hyphen
Laura Liedle,2016,2016,nwls,false
Alexa Newfield,2016,2018,nwls,false
Sarah Gorden,2016,2018,nwls,false
Courtney Niemiec,2016,2017,nwls,false
Brianne Reed,2016,2017,nwls,false
Meredith Speck,2016,2018,nwls,false
Brittany Ratcliffe,2016,2018,nwls,false
McCall Zerboni,2016,2018,nwls,false
Nicole Barnhart,2016,2018,nwls,false
Kelsey Wys,2016,2018,nwls,false
Lydia Williams,2016,2018,nwls,false
Ashlyn Harris,2016,2018,nwls,false
Michelle Betos,2016,2018,nwls,false
Elizabeth Stout,2016,2018,nwls,false
Jami Kranich,2016,2016,nwls,false
Caroline Stanley,2016,2017,nwls,false
Haley Kopmeyer,2016,2018,nwls,false
Alyssa Naeher,2016,2018,nwls,false
Sabrina D’Angelo,2016,2018,nwls,false
Caroline Casey,2016,2018,nwls,false
Hope Solo,2016,2016,nwls,false
Stephanie Labbe,2016,2017,nwls,false
Michele Dalton,2016,2018,nwls,false
Britt Eckerstrom,2016,2018,nwls,false
Kaitlyn Savage,2016,2016,nwls,false
Adrianna Franch,2016,2018,nwls,false
Katelyn Rowland,2016,2018,nwls,false
Bianca Henninger,2016,2018,nwls,false
Andi Tostanoski,2016,2016,nwls,false
Abby Smith,2016,2018,nwls,false
Aubrey Bledsoe,2016,2018,nwls,false
Brianna Smallidge,2016,2016,nwls,false
Haley Carter,2016,2016,nwls,false
Kate Scheele,2016,2016,nwls,false
Catherine Parkhill,2016,2017,nwls,false
Megan Dorsey,2016,2016,nwls,false
Emily Kruger,2016,2016,nwls,false
Abigail Steele,2016,2016,nwls,false
Jillian Ann Loyden,2016,2016,nwls,false
Erin Nayler,2016,2016,nwls,false
DiDi Haracic,2016,2018,nwls,false
Marta Marta,2017,2018,nwls,false
Ashley Hatch,2017,2018,nwls,false
Mallory Pugh,2017,2018,nwls,false
Sydney Leroux,2017,2018,nwls,false
Maegan Kelly,2017,2018,nwls,false
Camila Camila,2017,2018,nwls,false
Katlyn Johnson,2017,2018,nwls,false
Debinha Debinha,2017,2018,nwls,false
Rosie White,2017,2018,nwls,false
Madison Tiernan,2017,2018,nwls,false
Rachel Hill,2017,2018,nwls,false
Nichelle Prince,2017,2018,nwls,false
Rose Lavelle,2017,2018,nwls,false
Larissa Crummer,2017,2017,nwls,false
Ashleigh Sykes,2017,2017,nwls,false
Tyler Lussi,2017,2018,nwls,false
Kristen McNabb,2017,2018,nwls,false
Daphne Corboz,2017,2017,nwls,false
Yuki Nagasato,2017,2018,nwls,false
Christina Gibbons,2017,2018,nwls,false
Danica Evans,2017,2018,nwls,false
Meggie Dougherty Howard,2017,2018,nwls,false
Amy Rodriguez,2017,2018,nwls,false
Margaret Purce,2017,2018,nwls,false
Arielle Ship,2017,2018,nwls,false
Bruna Benites,2017,2017,nwls,false
Rosana dos Santos Augusto,2017,2017,nwls,false
Jocelyn Blankenship,2017,2017,nwls,false
Nickolette Driesse,2017,2018,nwls,false
Claire Falknor,2017,2018,nwls,false
Meghan Cox,2017,2017,nwls,false
Ashley Herndon,2017,2017,nwls,false
Emilie Haavi,2017,2017,nwls,false
Kelli Hubly,2017,2018,nwls,false
Savannah Jordan,2017,2018,nwls,false
Janine van Wyk,2017,2018,nwls,false
Hayley Dowd,2017,2017,nwls,false
Morgan Andrews,2017,2018,nwls,false
Madeline Bauer,2017,2018,nwls,false
Caroline Flynn,2017,2017,nwls,false
Summer Green,2017,2018,nwls,false
Ifeoma Onumonu,2017,2018,nwls,false
Sydney Miramontez,2017,2018,nwls,false
Rebekah Stott,2017,2018,nwls,false
Lauren Kaskie,2017,2018,nwls,false
Cassidy Benintente,2017,2018,nwls,false
Mandy Freeman,2017,2018,nwls,false
McKenzie Meehan,2017,2018,nwls,false
Kayla Mills,2017,2018,nwls,false
Yanara Aedo,2017,2018,nwls,false
Lindsay Agnew,2017,2018,nwls,false
Cameron Castleberry,2017,2017,nwls,false
Nora Holstad Berge,2017,2017,nwls,false
Yuri Kawamura,2017,2018,nwls,false
Morgan Proffitt,2017,2018,nwls,false
Crystal Elaine Thomas,2017,2017,nwls,false
Kailen Sheridan,2017,2018,nwls,false
Jane Campbell,2017,2018,nwls,false
Sammy Jo Prudhomme,2017,2018,nwls,false
Madalyn Schiffel,2017,2017,nwls,false
Jamie Gillis,2017,2017,nwls,false
Jodie Taylor,2018,2018,nwls,false
Ana-Maria Crnogorcevic,2018,2018,nwls,false
Veronica Latsko,2018,2018,nwls,false
Imani Dorsey,2018,2018,nwls,false
Savannah McCaskill,2018,2018,nwls,false
Thembi Kgatlana,2018,2018,nwls,false
Michele Vasconcelos,2018,2018,nwls,false
Linda Motlhalo,2018,2018,nwls,false
Theresa Nielsen,2018,2018,nwls,false
Frannie Crouse,2018,2018,nwls,false
Gunnhildur Yrsa Jónsdóttir,2018,2018,nwls,false
Ellie Carpenter,2018,2018,nwls,false
Haley Hanson,2018,2018,nwls,false
Kimberly Keever,2018,2018,nwls,false
Nádia Gomes,2018,2018,nwls,false
Lotta Ökvist,2018,2018,nwls,false
Clare Polkinghorne,2018,2018,nwls,false
Emily van Egmond,2018,2018,nwls,false
Elizabeth Ball,2018,2018,nwls,false
Zoey Goralski,2018,2018,nwls,false
Caitlin Foord,2018,2018,nwls,false
Allison Wetherington,2018,2018,nwls,false
Joanna Boyles,2018,2018,nwls,false
Erin Yenney,2018,2018,nwls,false
Sandra Yu,2018,2018,nwls,false
Elizabeth Addo,2018,2018,nwls,false
Jaycie Johnson,2018,2018,nwls,false
Carlin Hudson,2018,2018,nwls,false
Darian Jenkins,2018,2018,nwls,false
Michaela Abam,2018,2018,nwls,false
Eliza Bona,2018,2018,nwls,false
Gabriella Cuevas,2018,2018,nwls,false
Kaleigh Kurtz,2018,2018,nwls,false
Amandine Pierre-Louis,2018,2018,nwls,true
Thaisa Moreno,2018,2018,nwls,false
Katrina Gorry,2018,2018,nwls,false
Morgan Reid,2018,2018,nwls,false
Sarah Teegarden,2018,2018,nwls,false
Collette Smith,2018,2018,nwls,false
Ryan Williams,2018,2018,nwls,false
Elise Thorsnes,2018,2018,nwls,false
Chandra Eigenberger,2018,2018,nwls,false
Zoe Clark,2018,2018,nwls,false
Schuyler DeBree,2018,2018,nwls,false
Mallory Eubanks,2018,2018,nwls,false
Maddie Huster,2018,2018,nwls,false
Bridget Callahan,2018,2018,nwls,false
Christine Creighton,2018,2018,nwls,false
Rebecca Quinn,2018,2018,nwls,false
Abby Elinsky,2018,2018,nwls,false
Andi Sullivan,2018,2018,nwls,false
Emily Boyd,2018,2018,nwls,false
Ryann Torrero,2018,2018,nwls,false
Sarah Shimer,2018,2018,nwls,false
Bella Geist,2018,2018,nwls,false
Kaycee Gunion,2018,2018,nwls,false
Emma Jane Proctor,2018,2018,nwls,false
Becca Ritchie,2018,2018,nwls,false
Morgan Ruhl,2018,2018,nwls,false
