name,startDate,endDate,league,hyphen
Lois Frankel,2013,2019,congress,false
Al Franken,2009,2018,congress,false
William W. Franklin,1983,1987,congress,false
Bob Franks,1993,2001,congress,false
Gary A. Franks,1991,1997,congress,false
Trent Franks,2003,2017,congress,false
Donald M. Fraser,1963,1979,congress,false
Victor O. Frazer,1995,1997,congress,false
Peter H. B. Frelinghuysen,1953,1975,congress,false
Rodney P. Frelinghuysen,1995,2019,congress,false
Bill Frenzel,1971,1991,congress,false
Lou Frey,1969,1979,congress,false
Dan Frisa,1995,1997,congress,false
William H. Frist,1995,2007,congress,false
Harold V. Froehlich,1973,1975,congress,false
Martin Frost,1979,2005,congress,false
Marcia L. Fudge,2008,2019,congress,false
James Fulbright,1943,1975,congress,false
Richard Fulton,1963,1977,congress,false
David Funderburk,1995,1997,congress,false
Don Fuqua,1963,1987,congress,false
Elizabeth Furse,1993,1999,congress,false
Jamie B. Fuster,1985,1993,congress,false
Tulsi Gabbard,2013,2019,congress,false
Elton Gallegly,1987,2013,congress,false
Pete P. Gallego,2013,2015,congress,false
Ruben Gallego,2015,2019,congress,false
Dean A. Gallo,1985,1995,congress,false
Robert A. Gammage,1977,1979,congress,false
Greg Ganske,1995,2003,congress,false
John Garamendi,2009,2019,congress,false
Joe Garcia,2013,2015,congress,false
Robert Garcia,1977,1991,congress,false
Cory Gardner,2011,2019,congress,false
E. J. (Jake) Garn,1975,1993,congress,false
Scott Garrett,2003,2017,congress,false
Joseph M. Gaydos,1967,1993,congress,false
Sam Gejdenson,1981,2001,congress,false
George W. Gekas,1983,2003,congress,false
Richard A. Gephardt,1977,2005,congress,false
Pete Geren,1989,1997,congress,false
Jim Gerlach,2003,2015,congress,false
Tom S. Gettys,1963,1975,congress,false
Robert N. Giaimo,1959,1981,congress,false
Jim Gibbons,1997,2007,congress,false
Sam Gibbons,1963,1997,congress,false
Bob Gibbs,2011,2019,congress,false
Christopher P. Gibson,2011,2017,congress,false
Gabrielle Giffords,2007,2012,congress,false
Wayne T. Gilchrest,1991,2009,congress,false
Kirsten E. Gillibrand,2007,2019,congress,false
Paul E. Gillmor,1989,2007,congress,false
Benjamin A. Gilman,1973,2003,congress,false
Phil Gingrey,2003,2015,congress,false
Newt Gingrich,1979,1999,congress,false
Bo Ginn,1973,1983,congress,false
John H. Glenn,1975,1999,congress,false
Dan Glickman,1977,1995,congress,false
Louie Gohmert,2005,2019,congress,false
Barry Goldwater,1953,1987,congress,false
Barry Goldwater,1969,1983,congress,false
Charles A. Gonzalez,1999,2013,congress,false
Henry B. Gonzalez,1961,1999,congress,false
Virgil H. Goode,1997,2009,congress,false
Bob Goodlatte,1993,2019,congress,false
William F. Goodling,1973,2001,congress,false
Bart Gordon,1985,2011,congress,false
Albert Gore,1977,1993,congress,false
Slade Gorton,1981,2001,congress,false
Paul A. Gosar,2011,2019,congress,false
Porter J. Goss,1989,2004,congress,false
Trey Gowdy,2011,2019,congress,false
Willis D. Gradison,1975,1995,congress,false
Bob Graham,1987,2005,congress,false
Gwen Graham,2015,2017,congress,false
Lindsey Graham,1995,2019,congress,false
Phil Gramm,1979,2002,congress,false
Rod Grams,1993,2001,congress,false
Fred Grandy,1987,1995,congress,false
Kay Granger,1997,2019,congress,false
Bill Grant,1987,1991,congress,false
Chuck Grassley,1975,2019,congress,false
Ella T. Grasso,1971,1975,congress,false
Mike Gravel,1971,1981,congress,false
Garret Graves,2015,2019,congress,false
Sam Graves,2001,2019,congress,false
Tom Graves,2010,2019,congress,false
Kenneth J. Gray,1955,1989,congress,false
William H. Gray,1979,1993,congress,false
Alan Grayson,2009,2017,congress,false
Al Green,2005,2019,congress,false
Edith Green,1955,1975,congress,false
Gene Green,1993,2019,congress,false
Mark Green,1999,2007,congress,false
S. William Green,1977,1993,congress,false
William J. Green,1963,1977,congress,false
James C. Greenwood,1993,2005,congress,false
Judd Gregg,1981,2011,congress,false
Robert P. Griffin,1957,1979,congress,false
Tim Griffin,2011,2015,congress,false
H. Morgan Griffith,2011,2019,congress,false
Parker Griffith,2009,2011,congress,false
Martha W. Griffiths,1955,1975,congress,false
Raul M. Grijalva,2003,2019,congress,false
Michael G. Grimm,2011,2015,congress,false
John E. Grotberg,1985,1987,congress,false
Glenn Grothman,2015,2019,congress,false
Felix J. Grucci,2001,2003,congress,false
Frank J. Guarini,1979,1993,congress,false
Charles S. Gubser,1953,1975,congress,false
Gilbert Gude,1967,1977,congress,false
Frank C. Guinta,2011,2017,congress,false
Steve Gunderson,1981,1997,congress,false
Bill Gunter,1973,1975,congress,false
Edward J. Gurney,1963,1975,congress,false
Brett Guthrie,2009,2019,congress,false
Luis V. Gutierrez,1993,2019,congress,false
Gil Gutknecht,1995,2007,congress,false
Tennyson Guyer,1973,1983,congress,false
Kay R. Hagan,2009,2015,congress,false
Thomas M. Hagedorn,1975,1983,congress,false
Chuck Hagel,1997,2009,congress,false
Janice Hahn,2011,2017,congress,false
James A. Haley,1953,1977,congress,false
John J. Hall,2007,2011,congress,false
Katie Hall,1981,1985,congress,false
Ralph M. Hall,1981,2015,congress,false
Sam B. Hall,1975,1987,congress,false
Tim L. Hall,1975,1977,congress,false
Tony P. Hall,1979,2002,congress,false
Deborah L. Halvorson,2009,2011,congress,false
Dan Hamburg,1993,1995,congress,false
Lee H. Hamilton,1965,1999,congress,false
John P. Hammerschmidt,1967,1993,congress,false
Colleen Hanabusa,2011,2019,congress,false
Mel Hancock,1989,1997,congress,false
James M. Hanley,1965,1981,congress,false
Richard L. Hanna,2011,2017,congress,false
Richard T. Hanna,1963,1975,congress,false
Mark W. Hannaford,1975,1979,congress,false
Robert P. Hanrahan,1973,1975,congress,false
Clifford P. Hansen,1971,1979,congress,false
George V. Hansen,1965,1985,congress,false
James V. Hansen,1981,2003,congress,false
Julia Butler Hansen,1959,1975,congress,false
Orval Hansen,1969,1975,congress,false
Cresent Hardy,2015,2017,congress,false
Phil Hare,2007,2011,congress,false
Tom Harkin,1975,2015,congress,false
Jane Harman,1993,2011,congress,false
Gregg Harper,2009,2019,congress,false
Michael J. Harrington,1969,1979,congress,false
Andy Harris,2011,2019,congress,false
Claude Harris,1987,1993,congress,false
Herbert E. Harris,1975,1981,congress,false
Kamala D. Harris,2017,2019,congress,false
Katherine Harris,2003,2007,congress,false
William H. Harsha,1961,1981,congress,false
Gary W. Hart,1975,1987,congress,false
Melissa A. Hart,2001,2007,congress,false
Philip A. Hart,1967,1977,congress,false
Vance Hartke,1959,1977,congress,false
Thomas F. Hartnett,1981,1987,congress,false
Vicky Hartzler,2011,2019,congress,false
Floyd K. Haskell,1973,1979,congress,false
Margaret Wood Hassan,2017,2019,congress,false
J. Dennis Hastert,1987,2007,congress,false
Alcee L. Hastings,1993,2019,congress,false
Doc Hastings,1995,2015,congress,false
James F. Hastings,1969,1977,congress,false
Orrin G. Hatch,1977,2019,congress,false
Charles Hatcher,1981,1993,congress,false
Mark O. Hatfield,1967,1997,congress,false
Paul Hatfield,1977,1979,congress,false
William D. Hathaway,1965,1979,congress,false
Augustus F. Hawkins,1963,1991,congress,false
Paula Hawkins,1981,1987,congress,false
Josh Hawley,2019,2019,congress,false
Samuel Ichiye Hayakawa,1977,1983,congress,false
Charles A. Hayes,1983,1993,congress,false
James A. Hayes,1987,1997,congress,false
Philip H. Hayes,1975,1977,congress,false
Robin Hayes,1999,2009,congress,false
Wayne L. Hays,1949,1977,congress,false
J. D. Hayworth,1995,2007,congress,false
Nan A. S. Hayworth,2011,2013,congress,false
F. Edward Hebert,1941,1977,congress,false
Ken Hechler,1959,1977,congress,false
Chic Hecht,1983,1989,congress,false
Denny Heck,2013,2019,congress,false
Joseph J. Heck,2011,2017,congress,false
Margaret M. Heckler,1967,1983,congress,false
Joel Hefley,1987,2007,congress,false
Howell Heflin,1979,1997,congress,false
W. G. (Bill) Hefner,1975,1999,congress,false
Cecil Heftel,1977,1987,congress,false
Frederick K. (Fred) Heineman,1995,1997,congress,false
Martin Heinrich,2009,2019,congress,false
John Heinz,1971,1993,congress,false
Heidi Heitkamp,2013,2019,congress,false
Dean Heller,2007,2019,congress,false
Jesse Helms,1973,2003,congress,false
Henry Helstoski,1965,1977,congress,false
David N. Henderson,1961,1977,congress,false
Bill Hendon,1981,1987,congress,false
Paul B. Henry,1985,1995,congress,false
Jeb Hensarling,2003,2019,congress,false
Wally Herger,1987,2013,congress,false
Jaime Herrera Beutler,2011,2019,congress,false
Stephanie Herseth Sandlin,2004,2011,congress,false
Dennis M. Hertel,1981,1993,congress,false
Jody B. Hice,2015,2019,congress,false
Floyd V. Hicks,1965,1977,congress,false
Brian Higgins,2005,2019,congress,false
Jack E. Hightower,1975,1985,congress,false
John Patrick Hiler,1981,1991,congress,false
Baron P. Hill,1999,2011,congress,false
J. French Hill,2015,2019,congress,false
Rick Hill,1997,2001,congress,false
Van Hilleary,1995,2003,congress,false
Earl F. Hilliard,1993,2003,congress,false
Elwood H. Hillis,1971,1987,congress,false
James A. Himes,2009,2019,congress,false
Maurice D. Hinchey,1993,2013,congress,false
Ruben Hinojosa,1997,2017,congress,false
Andrew J. Hinshaw,1973,1977,congress,false
Jon C. Hinson,1979,1983,congress,false
Mazie K. Hirono,2007,2019,congress,false
Peter Hoagland,1989,1995,congress,false
David L. Hobson,1991,2009,congress,false
George J. Hochbrueckner,1987,1995,congress,false
Kathleen C. Hochul,2011,2013,congress,false
Paul W. Hodes,2007,2011,congress,false
Kaneaster Hodges,1977,1979,congress,false
Joseph M. Hoeffel,1999,2005,congress,false
Peter Hoekstra,1993,2011,congress,false
John Hoeven,2011,2019,congress,false
Lawrence J. Hogan,1969,1975,congress,false
Martin R. Hoke,1993,1997,congress,false
Tim Holden,1993,2013,congress,false
George Holding,2013,2019,congress,false
Chet Holifield,1943,1975,congress,false
Kenneth L. Holland,1975,1983,congress,false
Ernest F. Hollings,1965,2005,congress,false
Clyde Holloway,1987,1993,congress,false
Marjorie S. Holt,1973,1987,congress,false
Rush Holt,1999,2015,congress,false
Elizabeth Holtzman,1973,1981,congress,false
Michael M. Honda,2001,2017,congress,false
Darlene Hooley,1997,2009,congress,false
Larry J. Hopkins,1979,1993,congress,false
Joan Kelly Horn,1991,1993,congress,false
Stephen Horn,1993,2003,congress,false
Steven Horsford,2013,2019,congress,false
Frank J. Horton,1963,1993,congress,false
Craig Hosmer,1953,1975,congress,false
John N. Hostettler,1995,2007,congress,false
Amo Houghton,1987,2005,congress,false
James J. Howard,1965,1989,congress,false
Allan Howe,1975,1977,congress,false
Steny H. Hoyer,1981,2019,congress,false
Roman L. Hruska,1953,1977,congress,false
Carroll Hubbard,1975,1993,congress,false
Robert J. Huber,1973,1975,congress,false
Thomas J. (Jerry) Huckaby,1977,1993,congress,false
Walter (Dee) Huddleston,1973,1985,congress,false
William H. Hudnut,1973,1975,congress,false
Richard Hudson,2013,2019,congress,false
Tim Huelskamp,2011,2017,congress,false
Michael Huffington,1993,1995,congress,false
Jared Huffman,2013,2019,congress,false
Harold E. Hughes,1973,1975,congress,false
William J. Hughes,1975,1995,congress,false
Bill Huizenga,2011,2019,congress,false
Kenny C. Hulshof,1997,2009,congress,false
Randy Hultgren,2011,2019,congress,false
Gordon J. Humphrey,1979,1991,congress,false
Hubert H. Humphrey,1949,1979,congress,false
Muriel Humphrey,1977,1979,congress,false
William L. Hungate,1963,1977,congress,false
John E. Hunt,1967,1975,congress,false
Duncan Hunter,1981,2009,congress,false
Duncan D. Hunter,2009,2019,congress,false
Will Hurd,2015,2019,congress,false
Robert Hurt,2011,2017,congress,false
Asa Hutchinson,1997,2001,congress,false
Edward Hutchinson,1963,1977,congress,false
Tim Hutchinson,1993,2003,congress,false
Kay Bailey Hutchison,1993,2013,congress,false
Earl Hutto,1979,1995,congress,false
Henry J. Hyde,1975,2007,congress,false
Cindy Hyde-Smith,2018,2019,congress,true
Richard H. Ichord,1961,1981,congress,false
Bob Inglis,1993,2011,congress,false
James M. Inhofe,1987,2019,congress,false
Daniel K. Inouye,1959,2012,congress,false
Jay Inslee,1993,2012,congress,false
Andrew P. Ireland,1977,1993,congress,false
Johnny Isakson,1999,2019,congress,false
Steve Israel,2001,2017,congress,false
Darrell E. Issa,2001,2019,congress,false
Ernest J. Istook,1993,2007,congress,false
Sheila Jackson Lee,1995,2019,congress,false
Henry M. Jackson,1941,1985,congress,false
Jesse L. Jackson,1995,2012,congress,false
Andrew Jacobs,1965,1997,congress,false
Craig T. James,1989,1993,congress,false
William J. Janklow,2003,2004,congress,false
John Jarman,1951,1977,congress,false
Jacob K. Javits,1947,1981,congress,false
William J. Jefferson,1991,2009,congress,false
James M. Jeffords,1975,2007,congress,false
Hakeem S. Jeffries,2013,2019,congress,false
Edgar L. Jenkins,1977,1993,congress,false
Evan H. Jenkins,2015,2018,congress,false
Lynn Jenkins,2009,2019,congress,false
William L. Jenkins,1997,2007,congress,false
John W. Jenrette,1975,1981,congress,false
Roger W. Jepsen,1979,1985,congress,false
Bobby Jindal,2005,2008,congress,false
Mike Johanns,2009,2015,congress,false
Christopher John,1997,2005,congress,false
Albert W. Johnson,1963,1977,congress,false
Bill Johnson,2011,2019,congress,false
Don Johnson,1993,1995,congress,false
Eddie Bernice Johnson,1993,2019,congress,false
Harold T. Johnson,1959,1981,congress,false
"Henry C. ""Hank Johnson",2007,2019,congress,false
James P. (Jim) Johnson,1973,1981,congress,false
Jay W. Johnson,1997,1999,congress,false
Nancy L. Johnson,1983,2007,congress,false
Ron Johnson,2011,2019,congress,false
Sam Johnson,1991,2019,congress,false
Tim Johnson,1987,2015,congress,false
Timothy V. Johnson,2001,2013,congress,false
Harry Johnston,1989,1997,congress,false
J. Bennett Johnston,1973,1997,congress,false
David W. Jolly,2014,2017,congress,false
Ben Jones,1989,1993,congress,false
Ed Jones,1969,1989,congress,false
James R. Jones,1973,1987,congress,false
Robert E. Jones,1947,1977,congress,false
Stephanie Tubbs Jones,1999,2008,congress,false
Walter B. Jones,1965,1993,congress,false
Walter B. Jones,1995,2019,congress,false
Jim Jontz,1987,1993,congress,false
Barbara Jordan,1973,1979,congress,false
Jim Jordan,2007,2019,congress,false
David P. Joyce,2013,2019,congress,false
Steve Kagen,2007,2011,congress,false
Tim Kaine,2013,2019,congress,false
Paul E. Kanjorski,1985,2011,congress,false
Marcy Kaptur,1983,2019,congress,false
David K. Karnes,1987,1989,congress,false
John R. Kasich,1983,2001,congress,false
Nancy Landon Kassebaum,1979,1997,congress,false
Robert W. Kasten,1975,1993,congress,false
Robert W. Kastenmeier,1959,1991,congress,false
John Katko,2015,2019,congress,false
Edward E. Kaufman,2009,2010,congress,false
William J. Keating,1971,1975,congress,false
William R. Keating,2011,2019,congress,false
Ric Keller,2001,2009,congress,false
Mike Kelly,2011,2019,congress,false
Richard Kelly,1975,1981,congress,false
Robin L. Kelly,2013,2019,congress,false
Sue W. Kelly,1995,2007,congress,false
Trent Kelly,2015,2019,congress,false
Jack Kemp,1971,1989,congress,false
Dirk Kempthorne,1993,1999,congress,false
Edward M. Kennedy,1961,2009,congress,false
John Kennedy,2017,2019,congress,false
Joseph P. Kennedy,1987,1999,congress,false
Joseph P. Kennedy,2013,2019,congress,false
Mark R. Kennedy,2001,2007,congress,false
Patrick J. Kennedy,1995,2011,congress,false
Barbara B. Kennelly,1981,1999,congress,false
Brian D. Kerns,2001,2003,congress,false
J. Robert Kerrey,1989,2001,congress,false
John F. Kerry,1985,2013,congress,false
William M. Ketchum,1973,1979,congress,false
Martha E. Keys,1975,1979,congress,false
Dale E. Kildee,1977,2013,congress,false
Daniel T. Kildee,2013,2019,congress,false
Derek Kilmer,2013,2019,congress,false
Carolyn C. Kilpatrick,1997,2011,congress,false
Mary Jo Kilroy,2009,2011,congress,false
Jay Kim,1993,1999,congress,false
Ron Kind,1997,2019,congress,false
Thomas N. Kindness,1975,1987,congress,false
Angus S. King,2013,2019,congress,false
Carleton J. King,1961,1975,congress,false
Peter T. King,1993,2019,congress,false
Steve King,2003,2019,congress,false
Jack Kingston,1993,2015,congress,false
Adam Kinzinger,2011,2019,congress,false
Mark Steven Kirk,2001,2017,congress,false
Paul Grattan Kirk,2009,2010,congress,false
Ann Kirkpatrick,2009,2019,congress,false
Larry Kissell,2009,2013,congress,false
Gerald D. Kleczka,1983,2005,congress,false
Herbert C. Klein,1993,1995,congress,false
Ron Klein,2007,2011,congress,false
John Kline,2003,2017,congress,false
Ron Klink,1993,2001,congress,false
Amy Klobuchar,2007,2019,congress,false
John C. Kluczynski,1951,1977,congress,false
Scott L. Klug,1991,1999,congress,false
Stephen Knight,2015,2019,congress,false
Joe Knollenberg,1993,2009,congress,false
Edward I. Koch,1969,1979,congress,false
Herb Kohl,1989,2013,congress,false
Jim Kolbe,1985,2007,congress,false
Joseph P. Kolter,1983,1993,congress,false
Ernest L. Konnyu,1987,1989,congress,false
Mike Kopetski,1991,1995,congress,false
Suzanne M. Kosmas,2009,2011,congress,false
Peter H. Kostmayer,1977,1993,congress,false
Ken Kramer,1979,1987,congress,false
Frank Kratovil,2009,2011,congress,false
John H. Krebs,1975,1979,congress,false
Mike Kreidler,1993,1995,congress,false
Robert C. Krueger,1975,1995,congress,false
Dennis J. Kucinich,1997,2013,congress,false
"John R. ""Randy"" Kuhl",2005,2009,congress,false
Ann M. Kuster,2013,2019,congress,false
Dan H. Kuykendall,1967,1975,congress,false
Steven T. Kuykendall,1999,2001,congress,false
Jon Kyl,1987,2019,congress,false
Peter N. Kyros,1967,1975,congress,false
Raul R. Labrador,2011,2019,congress,false
John J. LaFalce,1975,2003,congress,false
Robert J. Lagomarsino,1973,1993,congress,false
Ray LaHood,1995,2009,congress,false
Doug LaMalfa,2013,2019,congress,false
Conor Lamb,2018,2019,congress,false
Doug Lamborn,2007,2019,congress,false
Nick Lampson,1997,2009,congress,false
H. Martin Lancaster,1987,1995,congress,false
Leonard Lance,2009,2019,congress,false
Earl F. Landgrebe,1969,1975,congress,false
Mary L. Landrieu,1997,2015,congress,false
Jeffrey M. Landry,2011,2013,congress,false
James R. Langevin,2001,2019,congress,false
James Lankford,2011,2019,congress,false
Tom Lantos,1981,2008,congress,false
Steve Largent,1993,2002,congress,false
Larry LaRocco,1991,1995,congress,false
Rick Larsen,2001,2019,congress,false
John B. Larson,1999,2019,congress,false
Tom Latham,1995,2015,congress,false
Steven C. LaTourette,1995,2013,congress,false
Delbert L. Latta,1959,1989,congress,false
Robert E. Latta,2007,2019,congress,false
Greg Laughlin,1989,1997,congress,false
Frank R. Lautenberg,1983,2013,congress,false
Brenda L. Lawrence,2015,2019,congress,false
Paul D. Laxalt,1973,1987,congress,false
Rick Lazio,1993,2001,congress,false
James A. Leach,1977,2007,congress,false
Patrick J. Leahy,1975,2019,congress,false
Marvin Leath,1979,1991,congress,false
John LeBoutillier,1981,1983,congress,false
Raymond F. Lederer,1977,1983,congress,false
Barbara Lee,1997,2019,congress,false
Christopher J. Lee,2009,2011,congress,false
Mike Lee,2011,2019,congress,false
Joseph A. LeFante,1977,1979,congress,false
Richard H. Lehman,1983,1995,congress,false
William Lehman,1973,1993,congress,false
Mickey Leland,1979,1991,congress,false
George S. LeMieux,2009,2011,congress,false
Norman F. Lent,1971,1993,congress,false
Debbie Lesko,2018,2019,congress,false
Carl Levin,1979,2015,congress,false
Sander M. Levin,1983,2019,congress,false
Mel Levine,1983,1993,congress,false
Elliott H. Levitas,1975,1985,congress,false
Jerry Lewis,1979,2013,congress,false
John Lewis,1987,2019,congress,false
Ron Lewis,1993,2009,congress,false
Thomas F. Lewis,1983,1995,congress,false
Joseph I. Lieberman,1989,2013,congress,false
Ted Lieu,2015,2019,congress,false
Jim Lightfoot,1985,1997,congress,false
Blanche L. Lincoln,1993,2011,congress,false
John Linder,1993,2011,congress,false
Daniel Lipinski,2005,2019,congress,false
William O. Lipinski,1983,2005,congress,false
Jerry Litton,1973,1977,congress,false
Bob Livingston,1977,2001,congress,false
James F. Lloyd,1975,1981,congress,false
Marilyn Lloyd,1975,1995,congress,false
Frank A. LoBiondo,1995,2019,congress,false
David Loebsack,2007,2019,congress,false
Tom Loeffler,1979,1987,congress,false
Zoe Lofgren,1995,2019,congress,false
Billy Long,2011,2019,congress,false
Cathy (Mrs. Gillis) Long,1985,1987,congress,false
Gillis W. Long,1963,1987,congress,false
Jill L. Long,1989,1995,congress,false
Russell B. Long,1947,1987,congress,false
James B. Longley,1995,1997,congress,false
Trent Lott,1973,2007,congress,false
Barry Loudermilk,2015,2019,congress,false
Mia B. Love,2015,2019,congress,false
Alan S. Lowenthal,2013,2019,congress,false
Bill Lowery,1981,1993,congress,false
Nita M. Lowey,1989,2019,congress,false
Mike Lowry,1979,1989,congress,false
Frank D. Lucas,1993,2019,congress,false
Ken Lucas,1999,2005,congress,false
Blaine Luetkemeyer,2009,2019,congress,false
Richard G. Lugar,1977,2013,congress,false
Michelle Lujan Grisham,2013,2019,congress,false
Ben Ray Lujan,2009,2019,congress,false
Manuel Lujan,1969,1989,congress,false
Charles Luken,1991,1993,congress,false
Thomas A. Luken,1973,1991,congress,false
Donald E. Lukens,1967,1991,congress,false
Cynthia M. Lummis,2009,2017,congress,false
Stanley N. Lundine,1975,1987,congress,false
Daniel E. Lungren,1979,2013,congress,false
Bill Luther,1995,2003,congress,false
Stephen F. Lynch,2001,2019,congress,false
Thomas MacArthur,2015,2019,congress,false
Ronald K. Machtley,1989,1995,congress,false
Connie Mack,2005,2013,congress,false
Connie Mack,1983,2001,congress,false
Buddy MacKay,1983,1989,congress,false
Ray J. Madden,1943,1977,congress,false
Edward R. Madigan,1973,1993,congress,false
Daniel B. Maffei,2009,2015,congress,false
Warren G. Magnuson,1937,1981,congress,false
Andrew Maguire,1975,1981,congress,false
George H. Mahon,1935,1979,congress,false
Tim Mahoney,2007,2009,congress,false
Denise L. Majette,2003,2005,congress,false
Richard W. Mallary,1971,1975,congress,false
Carolyn B. Maloney,1993,2019,congress,false
James H. Maloney,1997,2003,congress,false
Sean Patrick Maloney,2013,2019,congress,false
Joe Manchin,2010,2019,congress,false
David Mann,1993,1995,congress,false
James R. Mann,1969,1979,congress,false
Mike Mansfield,1943,1977,congress,false
Thomas J. Manton,1985,1999,congress,false
Donald A. Manzullo,1993,2013,congress,false
Joseph J. Maraziti,1973,1975,congress,false
Kenny Marchant,2005,2019,congress,false
Marjorie Margolies-Mezvinsky,1993,1995,congress,true
Tom Marino,2011,2019,congress,false
Betsy Markey,2009,2011,congress,false
Edward J. Markey,1977,2019,congress,false
Ron Marlenee,1977,1993,congress,false
David Daniel Marriott,1977,1985,congress,false
Jim Marshall,2003,2011,congress,false
David O'B. Martin,1981,1993,congress,false
David T. Martin,1961,1975,congress,false
James G. Martin,1973,1985,congress,false
Lynn M. Martin,1981,1991,congress,false
Matthew G. Martinez,1981,2001,congress,false
Mel Martinez,2005,2009,congress,false
William J. Martini,1995,1997,congress,false
Frank Mascara,1995,2003,congress,false
Eric J. J. Massa,2009,2010,congress,false
Thomas Massie,2012,2019,congress,false
Jim Matheson,2001,2015,congress,false
Harlan Mathews,1993,1995,congress,false
Charles McC. Mathias,1961,1987,congress,false
Robert B. (Bob) Mathias,1967,1975,congress,false
Dawson Mathis,1971,1981,congress,false
Doris O. Matsui,2005,2019,congress,false
Robert T. Matsui,1979,2005,congress,false
Spark M. Matsunaga,1963,1991,congress,false
Mack Mattingly,1981,1987,congress,false
Nicholas Mavroules,1979,1993,congress,false
Wiley Mayne,1967,1975,congress,false
Romano L. Mazzoli,1971,1995,congress,false
Vance M. McAllister,2013,2015,congress,false
John McCain,1983,2018,congress,false
Alfred A. (Al) McCandless,1983,1995,congress,false
Carolyn McCarthy,1997,2015,congress,false
Karen McCarthy,1995,2005,congress,false
Kevin McCarthy,2007,2019,congress,false
Claire McCaskill,2007,2019,congress,false
Michael T. McCaul,2005,2019,congress,false
John L. McClellan,1935,1979,congress,false
Tom McClintock,2009,2019,congress,false
Robert McClory,1963,1983,congress,false
Frank McCloskey,1983,1995,congress,false
Paul N. McCloskey,1967,1983,congress,false
James A. McClure,1967,1991,congress,false
John Y. McCollister,1971,1977,congress,false
Betty McCollum,2001,2019,congress,false
Bill McCollum,1981,2001,congress,false
Mitch McConnell,1985,2019,congress,false
Mike McCormack,1971,1981,congress,false
Thaddeus G. McCotter,2003,2012,congress,false
Jim McCrery,1987,2011,congress,false
Dave McCurdy,1981,1995,congress,false
Joseph M. McDade,1963,1999,congress,false
Jim McDermott,1989,2017,congress,false
Lawrence P. McDonald,1975,1985,congress,false
Robert C. McEwen,1965,1981,congress,false
John J. McFall,1957,1979,congress,false
Gale W. McGee,1959,1977,congress,false
George McGovern,1957,1981,congress,false
James P. McGovern,1997,2019,congress,false
Raymond J. McGrath,1981,1993,congress,false
Paul McHale,1993,1999,congress,false
Patrick T. McHenry,2005,2019,congress,false
John M. McHugh,1993,2009,congress,false
Matthew F. McHugh,1975,1993,congress,false
Scott McInnis,1993,2005,congress,false
David M. McIntosh,1995,2001,congress,false
Mike McIntyre,1997,2015,congress,false
Thomas J. McIntyre,1971,1979,congress,false
K. Gunn McKay,1971,1981,congress,false
"Howard P. ""Buck"" McKeon",1993,2015,congress,false
John R. McKernan,1983,1987,congress,false
David B. McKinley,2011,2019,congress,false
Cynthia A. McKinney,1993,2007,congress,false
Stewart B. McKinney,1971,1989,congress,false
Michael E. McMahon,2009,2011,congress,false
J. Alex McMillan,1985,1995,congress,false
Thomas McMillen,1987,1993,congress,false
Jerry McNerney,2007,2019,congress,false
Michael R. McNulty,1989,2009,congress,false
Martha McSally,2015,2019,congress,false
Mark Meadows,2013,2019,congress,false
Martin T. Meehan,1993,2007,congress,false
Patrick Meehan,2011,2018,congress,false
Carrie P. Meek,1993,2003,congress,false
Kendrick B. Meek,2003,2011,congress,false
Gregory W. Meeks,1997,2019,congress,false
Charlie Melancon,2005,2011,congress,false
John Melcher,1969,1989,congress,false
Robert Menendez,1993,2019,congress,false
Grace Meng,2013,2019,congress,false
Jeff Merkley,2009,2019,congress,false
Luke Messer,2013,2019,congress,false
Jack Metcalf,1995,2001,congress,false
Lee Metcalf,1953,1979,congress,false
Ralph H. Metcalfe,1971,1979,congress,false
Howard M. Metzenbaum,1973,1995,congress,false
Jan Meyers,1985,1997,congress,false
Helen S. Meyner,1975,1979,congress,false
Kweisi Mfume,1987,1997,congress,false
Daniel Andrew Mica,1979,1989,congress,false
John L. Mica,1993,2017,congress,false
Michael H. Michaud,2003,2015,congress,false
Robert H. Michel,1957,1995,congress,false
Barbara A. Mikulski,1977,2017,congress,false
Abner J. Mikva,1969,1981,congress,false
Juanita Millender-McDonald,1995,2007,congress,true
Brad Miller,2003,2013,congress,false
Candice S. Miller,2003,2017,congress,false
Clarence E. Miller,1967,1993,congress,false
Dan Miller,1993,2003,congress,false
Gary G. Miller,1999,2015,congress,false
George Miller,1975,2015,congress,false
Jeff Miller,2001,2017,congress,false
John R. Miller,1985,1993,congress,false
Zell Miller,2000,2005,congress,false
Wilbur D. Mills,1939,1977,congress,false
William O. Mills,1971,1975,congress,false
Norman Y. Mineta,1975,1997,congress,false
David Minge,1993,2001,congress,false
Joseph G. Minish,1963,1985,congress,false
Patsy T. Mink,1965,2002,congress,false
Walter Minnick,2009,2011,congress,false
William E. Minshall,1955,1975,congress,false
Donald J. Mitchell,1973,1983,congress,false
George J. Mitchell,1979,1995,congress,false
Harry E. Mitchell,2007,2011,congress,false
Parren J. Mitchell,1971,1987,congress,false
Wilmer Mizell,1969,1975,congress,false
John Joseph Moakley,1973,2001,congress,false
Toby Moffett,1975,1983,congress,false
Guy Molinari,1981,1991,congress,false
Susan Molinari,1989,1999,congress,false
Alan B. Mollohan,1983,2011,congress,false
Robert H. Mollohan,1953,1983,congress,false
Walter F. Mondale,1963,1977,congress,false
