name,startDate,endDate,league,hyphen
Lou Barletta,2011,2019,congress,false
Tom Barlow,1993,1995,congress,false
Doug Barnard,1977,1993,congress,false
Michael D. Barnes,1979,1987,congress,false
Andy Barr,2013,2019,congress,false
Bob Barr,1995,2003,congress,false
John Barrasso,2007,2019,congress,false
Bill Barrett,1991,2001,congress,false
J. Gresham Barrett,2003,2011,congress,false
Thomas M. Barrett,1993,2003,congress,false
William A. Barrett,1945,1977,congress,false
John Barrow,2005,2015,congress,false
Dewey F. Bartlett,1973,1979,congress,false
Roscoe G. Bartlett,1993,2013,congress,false
Steve Bartlett,1983,1993,congress,false
Joe Barton,1985,2019,congress,false
Charles F. Bass,1995,2013,congress,false
Karen Bass,2011,2019,congress,false
Herbert H. Bateman,1983,2001,congress,false
Jim Bates,1983,1991,congress,false
Max Baucus,1975,2014,congress,false
Robert E. Bauman,1973,1981,congress,false
Birch Bayh,1971,1981,congress,false
Evan Bayh,1999,2011,congress,false
J. Glenn Beall,1969,1977,congress,false
Melissa L. Bean,2005,2011,congress,false
Edward Beard,1975,1981,congress,false
Robin Beard,1973,1983,congress,false
Joyce Beatty,2013,2019,congress,false
Bob Beauprez,2003,2007,congress,false
Xavier Becerra,1993,2017,congress,false
Berkley W. Bedell,1975,1987,congress,false
Mark Begich,2009,2015,congress,false
Anthony C. Beilenson,1977,1997,congress,false
Alphonzo Bell,1961,1977,congress,false
Chris Bell,2003,2005,congress,false
Henry L. Bellmon,1973,1981,congress,false
Dan Benishek,2011,2017,congress,false
Jamie Benitez,1973,1977,congress,false
Michael F. Bennet,2009,2019,congress,false
Charles E. Bennett,1949,1993,congress,false
Robert F. Bennett,1993,2011,congress,false
Wallace F. Bennett,1951,1975,congress,false
Kerry L. Bentivolio,2013,2015,congress,false
Helen Delich Bentley,1985,1995,congress,false
Ken Bentsen,1995,2003,congress,false
Lloyd M. Bentsen,1947,1993,congress,false
Ami Bera,2013,2019,congress,false
Doug Bereuter,1979,2004,congress,false
Rick Berg,2011,2013,congress,false
Bob Bergland,1971,1979,congress,false
Shelley Berkley,1999,2013,congress,false
Howard L. Berman,1983,2013,congress,false
Marion Berry,1997,2011,congress,false
Tom Bevill,1967,1997,congress,false
Donald S. Beyer,2015,2019,congress,false
Mario Biaggi,1969,1989,congress,false
Alan Bible,1953,1975,congress,false
Joseph R. Biden,1973,2009,congress,false
Edward G. Biester,1967,1977,congress,false
Judy Biggert,1999,2013,congress,false
Brian P. Bilbray,1995,2013,congress,false
James H. Bilbray,1987,1995,congress,false
Gus M. Bilirakis,2007,2019,congress,false
Michael Bilirakis,1983,2007,congress,false
Jeff Bingaman,1983,2013,congress,false
Jonathan B. Bingham,1965,1983,congress,false
Mike Bishop,2015,2019,congress,false
Rob Bishop,2003,2019,congress,false
Sanford D. Bishop,1993,2019,congress,false
Timothy H. Bishop,2003,2015,congress,false
Diane Black,2011,2019,congress,false
Ben Blackburn,1967,1975,congress,false
Marsha Blackburn,2003,2019,congress,false
Lucien E. Blackwell,1991,1995,congress,false
Rod R. Blagojevich,1997,2003,congress,false
James Blanchard,1975,1983,congress,false
John Anton Blatnik,1947,1975,congress,false
Ben G. Blaz,1985,1993,congress,false
Tom Bliley,1981,2001,congress,false
Michael Blouin,1975,1979,congress,false
Rod Blum,2015,2019,congress,false
Earl Blumenauer,1995,2019,congress,false
Richard Blumenthal,2011,2019,congress,false
Roy Blunt,1997,2019,congress,false
Peter I. Blute,1993,1997,congress,false
John A. Boccieri,2009,2011,congress,false
Sherwood Boehlert,1983,2007,congress,false
John A. Boehner,1991,2015,congress,false
Corinne C. (Lindy) Boggs,1973,1991,congress,false
Edward P. Boland,1953,1989,congress,false
Richard Bolling,1949,1983,congress,false
Suzanne Bonamici,2012,2019,congress,false
Christopher S. Bond,1987,2011,congress,false
William H. Boner,1979,1989,congress,false
Henry Bonilla,1993,2007,congress,false
David E. Bonior,1977,2003,congress,false
Don Bonker,1975,1989,congress,false
Jo Bonner,2003,2013,congress,false
Mary Bono Mack,1997,2013,congress,false
Sonny Bono,1995,1999,congress,false
Cory A. Booker,2013,2019,congress,false
John Boozman,2001,2019,congress,false
Madeleine Z. Bordallo,2003,2019,congress,false
Dan Boren,2005,2013,congress,false
David L. Boren,1979,1995,congress,false
Robert A. Borski,1983,2003,congress,false
Rudy Boschwitz,1979,1991,congress,false
Douglas H. Bosco,1983,1991,congress,false
Mike Bost,2015,2019,congress,false
Leonard L. Boswell,1997,2013,congress,false
Rick Boucher,1983,2011,congress,false
Beau Boulter,1985,1989,congress,false
Charles W. Boustany,2005,2017,congress,false
David R. Bowen,1973,1983,congress,false
Barbara Boxer,1983,2017,congress,false
Allen Boyd,1997,2011,congress,false
Nancy E. Boyda,2007,2009,congress,false
Brendan F. Boyle,2015,2019,congress,false
John Brademas,1959,1981,congress,false
Bill Bradley,1979,1997,congress,false
Jeb Bradley,2003,2007,congress,false
Kevin Brady,1997,2019,congress,false
Nicholas Brady,1981,1983,congress,false
Robert A. Brady,1997,2019,congress,false
Bruce L. Braley,2007,2015,congress,false
Frank Brasco,1967,1975,congress,false
Dave Brat,2014,2019,congress,false
Mike Braun,2019,2019,congress,false
William G. Bray,1951,1975,congress,false
John B. Breaux,1971,2005,congress,false
Joseph E. Brennan,1987,1991,congress,false
Bill K. Brewster,1991,1997,congress,false
Jim Bridenstine,2013,2018,congress,false
Bobby Bright,2009,2011,congress,false
Jack Brinkley,1967,1983,congress,false
Robin Britt,1983,1985,congress,false
Bill Brock,1963,1977,congress,false
William Brodhead,1975,1983,congress,false
Edward W. Brooke,1973,1979,congress,false
Jack B. Brooks,1953,1995,congress,false
Mo Brooks,2011,2019,congress,false
Susan W. Brooks,2013,2019,congress,false
William S. Broomfield,1957,1993,congress,false
Donald G. Brotzman,1963,1975,congress,false
Paul C. Broun,2007,2015,congress,false
Glen Browder,1989,1997,congress,false
Clarence Brown,1965,1983,congress,false
Corrine Brown,1993,2017,congress,false
Garry E. Brown,1967,1979,congress,false
George E. Brown,1963,2001,congress,false
Hank Brown,1981,1997,congress,false
Henry E. Brown,2001,2011,congress,false
Scott P. Brown,2010,2013,congress,false
Sherrod Brown,1993,2019,congress,false
Ginny Brown-Waite,2003,2011,congress,true
Sam Brownback,1995,2011,congress,false
Julia Brownley,2013,2019,congress,false
Joel T. Broyhill,1953,1975,congress,false
Terry L. Bruce,1985,1993,congress,false
Richard H. Bryan,1989,2001,congress,false
Ed Bryant,1995,2003,congress,false
John W. Bryant,1983,1997,congress,false
John Buchanan,1965,1981,congress,false
Vern Buchanan,2007,2019,congress,false
Ken Buck,2015,2019,congress,false
James L. Buckley,1973,1977,congress,false
Larry Bucshon,2011,2019,congress,false
Jack Buechner,1987,1991,congress,false
Ann Marie Buerkle,2011,2013,congress,false
Dale Bumpers,1975,1999,congress,false
Jim Bunn,1995,1997,congress,false
Jim Bunning,1987,2011,congress,false
Joycelyn Burdick,1991,1993,congress,false
Quentin N. Burdick,1959,1993,congress,false
Clair W. Burgener,1973,1983,congress,false
Michael C. Burgess,2003,2019,congress,false
J. Herbert Burke,1967,1979,congress,false
James A. Burke,1959,1979,congress,false
Yvonne B. Burke,1973,1979,congress,false
Omar Burleson,1947,1979,congress,false
Bill D. Burlison,1969,1981,congress,false
Conrad R. Burns,1989,2007,congress,false
Max Burns,2003,2005,congress,false
Richard Burr,1995,2019,congress,false
Roland Burris,2009,2010,congress,false
Dan Burton,1983,2013,congress,false
John Burton,1973,1983,congress,false
Sala Burton,1983,1989,congress,false
Albert G. Bustamante,1985,1993,congress,false
Cheri Bustos,2013,2019,congress,false
M. Caldwell Butler,1971,1983,congress,false
G. K. Butterfield,2004,2019,congress,false
Steve Buyer,1993,2011,congress,false
Harry F. Byrd,1973,1983,congress,false
Robert C. Byrd,1953,2010,congress,false
Bradley Byrne,2014,2019,congress,false
Leslie L. Byrne,1993,1995,congress,false
Beverly B. Byron,1979,1993,congress,false
Goodloe E. Byron,1971,1979,congress,false
Sonny Callahan,1985,2003,congress,false
Ken Calvert,1993,2019,congress,false
Dave Camp,1991,2015,congress,false
John N. Happy Camp,1969,1975,congress,false
Ben Nighthorse Campbell,1987,2005,congress,false
Carroll A. Campbell,1979,1987,congress,false
John Campbell,2005,2015,congress,false
Tom Campbell,1989,2001,congress,false
Charles T. Canady,1993,2001,congress,false
Chris Cannon,1997,2009,congress,false
Howard W. Cannon,1959,1983,congress,false
"Francisco ""Quico"" Canseco",2011,2013,congress,false
Eric Cantor,2001,2014,congress,false
Maria Cantwell,1993,2019,congress,false
"Anh ""Joseph"" Cao",2009,2011,congress,false
Shelley Moore Capito,2001,2019,congress,false
Lois Capps,1997,2017,congress,false
Walter Capps,1997,1999,congress,false
Michael E. Capuano,1999,2019,congress,false
Bruce F. Caputo,1977,1979,congress,false
Tony Cardenas,2013,2019,congress,false
Benjamin L. Cardin,1987,2019,congress,false
Dennis A. Cardoza,2003,2012,congress,false
Hugh L. Carey,1961,1975,congress,false
Gregory W. Carman,1981,1983,congress,false
Jean Carnahan,2001,2002,congress,false
Russ Carnahan,2005,2013,congress,false
Charles J. Carney,1969,1979,congress,false
Christopher P. Carney,2007,2011,congress,false
John C. Carney,2011,2017,congress,false
William Carney,1979,1987,congress,false
Thomas R. Carper,1983,2019,congress,false
Bob Carr,1975,1995,congress,false
Andre Carson,2008,2019,congress,false
Brad Carson,2001,2005,congress,false
Julia Carson,1997,2007,congress,false
"Earl L. ""Buddy"" Carter",2015,2019,congress,false
John R. Carter,2003,2019,congress,false
Tim Lee Carter,1965,1981,congress,false
Matt Cartwright,2013,2019,congress,false
Clifford P. Case,1945,1979,congress,false
Ed Case,2002,2019,congress,false
Bob Casey,1959,1977,congress,false
Robert P. Casey,2007,2019,congress,false
Bill Cassidy,2009,2019,congress,false
Michael N. Castle,1993,2011,congress,false
Kathy Castor,2007,2019,congress,false
Joaquin Castro,2013,2019,congress,false
Donald J. Cazayoux,2008,2009,congress,false
Elford A. Cederberg,1953,1979,congress,false
Steve Chabot,1995,2019,congress,false
John H. Chafee,1977,1999,congress,false
Lincoln Chafee,1999,2007,congress,false
Jason Chaffetz,2009,2017,congress,false
Charles E. Chamberlain,1957,1975,congress,false
Saxby Chambliss,1995,2015,congress,false
Ben Chandler,2004,2013,congress,false
Rod D. Chandler,1983,1993,congress,false
Jim Chapman,1985,1997,congress,false
Bill Chappell,1969,1989,congress,false
Eugene A. Chappie,1981,1987,congress,false
Liz Cheney,2017,2019,congress,false
Helen Chenoweth-Hage,1995,2001,congress,true
Jeff Chiesa,2013,2013,congress,false
Travis Childers,2008,2011,congress,false
Lawton Chiles,1973,1989,congress,false
Shirley Chisholm,1969,1983,congress,false
Chris Chocola,2003,2007,congress,false
Donna M. Christensen,1997,2015,congress,false
Jon Christensen,1995,1999,congress,false
Dick Chrysler,1995,1997,congress,false
Judy Chu,2009,2019,congress,false
Frank Church,1973,1981,congress,false
David N. Cicilline,2011,2019,congress,false
Donald D. Clancy,1961,1977,congress,false
Dick Clark,1973,1979,congress,false
Frank M. Clark,1955,1975,congress,false
Katherine M. Clark,2013,2019,congress,false
Hansen Clarke,2011,2013,congress,false
James McC. Clarke,1983,1991,congress,false
Yvette D. Clarke,2007,2019,congress,false
Don H. Clausen,1963,1983,congress,false
Curt Clawson,2014,2017,congress,false
Del Clawson,1963,1979,congress,false
William (Bill) Clay,1969,2001,congress,false
Wm. Lacy Clay,2001,2019,congress,false
Eva M. Clayton,1991,2003,congress,false
Emanuel Cleaver,2005,2019,congress,false
Max Cleland,1997,2003,congress,false
Bob Clement,1987,2003,congress,false
James C. Cleveland,1963,1981,congress,false
William F. Clinger,1979,1997,congress,false
Hillary Rodham Clinton,2001,2009,congress,false
James E. Clyburn,1993,2019,congress,false
Daniel Coats,1981,2017,congress,false
William W. Cobey,1985,1987,congress,false
Howard Coble,1985,2015,congress,false
Tom Coburn,1995,2015,congress,false
Thad Cochran,1973,2018,congress,false
Anthony Lee Coelho,1979,1991,congress,false
Mike Coffman,2009,2019,congress,false
Steve Cohen,2007,2019,congress,false
William S. Cohen,1973,1997,congress,false
Tom Cole,2003,2019,congress,false
E. Thomas Coleman,1977,1993,congress,false
Norm Coleman,2003,2009,congress,false
Ronald D. Coleman,1983,1997,congress,false
Harold R. Collier,1957,1975,congress,false
Barbara-Rose Collins,1991,1997,congress,false
Cardiss Collins,1973,1997,congress,false
Chris Collins,2013,2019,congress,false
Doug Collins,2013,2019,congress,false
James M. Collins,1967,1983,congress,false
Mac Collins,1993,2005,congress,false
Susan M. Collins,1997,2019,congress,false
Antonio Colordao,1991,1993,congress,false
Larry Combest,1985,2003,congress,false
Barbara Comstock,2015,2019,congress,false
Barber B. Conable,1965,1985,congress,false
K. Michael Conaway,2005,2019,congress,false
Gary A. Condit,1989,2003,congress,false
Gerald E. Connolly,2009,2019,congress,false
Kent Conrad,1987,2013,congress,false
Silvio O. Conte,1959,1993,congress,false
John Conyers,1965,2017,congress,false
Marlow W. Cook,1973,1975,congress,false
Merrill Cook,1997,2001,congress,false
Paul Cook,2013,2019,congress,false
John Cooksey,1997,2003,congress,false
Wes Cooley,1995,1997,congress,false
Christopher A. Coons,2010,2019,congress,false
Jim Cooper,1983,2019,congress,false
Sam Coppersmith,1993,1995,congress,false
Tom Corcoran,1977,1985,congress,false
Bob Corker,2007,2019,congress,false
James C. Corman,1961,1981,congress,false
Robert J. Cornell,1975,1979,congress,false
John Cornyn,2002,2019,congress,false
Baltasar Corrada,1977,1987,congress,false
Catherine Cortez Masto,2017,2019,congress,false
Jon S. Corzine,2001,2006,congress,false
Jim Costa,2005,2019,congress,false
Jerry F. Costello,1987,2013,congress,false
Ryan A. Costello,2015,2019,congress,false
William R. Cotter,1971,1983,congress,false
Norris Cotton,1947,1977,congress,false
Tom Cotton,2013,2019,congress,false
Lawrence Coughlin,1969,1993,congress,false
Jim Courter,1979,1991,congress,false
Joe Courtney,2007,2019,congress,false
Paul Coverdell,1993,2000,congress,false
William M. Cowan,2013,2013,congress,false
Christopher Cox,1989,2007,congress,false
John W. Cox,1991,1993,congress,false
James K. Coyne,1981,1983,congress,false
William J. Coyne,1981,2003,congress,false
Larry E. Craig,1981,2009,congress,false
Kevin Cramer,2013,2019,congress,false
Robert E. (Bud) Cramer,1991,2009,congress,false
Philip M. Crane,1969,2005,congress,false
Alan Cranston,1973,1993,congress,false
Mike Crapo,1993,2019,congress,false
Chip Cravaack,2011,2013,congress,false
"Eric A. ""Rick"" Crawford",2011,2019,congress,false
Frank A. Cremeans,1995,1997,congress,false
Ander Crenshaw,2001,2017,congress,false
Mark S. Critz,2010,2013,congress,false
George W. Crockett,1979,1991,congress,false
Paul W. Cronin,1973,1975,congress,false
Joseph Crowley,1999,2019,congress,false
Ted Cruz,2013,2019,congress,false
Barbara Cubin,1995,2009,congress,false
Henry Cuellar,2005,2019,congress,false
John Abney Culberson,2001,2019,congress,false
John C. Culver,1965,1981,congress,false
Elijah E. Cummings,1995,2019,congress,false
John E. (Jack) Cunningham,1977,1979,congress,false
Randy (Duke) Cunningham,1991,2007,congress,false
Carlos Curbelo,2015,2019,congress,false
David Alan Curson,2012,2013,congress,false
Carl T. Curtis,1939,1979,congress,false
Alfonse D'Amato,1981,1999,congress,false
Norman E. D'Amours,1975,1985,congress,false
Kathleen A. Dahlkemper,2009,2011,congress,false
Steve Daines,2013,2019,congress,false
John C. Danforth,1977,1995,congress,false
W. C. (Dan) Daniel,1969,1989,congress,false
Dominick V. Daniels,1959,1977,congress,false
George E. Danielson,1971,1983,congress,false
William E. Dannemeyer,1979,1993,congress,false
Pat Danner,1993,2001,congress,false
George (Buddy) Darden,1983,1995,congress,false
Thomas A. Daschle,1979,2005,congress,false
Hal Daub,1981,1989,congress,false
Artur Davis,2003,2011,congress,false
Danny K. Davis,1997,2019,congress,false
David Davis,2007,2009,congress,false
Geoff Davis,2005,2012,congress,false
Glenn R. Davis,1947,1975,congress,false
Jack Davis,1987,1989,congress,false
Jim Davis,1997,2007,congress,false
Jo Ann Davis,2001,2007,congress,false
John W. Davis,1961,1975,congress,false
Lincoln Davis,2003,2011,congress,false
Mendel J. Davis,1971,1981,congress,false
Robert W. Davis,1979,1993,congress,false
Rodney Davis,2013,2019,congress,false
Susan A. Davis,2001,2019,congress,false
Tom Davis,1995,2008,congress,false
Mark Dayton,2001,2007,congress,false
E. de la Garza,1965,1997,congress,false
Ron de Lugo,1973,1995,congress,false
Nathan Deal,1993,2010,congress,false
Joel Deckard,1979,1983,congress,false
Dennis DeConcini,1977,1995,congress,false
Peter A. DeFazio,1987,2019,congress,false
Diana DeGette,1997,2019,congress,false
Bill Delahunt,1997,2011,congress,false
James J. Delaney,1945,1979,congress,false
John K. Delaney,2013,2019,congress,false
Rosa L. DeLauro,1991,2019,congress,false
Tom DeLay,1985,2007,congress,false
Suzan K. DelBene,2012,2019,congress,false
John Dellenback,1967,1975,congress,false
Ronald V. Dellums,1971,1999,congress,false
Jim DeMint,1999,2013,congress,false
Jeff Denham,2011,2019,congress,false
Frank E. Denholm,1971,1975,congress,false
David W. Dennis,1969,1975,congress,false
Charles W. Dent,2005,2018,congress,false
John H. Dent,1957,1979,congress,false
Jeremiah Denton,1981,1987,congress,false
Butler C. Derrick,1975,1995,congress,false
Edward J. Derwinski,1959,1983,congress,false
Ron DeSantis,2013,2018,congress,false
Mark DeSaulnier,2015,2019,congress,false
Scott DesJarlais,2011,2019,congress,false
Theodore E. Deutch,2010,2019,congress,false
Peter Deutsch,1993,2005,congress,false
Samuel L. Devine,1959,1981,congress,false
Mike DeWine,1983,2007,congress,false
Lincoln Diaz-Balart,1993,2011,congress,true
Mario Diaz-Balart,2003,2019,congress,true
Jay Dickey,1993,2001,congress,false
William L. Dickinson,1965,1993,congress,false
Norman D. Dicks,1977,2013,congress,false
Charles C. Diggs,1955,1981,congress,false
Debbie Dingell,2015,2019,congress,false
John D. Dingell,1955,2015,congress,false
Joseph J. DioGuardi,1985,1989,congress,false
Alan J. Dixon,1981,1993,congress,false
Julian C. Dixon,1979,2003,congress,false
Charles K. Djou,2010,2011,congress,false
Christopher J. Dodd,1975,2011,congress,false
Lloyd Doggett,1995,2019,congress,false
Robert J. Dold,2011,2017,congress,false
Elizabeth Dole,2003,2009,congress,false
Robert J. Dole,1961,1997,congress,false
Pete V. Domenici,1973,2009,congress,false
Peter H. Dominick,1961,1975,congress,false
Brian J. Donnelly,1979,1993,congress,false
Joe Donnelly,2007,2019,congress,false
Daniel M. Donovan,2015,2019,congress,false
Calvin M. Dooley,1991,2005,congress,false
John T. Doolittle,1991,2009,congress,false
Byron L. Dorgan,1981,2011,congress,false
William Jennings Bryan Dorn,1947,1975,congress,false
Robert K. Dornan,1977,1997,congress,false
Chuck Douglas,1989,1991,congress,false
Wayne Dowdy,1981,1989,congress,false
Thomas J. Downey,1975,1993,congress,false
Thomas N. Downing,1959,1977,congress,false
Michael F. Doyle,1995,2019,congress,false
Thelma D. Drake,2005,2009,congress,false
David Dreier,1981,2013,congress,false
Steve Driehaus,2009,2011,congress,false
Robert F. Drinan,1971,1981,congress,false
Tammy Duckworth,2013,2019,congress,false
Sean P. Duffy,2011,2019,congress,false
Jeff Duncan,2011,2019,congress,false
John J. Duncan,1965,1989,congress,false
John J. Duncan,1987,2019,congress,false
Robert B. Duncan,1963,1981,congress,false
Jennifer Dunn,1993,2005,congress,false
Jim Dunn,1981,1983,congress,false
Richard J. Durbin,1983,2019,congress,false
Dave Durenberger,1977,1995,congress,false
John A. Durkin,1975,1981,congress,false
Bernard J. Dwyer,1981,1993,congress,false
Mervyn M. Dymally,1981,1993,congress,false
Roy Dyson,1981,1991,congress,false
Thomas F. Eagleton,1967,1987,congress,false
Joseph D. Early,1975,1993,congress,false
John P. East,1981,1987,congress,false
James O. Eastland,1941,1979,congress,false
Dennis E. Eckart,1981,1993,congress,false
Fred J. Eckert,1985,1987,congress,false
Bob Eckhardt,1967,1981,congress,false
Robert W. Edgar,1975,1987,congress,false
Chet Edwards,1991,2011,congress,false
Don Edwards,1963,1995,congress,false
Donna F. Edwards,2008,2017,congress,false
Jack Edwards,1965,1985,congress,false
John Edwards,1999,2005,congress,false
Mickey Edwards,1977,1993,congress,false
Vernon J. Ehlers,1993,2011,congress,false
Robert L. Ehrlich,1995,2003,congress,false
Joshua Eilberg,1967,1979,congress,false
Keith Ellison,2007,2019,congress,false
Renee L. Ellmers,2011,2017,congress,false
Brad Ellsworth,2007,2011,congress,false
Rahm Emanuel,2003,2009,congress,false
Bill Emerson,1981,1997,congress,false
Jo Ann Emerson,1997,2013,congress,false
David F. Emery,1975,1983,congress,false
Tom Emmer,2015,2019,congress,false
Eliot L. Engel,1989,2019,congress,false
Karan English,1993,1995,congress,false
Phil English,1995,2009,congress,false
John Ensign,1995,2011,congress,false
William L. Enyart,2013,2015,congress,false
Michael B. Enzi,1997,2019,congress,false
Arlen Erdahl,1979,1983,congress,false
Ben Erdreich,1983,1993,congress,false
John N. Erlenborn,1965,1985,congress,false
Joni Ernst,2015,2019,congress,false
Allen E. Ertel,1977,1983,congress,false
Sam J. Ervin,1945,1975,congress,false
Marvin L. Esch,1967,1977,congress,false
Edwin D. Eshleman,1967,1977,congress,false
Anna G. Eshoo,1993,2019,congress,false
Elizabeth H. Esty,2013,2019,congress,false
Bob Etheridge,1997,2011,congress,false
Billy Lee Evans,1977,1983,congress,false
Daniel J. Evans,1983,1989,congress,false
David W. Evans,1975,1983,congress,false
Frank E. Evans,1965,1979,congress,false
Lane Evans,1983,2007,congress,false
Melvin H. Evans,1979,1981,congress,false
Terry Everett,1993,2009,congress,false
Joe L. Evins,1947,1977,congress,false
Thomas W. Ewing,1991,2001,congress,false
J. James Exon,1979,1997,congress,false
Lauch Faircloth,1993,1999,congress,false
Eni F. H. Faleomavaega,1989,2015,congress,false
Mary Fallin,2007,2011,congress,false
Paul J. Fannin,1973,1977,congress,false
Blake Farenthold,2011,2018,congress,false
Sam Farr,1993,2017,congress,false
Dante B. Fascell,1955,1993,congress,false
Chaka Fattah,1995,2016,congress,false
Walter E. Fauntroy,1971,1991,congress,false
Harris W. Fawell,1985,1999,congress,false
Vic Fazio,1979,1999,congress,false
Tom Feeney,2003,2009,congress,false
Edward F. Feighan,1983,1993,congress,false
Russell D. Feingold,1993,2011,congress,false
Dianne Feinstein,1992,2019,congress,false
Millicent H. Fenwick,1975,1983,congress,false
Mike Ferguson,2001,2009,congress,false
Geraldine A. Ferraro,1979,1985,congress,false
Bobbi Fiedler,1981,1987,congress,false
Cleo Fields,1993,1997,congress,false
Jack Fields,1981,1997,congress,false
Bob Filner,1993,2013,congress,false
Stephen Lee Fincher,2011,2017,congress,false
Paul Findley,1961,1983,congress,false
Eric D. Fingerhut,1993,1995,congress,false
Deb Fischer,2013,2019,congress,false
Hamilton Fish,1969,1995,congress,false
Joesph L. Fisher,1975,1981,congress,false
O. C. Fisher,1943,1975,congress,false
Floyd J. Fithian,1975,1983,congress,false
Peter Fitzgerald,1999,2005,congress,false
Michael G. Fitzpatrick,2005,2017,congress,false
Floyd H. Flake,1987,1999,congress,false
Jeff Flake,2001,2019,congress,false
Michael Patrick Flanagan,1995,1997,congress,false
"Charles J. ""Chuck"" Fleischmann",2011,2019,congress,false
John Fleming,2009,2017,congress,false
Ernie Fletcher,1999,2003,congress,false
Ronnie G. Flippo,1977,1991,congress,false
Daniel J. Flood,1945,1981,congress,false
Bill Flores,2011,2019,congress,false
James J. Florio,1975,1991,congress,false
Walter Flowers,1969,1979,congress,false
John J. Flynt,1953,1979,congress,false
Thomas M. Foglietta,1981,1999,congress,false
Mark Foley,1995,2007,congress,false
Thomas S. Foley,1965,1995,congress,false
Hiram L. Fong,1969,1977,congress,false
J. Randy Forbes,2001,2017,congress,false
Michael P. Forbes,1995,2001,congress,false
Harold E. Ford,1975,1997,congress,false
Harold E. Ford,1997,2007,congress,false
Wendell H. Ford,1975,1999,congress,false
William D. Ford,1965,1995,congress,false
Jeff Fortenberry,2005,2019,congress,false
Luis G. Fortuno,2005,2009,congress,false
Vito Fossella,1997,2009,congress,false
Bill Foster,2008,2019,congress,false
L. H. Fountain,1953,1983,congress,false
Tillie Fowler,1993,2001,congress,false
Wyche Fowler,1977,1993,congress,false
Jon D. Fox,1995,1999,congress,false
Virginia Foxx,2005,2019,congress,false
Sheila Frahm,1995,1997,congress,false
Barney Frank,1981,2013,congress,false
