name,startDate,endDate,league
Michelle Betos,2016,2018,nwls
Elizabeth Stout,2016,2018,nwls
Jami Kranich,2016,2016,nwls
Caroline Stanley,2016,2017,nwls
Haley Kopmeyer,2016,2018,nwls
Alyssa Naeher,2016,2018,nwls
Sabrina D’Angelo,2016,2018,nwls
Caroline Casey,2016,2018,nwls
Hope Solo,2016,2016,nwls
Stephanie Labbe,2016,2017,nwls
Michele Dalton,2016,2018,nwls
Britt Eckerstrom,2016,2018,nwls
Kaitlyn Savage,2016,2016,nwls
Adrianna Franch,2016,2018,nwls
Katelyn Rowland,2016,2018,nwls
Bianca Henninger,2016,2018,nwls
Andi Tostanoski,2016,2016,nwls
Abby Smith,2016,2018,nwls
Aubrey Bledsoe,2016,2018,nwls
Brianna Smallidge,2016,2016,nwls
Haley Carter,2016,2016,nwls
Kate Scheele,2016,2016,nwls
Catherine Parkhill,2016,2017,nwls
Megan Dorsey,2016,2016,nwls
Emily Kruger,2016,2016,nwls
Abigail Steele,2016,2016,nwls
Jillian Ann Loyden,2016,2016,nwls
Erin Nayler,2016,2016,nwls
DiDi Haracic,2016,2018,nwls
Marta Marta,2017,2018,nwls
Ashley Hatch,2017,2018,nwls
Mallory Pugh,2017,2018,nwls
Sydney Leroux,2017,2018,nwls
Maegan Kelly,2017,2018,nwls
Camila Camila,2017,2018,nwls
Katlyn Johnson,2017,2018,nwls
Debinha Debinha,2017,2018,nwls
Rosie White,2017,2018,nwls
Madison Tiernan,2017,2018,nwls
Rachel Hill,2017,2018,nwls
Nichelle Prince,2017,2018,nwls
Rose Lavelle,2017,2018,nwls
Larissa Crummer,2017,2017,nwls
Ashleigh Sykes,2017,2017,nwls
Tyler Lussi,2017,2018,nwls
Kristen McNabb,2017,2018,nwls
Daphne Corboz,2017,2017,nwls
Yuki Nagasato,2017,2018,nwls
Christina Gibbons,2017,2018,nwls
Danica Evans,2017,2018,nwls
Meggie Dougherty Howard,2017,2018,nwls
Amy Rodriguez,2017,2018,nwls
Margaret Purce,2017,2018,nwls
Arielle Ship,2017,2018,nwls
Bruna Benites,2017,2017,nwls
Rosana dos Santos Augusto,2017,2017,nwls
Jocelyn Blankenship,2017,2017,nwls
Nickolette Driesse,2017,2018,nwls
Claire Falknor,2017,2018,nwls
Meghan Cox,2017,2017,nwls
Ashley Herndon,2017,2017,nwls
Emilie Haavi,2017,2017,nwls
Kelli Hubly,2017,2018,nwls
Savannah Jordan,2017,2018,nwls
Janine van Wyk,2017,2018,nwls
Hayley Dowd,2017,2017,nwls
Morgan Andrews,2017,2018,nwls
Madeline Bauer,2017,2018,nwls
Caroline Flynn,2017,2017,nwls
Summer Green,2017,2018,nwls
Ifeoma Onumonu,2017,2018,nwls
Sydney Miramontez,2017,2018,nwls
Rebekah Stott,2017,2018,nwls
Lauren Kaskie,2017,2018,nwls
Cassidy Benintente,2017,2018,nwls
Mandy Freeman,2017,2018,nwls
McKenzie Meehan,2017,2018,nwls
Kayla Mills,2017,2018,nwls
Yanara Aedo,2017,2018,nwls
Lindsay Agnew,2017,2018,nwls
Cameron Castleberry,2017,2017,nwls
Nora Holstad Berge,2017,2017,nwls
Yuri Kawamura,2017,2018,nwls
Morgan Proffitt,2017,2018,nwls
Crystal Elaine Thomas,2017,2017,nwls
Kailen Sheridan,2017,2018,nwls
Jane Campbell,2017,2018,nwls
Sammy Jo Prudhomme,2017,2018,nwls
Madalyn Schiffel,2017,2017,nwls
Jamie Gillis,2017,2017,nwls
Jodie Taylor,2018,2018,nwls
Ana-Maria Crnogorcevic,2018,2018,nwls
Veronica Latsko,2018,2018,nwls
Imani Dorsey,2018,2018,nwls
Savannah McCaskill,2018,2018,nwls
Thembi Kgatlana,2018,2018,nwls
Michele Vasconcelos,2018,2018,nwls
Linda Motlhalo,2018,2018,nwls
Theresa Nielsen,2018,2018,nwls
Frannie Crouse,2018,2018,nwls
Gunnhildur Yrsa Jónsdóttir,2018,2018,nwls
Ellie Carpenter,2018,2018,nwls
Haley Hanson,2018,2018,nwls
Kimberly Keever,2018,2018,nwls
Nádia Gomes,2018,2018,nwls
Lotta Ökvist,2018,2018,nwls
Clare Polkinghorne,2018,2018,nwls
Emily van Egmond,2018,2018,nwls
Elizabeth Ball,2018,2018,nwls
Zoey Goralski,2018,2018,nwls
Caitlin Foord,2018,2018,nwls
Allison Wetherington,2018,2018,nwls
Joanna Boyles,2018,2018,nwls
Erin Yenney,2018,2018,nwls
Sandra Yu,2018,2018,nwls
Elizabeth Addo,2018,2018,nwls
Jaycie Johnson,2018,2018,nwls
Carlin Hudson,2018,2018,nwls
Darian Jenkins,2018,2018,nwls
Michaela Abam,2018,2018,nwls
Eliza Bona,2018,2018,nwls
Gabriella Cuevas,2018,2018,nwls
Kaleigh Kurtz,2018,2018,nwls
Amandine Pierre-Louis,2018,2018,nwls
Thaisa Moreno,2018,2018,nwls
Katrina Gorry,2018,2018,nwls
Morgan Reid,2018,2018,nwls
Sarah Teegarden,2018,2018,nwls
Collette Smith,2018,2018,nwls
Ryan Williams,2018,2018,nwls
Elise Thorsnes,2018,2018,nwls
Chandra Eigenberger,2018,2018,nwls
Zoe Clark,2018,2018,nwls
Schuyler DeBree,2018,2018,nwls
Mallory Eubanks,2018,2018,nwls
Maddie Huster,2018,2018,nwls
Bridget Callahan,2018,2018,nwls
Christine Creighton,2018,2018,nwls
Rebecca Quinn,2018,2018,nwls
Abby Elinsky,2018,2018,nwls
Andi Sullivan,2018,2018,nwls
Emily Boyd,2018,2018,nwls
Ryann Torrero,2018,2018,nwls
Sarah Shimer,2018,2018,nwls
Bella Geist,2018,2018,nwls
Kaycee Gunion,2018,2018,nwls
Emma Jane Proctor,2018,2018,nwls
Becca Ritchie,2018,2018,nwls
Morgan Ruhl,2018,2018,nwls
